time,region_id,year_id,crop_id,irrigation_id,risk_level,risk_score,recommendation,factors,created_at
2020-11-21,1,2020,1,1,Extreme,92.7,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.8, ""temperature"": 32.9}",2020-11-21 01:00:00
2020-11-22,1,2020,1,1,Extreme,86.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 16.7, ""soil_moisture"": 6.1, ""temperature"": 33.0}",2020-11-22 01:00:00
2020-11-23,1,2020,1,1,Extreme,91.1,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 31.2}",2020-11-23 01:00:00
2020-11-24,1,2020,1,1,Extreme,94.9,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 5.0, ""temperature"": 33.3}",2020-11-24 01:00:00
2020-11-25,1,2020,1,1,Extreme,88.8,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 18.0, ""soil_moisture"": 5.0, ""temperature"": 32.4}",2020-11-25 01:00:00
2020-11-26,1,2020,1,1,Extreme,91.8,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 18.9, ""soil_moisture"": 5.0, ""temperature"": 34.3}",2020-11-26 01:00:00
2020-11-27,1,2020,1,1,Extreme,94.1,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.4, ""soil_moisture"": 5.0, ""temperature"": 33.7}",2020-11-27 01:00:00
2020-11-28,1,2020,1,1,Extreme,89.7,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 31.4}",2020-11-28 01:00:00
2020-11-29,1,2020,1,1,Extreme,91.8,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 32.9}",2020-11-29 01:00:00
2020-11-30,1,2020,1,1,Extreme,91.3,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.3, ""soil_moisture"": 5.0, ""temperature"": 33.4}",2020-11-30 01:00:00
2020-12-01,1,2020,1,1,Extreme,93.2,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.6, ""soil_moisture"": 5.0, ""temperature"": 34.2}",2020-12-01 01:00:00
2020-12-02,1,2020,1,1,Extreme,87.3,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.0, ""soil_moisture"": 5.0, ""temperature"": 31.9}",2020-12-02 01:00:00
2020-12-03,1,2020,1,1,Extreme,92.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 33.0}",2020-12-03 01:00:00
2020-12-04,1,2020,1,1,High,74.4,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 12.2, ""soil_moisture"": 9.0, ""temperature"": 33.3}",2020-12-04 01:00:00
2020-12-05,1,2020,1,1,High,69.7,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 14.3, ""soil_moisture"": 13.6, ""temperature"": 32.9}",2020-12-05 01:00:00
2020-12-06,1,2020,1,1,Extreme,76.6,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.4, ""soil_moisture"": 13.2, ""temperature"": 34.2}",2020-12-06 01:00:00
2020-12-07,1,2020,1,1,High,61.5,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 11.8, ""soil_moisture"": 17.4, ""temperature"": 33.4}",2020-12-07 01:00:00
2020-12-08,1,2020,1,1,Extreme,78.4,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 14.6, ""temperature"": 33.3}",2020-12-08 01:00:00
2020-12-09,1,2020,1,1,Extreme,80.1,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 11.9, ""temperature"": 32.2}",2020-12-09 01:00:00
2020-12-10,1,2020,1,1,Extreme,84.1,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 9.2, ""temperature"": 33.1}",2020-12-10 01:00:00
2020-12-11,1,2020,1,1,Extreme,91.1,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 6.5, ""temperature"": 32.5}",2020-12-11 01:00:00
2020-12-12,1,2020,1,1,Extreme,89.2,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 18.6, ""soil_moisture"": 5.0, ""temperature"": 32.3}",2020-12-12 01:00:00
2020-12-13,1,2020,1,1,Extreme,90.2,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 32.4}",2020-12-13 01:00:00
2020-12-14,1,2020,1,1,Extreme,86.3,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 9.2, ""temperature"": 32.3}",2020-12-14 01:00:00
2020-12-15,1,2020,1,1,Extreme,90.7,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 6.5, ""temperature"": 33.2}",2020-12-15 01:00:00
2020-12-16,1,2020,1,1,Extreme,90.1,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.0, ""soil_moisture"": 6.3, ""temperature"": 33.5}",2020-12-16 01:00:00
2020-12-17,1,2020,1,1,Extreme,95.4,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.6, ""soil_moisture"": 5.0, ""temperature"": 34.0}",2020-12-17 01:00:00
2020-12-18,1,2020,1,1,Extreme,95.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 33.7}",2020-12-18 01:00:00
2020-12-19,1,2020,1,1,Extreme,93.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 32.7}",2020-12-19 01:00:00
2020-12-20,1,2020,1,1,Extreme,87.0,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.1, ""soil_moisture"": 5.0, ""temperature"": 32.1}",2020-12-20 01:00:00
2020-12-21,1,2020,1,1,Extreme,97.1,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 34.4}",2020-12-21 01:00:00
2020-12-22,1,2020,1,1,Extreme,91.6,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 32.4}",2020-12-22 01:00:00
2020-12-23,1,2020,1,1,Extreme,80.6,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 15.3, ""soil_moisture"": 6.4, ""temperature"": 32.2}",2020-12-23 01:00:00
2020-12-24,1,2020,1,1,Extreme,92.7,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 32.5}",2020-12-24 01:00:00
2020-12-25,1,2020,1,1,Extreme,89.8,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.0, ""soil_moisture"": 5.0, ""temperature"": 34.5}",2020-12-25 01:00:00
2020-12-26,1,2020,1,1,Extreme,87.8,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 5.0, ""temperature"": 31.7}",2020-12-26 01:00:00
2020-12-27,1,2020,1,1,Extreme,77.7,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 15.4, ""soil_moisture"": 9.5, ""temperature"": 32.2}",2020-12-27 01:00:00
2020-12-28,1,2020,1,1,Extreme,92.4,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.6, ""soil_moisture"": 7.0, ""temperature"": 33.9}",2020-12-28 01:00:00
2020-12-29,1,2020,1,1,Extreme,93.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.4, ""soil_moisture"": 5.0, ""temperature"": 33.9}",2020-12-29 01:00:00
2020-12-30,1,2020,1,1,Extreme,86.7,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 16.1, ""soil_moisture"": 5.7, ""temperature"": 32.4}",2020-12-30 01:00:00
2020-12-31,1,2020,1,1,Extreme,90.3,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 32.4}",2020-12-31 01:00:00
2021-01-01,1,2021,1,1,Moderate,25.5,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.4, ""soil_moisture"": 34.0, ""temperature"": 28.4}",2021-01-01 01:00:00
2021-01-02,1,2021,1,1,Low,8.6,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 16.7, ""soil_moisture"": 41.2, ""temperature"": 27.8}",2021-01-02 01:00:00
2021-01-03,1,2021,1,1,Low,15.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.5, ""soil_moisture"": 39.4, ""temperature"": 27.0}",2021-01-03 01:00:00
2021-01-04,1,2021,1,1,Low,8.1,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.6, ""soil_moisture"": 42.4, ""temperature"": 26.4}",2021-01-04 01:00:00
2021-01-05,1,2021,1,1,Low,15.4,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.7, ""soil_moisture"": 40.5, ""temperature"": 29.8}",2021-01-05 01:00:00
2021-01-06,1,2021,1,1,Low,17.5,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.5, ""soil_moisture"": 38.7, ""temperature"": 28.8}",2021-01-06 01:00:00
2021-01-07,1,2021,1,1,Low,4.3,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.8, ""soil_moisture"": 45.0, ""temperature"": 29.0}",2021-01-07 01:00:00
2021-01-08,1,2021,1,1,Low,6.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.7, ""soil_moisture"": 43.9, ""temperature"": 28.3}",2021-01-08 01:00:00
2021-01-09,1,2021,1,1,Low,10.1,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 41.8, ""temperature"": 28.2}",2021-01-09 01:00:00
2021-01-10,1,2021,1,1,Low,0.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 14.4, ""soil_moisture"": 44.4, ""temperature"": 29.3}",2021-01-10 01:00:00
2021-01-11,1,2021,1,1,Low,12.5,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 42.3, ""temperature"": 29.3}",2021-01-11 01:00:00
2021-01-12,1,2021,1,1,Low,6.7,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 17.9, ""soil_moisture"": 42.1, ""temperature"": 27.6}",2021-01-12 01:00:00
2021-01-13,1,2021,1,1,Low,13.5,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 39.9, ""temperature"": 27.2}",2021-01-13 01:00:00
2021-01-14,1,2021,1,1,Low,21.9,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.6, ""soil_moisture"": 38.1, ""temperature"": 29.1}",2021-01-14 01:00:00
2021-01-15,1,2021,1,1,Low,16.9,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.3, ""soil_moisture"": 36.5, ""temperature"": 26.4}",2021-01-15 01:00:00
2021-01-16,1,2021,1,1,Low,9.5,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 14.0, ""soil_moisture"": 39.4, ""temperature"": 29.0}",2021-01-16 01:00:00
2021-01-17,1,2021,1,1,Low,15.6,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 37.5, ""temperature"": 27.2}",2021-01-17 01:00:00
2021-01-18,1,2021,1,1,Low,0.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 10.0, ""soil_moisture"": 44.0, ""temperature"": 27.0}",2021-01-18 01:00:00
2021-01-19,1,2021,1,1,Low,2.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.0, ""soil_moisture"": 45.0, ""temperature"": 28.2}",2021-01-19 01:00:00
2021-01-20,1,2021,1,1,Low,6.3,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 42.9, ""temperature"": 26.5}",2021-01-20 01:00:00
2021-01-21,1,2021,1,1,Low,12.5,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 40.7, ""temperature"": 27.8}",2021-01-21 01:00:00
2021-01-22,1,2021,1,1,Low,20.4,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 38.5, ""temperature"": 28.2}",2021-01-22 01:00:00
2021-01-23,1,2021,1,1,Low,8.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.3, ""soil_moisture"": 43.7, ""temperature"": 29.2}",2021-01-23 01:00:00
2021-01-24,1,2021,1,1,Low,1.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 14.8, ""soil_moisture"": 45.0, ""temperature"": 28.6}",2021-01-24 01:00:00
2021-01-25,1,2021,1,1,Low,3.9,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.2, ""soil_moisture"": 43.6, ""temperature"": 27.2}",2021-01-25 01:00:00
2021-01-26,1,2021,1,1,Low,0.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.4, ""soil_moisture"": 45.0, ""temperature"": 27.1}",2021-01-26 01:00:00
2021-01-27,1,2021,1,1,Low,10.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 43.0, ""temperature"": 28.5}",2021-01-27 01:00:00
2021-01-28,1,2021,1,1,Low,8.2,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.7, ""soil_moisture"": 41.9, ""temperature"": 27.3}",2021-01-28 01:00:00
2021-01-29,1,2021,1,1,Low,14.4,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 40.1, ""temperature"": 27.6}",2021-01-29 01:00:00
2021-01-30,1,2021,1,1,Low,22.5,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.7, ""soil_moisture"": 38.1, ""temperature"": 28.8}",2021-01-30 01:00:00
2021-01-31,1,2021,1,1,Low,22.2,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.3, ""soil_moisture"": 36.5, ""temperature"": 28.1}",2021-01-31 01:00:00
2021-02-01,1,2021,1,1,Low,23.1,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.1, ""soil_moisture"": 35.8, ""temperature"": 28.9}",2021-02-01 01:00:00
2021-02-02,1,2021,1,1,Low,20.7,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.1, ""soil_moisture"": 35.2, ""temperature"": 26.1}",2021-02-02 01:00:00
2021-02-03,1,2021,1,1,Moderate,25.0,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.6, ""soil_moisture"": 33.3, ""temperature"": 27.1}",2021-02-03 01:00:00
2021-02-04,1,2021,1,1,Low,17.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 16.4, ""soil_moisture"": 34.2, ""temperature"": 28.6}",2021-02-04 01:00:00
2021-02-05,1,2021,1,1,Low,20.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.0, ""soil_moisture"": 33.8, ""temperature"": 28.5}",2021-02-05 01:00:00
2021-02-06,1,2021,1,1,Low,21.4,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.1, ""soil_moisture"": 33.1, ""temperature"": 26.4}",2021-02-06 01:00:00
2021-02-07,1,2021,1,1,Moderate,25.8,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 17.5, ""soil_moisture"": 33.1, ""temperature"": 28.7}",2021-02-07 01:00:00
2021-02-08,1,2021,1,1,Moderate,28.3,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.7, ""soil_moisture"": 31.3, ""temperature"": 26.7}",2021-02-08 01:00:00
2021-02-09,1,2021,1,1,Moderate,26.2,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 18.0, ""soil_moisture"": 30.8, ""temperature"": 26.6}",2021-02-09 01:00:00
2021-02-10,1,2021,1,1,Moderate,31.0,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 17.7, ""soil_moisture"": 30.6, ""temperature"": 29.3}",2021-02-10 01:00:00
2021-02-11,1,2021,1,1,Low,23.2,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 15.2, ""soil_moisture"": 32.4, ""temperature"": 27.7}",2021-02-11 01:00:00
2021-02-12,1,2021,1,1,Low,11.1,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 15.7, ""soil_moisture"": 39.2, ""temperature"": 29.2}",2021-02-12 01:00:00
2021-02-13,1,2021,1,1,Low,21.5,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 37.2, ""temperature"": 28.2}",2021-02-13 01:00:00
2021-02-14,1,2021,1,1,Moderate,31.5,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 34.8, ""temperature"": 31.1}",2021-02-14 01:00:00
2021-02-15,1,2021,1,1,Moderate,30.0,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 32.5, ""temperature"": 29.4}",2021-02-15 01:00:00
2021-02-16,1,2021,1,1,Low,23.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 17.4, ""soil_moisture"": 32.5, ""temperature"": 27.8}",2021-02-16 01:00:00
2021-02-17,1,2021,1,1,Moderate,33.0,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 30.4, ""temperature"": 29.1}",2021-02-17 01:00:00
2021-02-18,1,2021,1,1,Low,20.2,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.5, ""soil_moisture"": 36.9, ""temperature"": 26.9}",2021-02-18 01:00:00
2021-02-19,1,2021,1,1,Low,22.6,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 17.1, ""soil_moisture"": 37.0, ""temperature"": 29.5}",2021-02-19 01:00:00
2021-02-20,1,2021,1,1,Low,24.2,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 35.0, ""temperature"": 27.4}",2021-02-20 01:00:00
2021-02-21,1,2021,1,1,Low,14.6,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 16.3, ""soil_moisture"": 36.0, ""temperature"": 28.1}",2021-02-21 01:00:00
2021-02-22,1,2021,1,1,Low,13.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 13.5, ""soil_moisture"": 39.4, ""temperature"": 30.2}",2021-02-22 01:00:00
2021-02-23,1,2021,1,1,Low,20.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.8, ""soil_moisture"": 38.1, ""temperature"": 29.4}",2021-02-23 01:00:00
2021-02-24,1,2021,1,1,Low,6.1,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.3, ""soil_moisture"": 43.2, ""temperature"": 27.2}",2021-02-24 01:00:00
2021-02-25,1,2021,1,1,Low,0.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 9.7, ""soil_moisture"": 45.0, ""temperature"": 30.0}",2021-02-25 01:00:00
2021-02-26,1,2021,1,1,Low,5.5,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.7, ""soil_moisture"": 43.0, ""temperature"": 26.1}",2021-02-26 01:00:00
2021-02-27,1,2021,1,1,Low,0.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 14.1, ""soil_moisture"": 45.0, ""temperature"": 29.6}",2021-02-27 01:00:00
2021-02-28,1,2021,1,1,Low,12.6,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.3, ""soil_moisture"": 43.3, ""temperature"": 30.3}",2021-02-28 01:00:00
2021-03-01,1,2021,1,1,Low,14.4,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.1, ""soil_moisture"": 41.9, ""temperature"": 29.1}",2021-03-01 01:00:00
2021-03-02,1,2021,1,1,Low,13.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.1, ""soil_moisture"": 40.4, ""temperature"": 28.6}",2021-03-02 01:00:00
2021-03-03,1,2021,1,1,Low,22.3,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.6, ""soil_moisture"": 39.3, ""temperature"": 30.8}",2021-03-03 01:00:00
2021-03-04,1,2021,1,1,Low,23.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.5, ""soil_moisture"": 37.6, ""temperature"": 29.5}",2021-03-04 01:00:00
2021-03-05,1,2021,1,1,Low,14.1,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.2, ""soil_moisture"": 40.9, ""temperature"": 29.6}",2021-03-05 01:00:00
2021-03-06,1,2021,1,1,Low,0.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 16.4, ""soil_moisture"": 45.0, ""temperature"": 27.7}",2021-03-06 01:00:00
2021-03-07,1,2021,1,1,Low,0.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 17.0, ""soil_moisture"": 45.0, ""temperature"": 27.4}",2021-03-07 01:00:00
2021-03-08,1,2021,1,1,Low,10.7,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 42.8, ""temperature"": 28.5}",2021-03-08 01:00:00
2021-03-09,1,2021,1,1,Low,12.6,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.5, ""soil_moisture"": 41.0, ""temperature"": 28.1}",2021-03-09 01:00:00
2021-03-10,1,2021,1,1,Low,17.6,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.1, ""soil_moisture"": 39.5, ""temperature"": 28.9}",2021-03-10 01:00:00
2021-03-11,1,2021,1,1,Low,20.4,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 37.2, ""temperature"": 28.4}",2021-03-11 01:00:00
2021-03-12,1,2021,1,1,Moderate,25.5,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 18.2, ""soil_moisture"": 36.2, ""temperature"": 29.9}",2021-03-12 01:00:00
2021-03-13,1,2021,1,1,Moderate,28.7,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 18.7, ""soil_moisture"": 34.9, ""temperature"": 30.9}",2021-03-13 01:00:00
2021-03-14,1,2021,1,1,Low,22.9,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 17.7, ""soil_moisture"": 34.6, ""temperature"": 29.0}",2021-03-14 01:00:00
2021-03-15,1,2021,1,1,Moderate,29.9,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 32.6, ""temperature"": 27.7}",2021-03-15 01:00:00
2021-03-16,1,2021,1,1,Moderate,36.3,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.2, ""soil_moisture"": 31.0, ""temperature"": 30.0}",2021-03-16 01:00:00
2021-03-17,1,2021,1,1,Moderate,41.7,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.4, ""soil_moisture"": 29.0, ""temperature"": 30.7}",2021-03-17 01:00:00
2021-03-18,1,2021,1,1,Low,16.7,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 15.2, ""soil_moisture"": 36.7, ""temperature"": 29.0}",2021-03-18 01:00:00
2021-03-19,1,2021,1,1,Low,11.2,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 15.5, ""soil_moisture"": 38.2, ""temperature"": 28.4}",2021-03-19 01:00:00
2021-03-20,1,2021,1,1,Low,15.3,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 17.4, ""soil_moisture"": 38.1, ""temperature"": 28.3}",2021-03-20 01:00:00
2021-03-21,1,2021,1,1,Low,21.6,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 36.0, ""temperature"": 27.5}",2021-03-21 01:00:00
2021-03-22,1,2021,1,1,Moderate,27.7,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.2, ""soil_moisture"": 34.3, ""temperature"": 29.1}",2021-03-22 01:00:00
2021-03-23,1,2021,1,1,Moderate,36.2,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 31.9, ""temperature"": 30.4}",2021-03-23 01:00:00
2021-03-24,1,2021,1,1,Moderate,35.7,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 18.8, ""soil_moisture"": 30.6, ""temperature"": 29.1}",2021-03-24 01:00:00
2021-03-25,1,2021,1,1,Moderate,36.6,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 28.5, ""temperature"": 28.3}",2021-03-25 01:00:00
2021-03-26,1,2021,1,1,Moderate,39.8,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 26.4, ""temperature"": 28.5}",2021-03-26 01:00:00
2021-03-27,1,2021,1,1,Moderate,37.7,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 17.2, ""soil_moisture"": 26.7, ""temperature"": 29.5}",2021-03-27 01:00:00
2021-03-28,1,2021,1,1,Moderate,44.5,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 24.4, ""temperature"": 29.2}",2021-03-28 01:00:00
2021-03-29,1,2021,1,1,Moderate,38.6,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 16.6, ""soil_moisture"": 25.0, ""temperature"": 29.1}",2021-03-29 01:00:00
2021-03-30,1,2021,1,1,Moderate,38.6,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 17.8, ""soil_moisture"": 24.6, ""temperature"": 28.2}",2021-03-30 01:00:00
2021-03-31,1,2021,1,1,Moderate,47.7,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.6, ""soil_moisture"": 22.8, ""temperature"": 28.8}",2021-03-31 01:00:00
2021-04-01,1,2021,1,1,Moderate,41.2,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 26.4, ""temperature"": 28.5}",2021-04-01 01:00:00
2021-04-02,1,2021,1,1,Moderate,35.6,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 17.1, ""soil_moisture"": 26.8, ""temperature"": 28.0}",2021-04-02 01:00:00
2021-04-03,1,2021,1,1,Moderate,45.0,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.6, ""soil_moisture"": 24.8, ""temperature"": 29.8}",2021-04-03 01:00:00
