time,region_id,year_id,rainfall_mm,seasonal_rainfall_variability,temperature_max_c,temperature_min_c,temperature_mean_c,relative_humidity_percent,wind_speed_ms,solar_radiation_mjm2day,evapotranspiration_et0_mmday,evapotranspiration_etc_mmday,updated_at
2022-02-16,1,2022,3.3,Low,28.6,15.1,21.8,70.0,3.13,20.76,6.12,6.12,2022-02-16 02:00:00
2022-02-17,1,2022,2.4,Low,30.1,15.7,22.9,69.0,3.45,21.98,6.59,6.59,2022-02-17 02:00:00
2022-02-18,1,2022,0.0,Low,29.1,18.2,23.7,70.0,2.65,23.16,6.99,6.99,2022-02-18 02:00:00
2022-02-19,1,2022,0.3,Low,29.9,16.9,23.4,70.0,3.05,19.51,5.9,5.9,2022-02-19 02:00:00
2022-02-20,1,2022,0.5,Low,28.5,16.6,22.5,66.0,2.16,19.5,5.81,5.81,2022-02-20 02:00:00
2022-02-21,1,2022,2.4,Low,29.6,15.3,22.4,72.0,2.97,20.81,6.18,6.18,2022-02-21 02:00:00
2022-02-22,1,2022,0.2,Low,29.6,16.1,22.8,70.0,3.54,20.07,6.03,6.03,2022-02-22 02:00:00
2022-02-23,1,2022,4.1,Low,28.0,16.9,22.4,71.0,3.29,20.26,6.03,6.03,2022-02-23 02:00:00
2022-02-24,1,2022,6.4,Low,27.2,15.1,21.1,68.0,2.76,20.44,5.96,5.96,2022-02-24 02:00:00
2022-02-25,1,2022,0.6,Low,29.4,17.5,23.5,67.0,2.89,21.98,6.65,6.65,2022-02-25 02:00:00
2022-02-26,1,2022,0.2,Low,26.4,16.8,21.6,71.0,3.14,21.4,6.27,6.27,2022-02-26 02:00:00
2022-02-27,1,2022,4.0,Low,28.4,16.3,22.3,68.0,2.15,20.85,6.17,6.17,2022-02-27 02:00:00
2022-02-28,1,2022,2.7,Low,28.6,16.1,22.4,70.0,2.69,21.11,6.26,6.26,2022-02-28 02:00:00
2022-03-01,1,2022,0.5,Low,27.9,16.9,22.4,74.0,3.19,20.71,6.15,6.15,2022-03-01 02:00:00
2022-03-02,1,2022,2.1,Low,29.6,16.2,22.9,69.0,2.98,21.96,6.58,6.58,2022-03-02 02:00:00
2022-03-03,1,2022,3.2,Low,28.8,17.1,22.9,67.0,2.76,19.8,5.95,5.95,2022-03-03 02:00:00
2022-03-04,1,2022,1.8,Low,30.6,17.2,23.9,68.0,2.77,21.76,6.61,6.61,2022-03-04 02:00:00
2022-03-05,1,2022,2.5,Low,30.5,16.4,23.5,69.0,2.98,22.29,6.73,6.73,2022-03-05 02:00:00
2022-03-06,1,2022,0.0,Low,29.7,16.1,22.9,67.0,3.13,20.56,6.18,6.18,2022-03-06 02:00:00
2022-03-07,1,2022,0.2,Low,29.0,16.2,22.6,68.0,2.7,21.42,6.38,6.38,2022-03-07 02:00:00
2022-03-08,1,2022,1.8,Low,29.2,17.5,23.4,69.0,2.62,20.8,6.27,6.27,2022-03-08 02:00:00
2022-03-09,1,2022,1.6,Low,29.1,16.5,22.8,71.0,3.78,20.78,6.24,6.24,2022-03-09 02:00:00
2022-03-10,1,2022,1.7,Low,30.7,16.1,23.4,71.0,2.92,22.04,6.64,6.64,2022-03-10 02:00:00
2022-03-11,1,2022,0.6,Low,30.5,16.4,23.4,74.0,3.0,20.17,6.08,6.08,2022-03-11 02:00:00
2022-03-12,1,2022,1.2,Low,27.0,16.1,21.5,70.0,2.88,19.64,5.76,5.76,2022-03-12 02:00:00
2022-03-13,1,2022,0.8,Low,29.7,15.9,22.8,65.0,3.11,21.14,6.35,6.35,2022-03-13 02:00:00
2022-03-14,1,2022,1.4,Low,28.9,17.5,23.2,71.0,2.87,22.66,6.79,6.79,2022-03-14 02:00:00
2022-03-15,1,2022,2.1,Low,27.1,15.2,21.2,69.0,2.62,21.41,6.22,6.22,2022-03-15 02:00:00
2022-03-16,1,2022,0.0,Low,29.8,16.0,22.9,67.0,3.61,21.81,6.56,6.56,2022-03-16 02:00:00
2022-03-17,1,2022,0.7,Low,31.5,15.9,23.7,70.0,3.11,20.6,6.25,6.25,2022-03-17 02:00:00
2022-03-18,1,2022,0.0,Low,28.8,17.6,23.2,70.0,3.1,22.99,6.91,6.91,2022-03-18 02:00:00
2022-03-19,1,2022,0.3,Low,30.5,15.2,22.8,70.0,2.16,21.91,6.52,6.52,2022-03-19 02:00:00
2022-03-20,1,2022,0.9,Low,28.2,17.1,22.6,70.0,2.93,22.38,6.66,6.66,2022-03-20 02:00:00
2022-03-21,1,2022,0.1,Low,29.6,15.9,22.7,68.0,2.27,21.72,6.47,6.47,2022-03-21 02:00:00
2022-03-22,1,2022,0.1,Low,28.7,15.6,22.2,71.0,2.74,21.4,6.32,6.32,2022-03-22 02:00:00
2022-03-23,1,2022,0.0,Low,27.6,18.0,22.8,72.0,3.14,22.7,6.77,6.77,2022-03-23 02:00:00
2022-03-24,1,2022,0.0,Low,28.9,17.1,23.0,68.0,3.29,18.89,5.7,5.7,2022-03-24 02:00:00
2022-03-25,1,2022,0.7,Low,30.5,18.3,24.4,70.0,2.11,21.72,6.61,6.61,2022-03-25 02:00:00
2022-03-26,1,2022,0.0,Low,27.4,16.5,21.9,76.0,3.35,18.73,5.52,5.52,2022-03-26 02:00:00
2022-03-27,1,2022,0.1,Low,28.8,17.4,23.1,67.0,3.08,22.65,6.81,6.81,2022-03-27 02:00:00
2022-03-28,1,2022,0.7,Low,30.6,16.2,23.4,66.0,2.32,22.14,6.67,6.67,2022-03-28 02:00:00
2022-03-29,1,2022,0.2,Low,28.6,17.9,23.3,70.0,3.69,23.29,7.02,7.02,2022-03-29 02:00:00
2022-03-30,1,2022,0.4,Low,30.5,15.6,23.1,67.0,2.28,22.05,6.6,6.6,2022-03-30 02:00:00
2022-03-31,1,2022,5.2,Low,28.6,16.8,22.7,65.0,2.74,22.84,6.82,6.82,2022-03-31 02:00:00
2022-04-01,1,2022,1.4,Low,28.8,18.0,23.4,69.0,2.87,21.7,6.54,6.54,2022-04-01 02:00:00
2022-04-02,1,2022,5.2,Low,29.6,16.5,23.0,69.0,3.0,21.02,6.31,6.31,2022-04-02 02:00:00
2022-04-03,1,2022,5.9,Low,27.9,16.7,22.3,76.0,2.28,19.99,5.89,5.89,2022-04-03 02:00:00
2022-04-04,1,2022,0.2,Low,28.6,16.4,22.5,68.0,2.84,21.44,6.38,6.38,2022-04-04 02:00:00
2022-04-05,1,2022,10.8,Low,30.4,16.3,23.4,68.0,2.98,20.98,6.34,6.34,2022-04-05 02:00:00
2022-04-06,1,2022,3.0,Low,28.9,17.4,23.2,67.0,3.25,22.8,6.87,6.87,2022-04-06 02:00:00
2022-04-07,1,2022,0.0,Low,29.3,17.1,23.2,70.0,3.23,20.72,6.25,6.25,2022-04-07 02:00:00
2022-04-08,1,2022,2.4,Low,30.4,18.1,24.2,62.0,2.64,20.37,6.25,6.25,2022-04-08 02:00:00
2022-04-09,1,2022,3.2,Low,29.3,18.1,23.7,69.0,2.95,22.79,6.89,6.89,2022-04-09 02:00:00
2022-04-10,1,2022,1.3,Low,31.7,15.7,23.7,69.0,3.24,20.46,6.22,6.22,2022-04-10 02:00:00
2022-04-11,1,2022,2.0,Low,29.8,16.5,23.1,70.0,3.45,21.91,6.59,6.59,2022-04-11 02:00:00
2022-04-12,1,2022,0.2,Low,31.5,15.3,23.4,70.0,3.15,21.93,6.62,6.62,2022-04-12 02:00:00
2022-04-13,1,2022,0.4,Low,29.7,17.7,23.7,67.0,2.74,21.77,6.6,6.6,2022-04-13 02:00:00
2022-04-14,1,2022,0.7,Low,28.4,17.1,22.8,72.0,2.68,20.8,6.2,6.2,2022-04-14 02:00:00
2022-04-15,1,2022,0.0,Low,29.3,17.0,23.1,69.0,3.1,22.27,6.69,6.69,2022-04-15 02:00:00
2022-04-16,1,2022,0.9,Low,31.3,16.3,23.8,71.0,2.65,21.68,6.56,6.56,2022-04-16 02:00:00
2022-04-17,1,2022,4.7,Low,29.8,16.1,23.0,68.0,3.25,20.6,6.2,6.2,2022-04-17 02:00:00
2022-04-18,1,2022,0.0,Low,28.9,16.3,22.6,73.0,2.89,23.55,6.99,6.99,2022-04-18 02:00:00
2022-04-19,1,2022,0.2,Low,30.1,17.4,23.8,70.0,3.0,21.2,6.43,6.43,2022-04-19 02:00:00
2022-04-20,1,2022,1.0,Low,30.5,17.3,23.9,64.0,2.49,20.13,6.14,6.14,2022-04-20 02:00:00
2022-04-21,1,2022,4.4,Low,29.6,15.6,22.6,70.0,2.72,21.88,6.51,6.51,2022-04-21 02:00:00
2022-04-22,1,2022,0.4,Low,29.3,16.6,23.0,65.0,3.67,20.23,6.13,6.13,2022-04-22 02:00:00
2022-04-23,1,2022,0.0,Low,29.0,17.1,23.0,74.0,3.66,21.12,6.34,6.34,2022-04-23 02:00:00
2022-04-24,1,2022,0.3,Low,29.8,16.7,23.2,67.0,3.49,21.57,6.52,6.52,2022-04-24 02:00:00
2022-04-25,1,2022,0.5,Low,30.5,16.3,23.4,69.0,3.0,22.29,6.72,6.72,2022-04-25 02:00:00
2022-04-26,1,2022,3.3,Low,27.4,17.0,22.2,70.0,2.96,22.11,6.54,6.54,2022-04-26 02:00:00
2022-04-27,1,2022,7.5,Low,29.4,17.2,23.3,69.0,2.95,21.98,6.62,6.62,2022-04-27 02:00:00
2022-04-28,1,2022,0.7,Low,29.1,17.1,23.1,65.0,2.72,23.9,7.17,7.17,2022-04-28 02:00:00
2022-04-29,1,2022,0.0,Low,28.2,16.5,22.3,69.0,2.73,22.37,6.62,6.62,2022-04-29 02:00:00
2022-04-30,1,2022,0.0,Low,31.7,16.2,24.0,60.0,3.34,24.28,7.43,7.43,2022-04-30 02:00:00
2022-05-01,1,2022,0.2,Low,30.0,16.4,23.2,69.0,2.97,20.86,6.28,6.28,2022-05-01 02:00:00
2022-05-02,1,2022,0.5,Moderate,30.7,16.4,23.5,67.0,2.75,20.74,6.28,6.28,2022-05-02 02:00:00
2022-05-03,1,2022,0.0,Moderate,29.9,17.9,23.9,67.0,2.62,22.74,6.9,6.9,2022-05-03 02:00:00
2022-05-04,1,2022,4.9,Moderate,29.2,16.5,22.9,63.0,2.47,21.69,6.5,6.5,2022-05-04 02:00:00
2022-05-05,1,2022,2.3,Moderate,27.6,17.9,22.8,72.0,2.78,23.74,7.05,7.05,2022-05-05 02:00:00
2022-05-06,1,2022,0.0,Moderate,30.2,18.3,24.2,69.0,3.11,22.1,6.75,6.75,2022-05-06 02:00:00
2022-05-07,1,2022,4.5,Moderate,27.7,16.2,22.0,68.0,3.05,22.72,6.71,6.71,2022-05-07 02:00:00
2022-05-08,1,2022,2.8,Moderate,29.8,16.4,23.1,64.0,3.03,22.62,6.82,6.82,2022-05-08 02:00:00
2022-05-09,1,2022,1.6,Moderate,28.5,16.9,22.7,70.0,3.17,21.85,6.52,6.52,2022-05-09 02:00:00
2022-05-10,1,2022,1.3,Moderate,28.1,16.3,22.2,66.0,2.86,21.51,6.38,6.38,2022-05-10 02:00:00
2022-05-11,1,2022,0.0,Moderate,29.6,18.2,23.9,62.0,2.9,22.98,7.01,7.01,2022-05-11 02:00:00
2022-05-12,1,2022,1.9,Moderate,28.5,16.7,22.6,69.0,3.07,19.73,5.9,5.9,2022-05-12 02:00:00
2022-05-13,1,2022,0.2,Moderate,29.9,16.4,23.2,65.0,2.83,20.74,6.26,6.26,2022-05-13 02:00:00
2022-05-14,1,2022,0.0,Moderate,30.1,17.0,23.6,71.0,3.42,19.56,5.94,5.94,2022-05-14 02:00:00
2022-05-15,1,2022,0.3,Moderate,30.0,17.9,24.0,66.0,3.42,21.1,6.46,6.46,2022-05-15 02:00:00
2022-05-16,1,2022,0.0,Moderate,30.4,18.1,24.3,68.0,2.84,21.92,6.7,6.7,2022-05-16 02:00:00
2022-05-17,1,2022,1.7,Moderate,31.1,17.2,24.2,65.0,3.6,22.97,7.04,7.04,2022-05-17 02:00:00
2022-05-18,1,2022,0.0,Moderate,30.5,16.5,23.5,68.0,2.99,23.49,7.08,7.08,2022-05-18 02:00:00
2022-05-19,1,2022,4.3,Moderate,29.6,18.0,23.8,67.0,3.17,21.94,6.68,6.68,2022-05-19 02:00:00
2022-05-20,1,2022,0.1,Moderate,30.8,16.4,23.6,68.0,2.83,19.98,6.06,6.06,2022-05-20 02:00:00
2022-05-21,1,2022,1.3,Moderate,30.0,19.1,24.5,70.0,3.44,20.93,6.44,6.44,2022-05-21 02:00:00
2022-05-22,1,2022,3.2,Moderate,30.5,16.8,23.7,64.0,2.22,21.05,6.38,6.38,2022-05-22 02:00:00
2022-05-23,1,2022,0.0,Moderate,30.2,17.0,23.6,67.0,2.93,21.45,6.5,6.5,2022-05-23 02:00:00
2022-05-24,1,2022,1.6,Moderate,27.7,17.7,22.7,68.0,2.61,23.25,6.92,6.92,2022-05-24 02:00:00
2022-05-25,1,2022,1.1,Moderate,29.0,17.4,23.2,71.0,3.35,23.87,7.16,7.16,2022-05-25 02:00:00
2022-05-26,1,2022,0.4,Moderate,31.6,16.1,23.9,68.0,2.92,20.81,6.33,6.33,2022-05-26 02:00:00
2022-05-27,1,2022,3.4,Moderate,30.5,17.8,24.1,68.0,2.78,20.84,6.36,6.36,2022-05-27 02:00:00
2022-05-28,1,2022,0.0,Moderate,29.4,17.5,23.5,67.0,2.88,20.91,6.33,6.33,2022-05-28 02:00:00
2022-05-29,1,2022,1.0,Moderate,30.1,16.4,23.3,67.0,3.11,20.82,6.29,6.29,2022-05-29 02:00:00
2022-05-30,1,2022,0.6,Moderate,30.3,18.3,24.3,65.0,3.17,21.25,6.53,6.53,2022-05-30 02:00:00
2022-05-31,1,2022,4.6,Moderate,28.2,16.5,22.3,64.0,3.4,22.21,6.63,6.63,2022-05-31 02:00:00
2022-06-01,1,2022,3.1,Moderate,31.6,17.5,24.6,65.0,2.79,23.13,7.1,7.1,2022-06-01 02:00:00
2022-06-02,1,2022,2.1,Moderate,29.9,18.0,23.9,63.0,2.71,21.46,6.55,6.55,2022-06-02 02:00:00
2022-06-03,1,2022,0.0,Moderate,28.9,17.0,22.9,66.0,2.85,21.44,6.43,6.43,2022-06-03 02:00:00
2022-06-04,1,2022,0.8,Moderate,31.3,16.4,23.8,59.0,2.67,21.52,6.58,6.58,2022-06-04 02:00:00
2022-06-05,1,2022,3.6,Moderate,31.0,16.9,23.9,72.0,2.93,22.76,6.89,6.89,2022-06-05 02:00:00
2022-06-06,1,2022,0.0,Moderate,31.6,16.5,24.1,64.0,3.55,22.0,6.76,6.76,2022-06-06 02:00:00
2022-06-07,1,2022,0.9,Moderate,30.0,17.2,23.6,69.0,2.86,21.83,6.6,6.6,2022-06-07 02:00:00
2022-06-08,1,2022,1.4,Moderate,28.2,17.7,23.0,69.0,2.89,23.55,7.04,7.04,2022-06-08 02:00:00
2022-06-09,1,2022,2.3,Moderate,29.1,16.8,22.9,66.0,3.74,21.84,6.58,6.58,2022-06-09 02:00:00
2022-06-10,1,2022,3.2,Moderate,30.1,16.6,23.3,70.0,2.41,22.01,6.61,6.61,2022-06-10 02:00:00
2022-06-11,1,2022,0.0,Moderate,30.0,16.9,23.4,66.0,3.18,21.64,6.56,6.56,2022-06-11 02:00:00
2022-06-12,1,2022,0.0,Moderate,30.4,16.9,23.6,64.0,3.04,22.38,6.8,6.8,2022-06-12 02:00:00
2022-06-13,1,2022,1.1,Moderate,29.8,18.5,24.1,68.0,2.81,23.0,7.0,7.0,2022-06-13 02:00:00
2022-06-14,1,2022,0.7,Moderate,32.1,16.8,24.4,71.0,2.92,23.36,7.13,7.13,2022-06-14 02:00:00
2022-06-15,1,2022,4.1,Moderate,32.5,16.2,24.3,67.0,2.99,21.12,6.48,6.48,2022-06-15 02:00:00
2022-06-16,1,2022,0.4,Moderate,31.1,18.0,24.6,67.0,2.96,22.3,6.85,6.85,2022-06-16 02:00:00
2022-06-17,1,2022,1.1,Moderate,30.5,16.9,23.7,70.0,2.72,23.48,7.09,7.09,2022-06-17 02:00:00
2022-06-18,1,2022,0.0,Moderate,30.5,17.0,23.7,65.0,3.03,22.51,6.84,6.84,2022-06-18 02:00:00
2022-06-19,1,2022,0.8,Moderate,29.5,16.2,22.9,67.0,3.06,23.78,7.11,7.11,2022-06-19 02:00:00
2022-06-20,1,2022,3.5,Moderate,30.8,17.6,24.2,64.0,2.97,23.34,7.14,7.14,2022-06-20 02:00:00
2022-06-21,1,2022,0.0,Moderate,31.8,18.0,24.9,61.0,3.3,22.18,6.89,6.89,2022-06-21 02:00:00
2022-06-22,1,2022,2.4,Moderate,29.8,17.7,23.7,65.0,3.13,22.94,6.97,6.97,2022-06-22 02:00:00
2022-06-23,1,2022,1.9,Moderate,28.7,16.6,22.7,68.0,3.19,22.18,6.62,6.62,2022-06-23 02:00:00
2022-06-24,1,2022,0.5,Moderate,27.6,16.8,22.2,69.0,2.82,24.07,7.11,7.11,2022-06-24 02:00:00
2022-06-25,1,2022,0.1,Moderate,30.1,18.0,24.1,67.0,2.77,23.33,7.09,7.09,2022-06-25 02:00:00
2022-06-26,1,2022,1.1,Moderate,30.7,16.8,23.8,71.0,2.24,23.59,7.1,7.1,2022-06-26 02:00:00
2022-06-27,1,2022,0.1,Moderate,31.3,18.0,24.6,64.0,2.81,23.23,7.15,7.15,2022-06-27 02:00:00
2022-06-28,1,2022,0.3,Moderate,31.7,17.1,24.4,65.0,3.36,22.31,6.86,6.86,2022-06-28 02:00:00
2022-06-29,1,2022,0.0,Moderate,29.8,17.4,23.6,68.0,2.47,22.46,6.77,6.77,2022-06-29 02:00:00
2022-06-30,1,2022,0.7,Moderate,30.9,17.7,24.3,67.0,2.77,23.2,7.08,7.08,2022-06-30 02:00:00
2022-07-01,1,2022,2.0,Moderate,31.1,16.6,23.8,68.0,2.83,21.47,6.52,6.52,2022-07-01 02:00:00
2022-07-02,1,2022,0.0,Moderate,30.5,16.9,23.7,61.0,2.42,23.19,7.03,7.03,2022-07-02 02:00:00
2022-07-03,1,2022,3.5,Moderate,29.9,16.2,23.0,63.0,3.3,23.73,7.15,7.15,2022-07-03 02:00:00
2022-07-04,1,2022,0.0,Moderate,29.7,16.9,23.3,67.0,3.33,22.88,6.9,6.9,2022-07-04 02:00:00
2022-07-05,1,2022,0.6,Moderate,31.2,16.0,23.6,69.0,3.3,22.39,6.78,6.78,2022-07-05 02:00:00
2022-07-06,1,2022,5.2,Moderate,30.8,16.7,23.8,63.0,3.3,20.89,6.39,6.39,2022-07-06 02:00:00
2022-07-07,1,2022,0.0,Moderate,30.5,17.3,23.9,69.0,3.14,21.71,6.6,6.6,2022-07-07 02:00:00
2022-07-08,1,2022,2.0,Moderate,30.7,18.8,24.8,65.0,3.01,21.24,6.57,6.57,2022-07-08 02:00:00
2022-07-09,1,2022,1.3,Moderate,29.7,16.0,22.8,66.0,2.86,21.68,6.5,6.5,2022-07-09 02:00:00
2022-07-10,1,2022,0.0,Moderate,32.0,16.9,24.5,65.0,2.95,22.99,7.06,7.06,2022-07-10 02:00:00
2022-07-11,1,2022,4.9,Moderate,29.4,17.6,23.5,65.0,2.94,21.57,6.54,6.54,2022-07-11 02:00:00
2022-07-12,1,2022,0.0,Moderate,30.3,17.4,23.9,65.0,2.75,21.98,6.68,6.68,2022-07-12 02:00:00
2022-07-13,1,2022,0.0,Moderate,30.9,19.2,25.0,65.0,2.99,23.12,7.15,7.15,2022-07-13 02:00:00
2022-07-14,1,2022,2.4,Moderate,30.2,18.4,24.3,61.0,2.65,22.66,6.95,6.95,2022-07-14 02:00:00
2022-07-15,1,2022,0.0,Moderate,30.1,18.6,24.4,72.0,3.19,23.59,7.19,7.19,2022-07-15 02:00:00
2022-07-16,1,2022,0.9,Moderate,30.9,17.8,24.3,66.0,3.06,21.94,6.73,6.73,2022-07-16 02:00:00
2022-07-17,1,2022,0.0,Moderate,32.1,16.6,24.4,68.0,2.8,23.86,7.28,7.28,2022-07-17 02:00:00
2022-07-18,1,2022,1.4,Moderate,30.0,17.6,23.8,63.0,3.0,23.42,7.13,7.13,2022-07-18 02:00:00
2022-07-19,1,2022,0.2,Moderate,30.7,17.3,24.0,61.0,2.27,22.64,6.9,6.9,2022-07-19 02:00:00
2022-07-20,1,2022,2.8,Moderate,31.5,16.4,24.0,71.0,3.1,23.87,7.24,7.24,2022-07-20 02:00:00
2022-07-21,1,2022,4.1,Moderate,30.8,17.8,24.3,63.0,2.71,21.92,6.72,6.72,2022-07-21 02:00:00
2022-07-22,1,2022,0.9,Moderate,28.6,17.3,22.9,64.0,3.03,24.3,7.29,7.29,2022-07-22 02:00:00
2022-07-23,1,2022,0.0,Moderate,28.2,17.2,22.7,64.0,3.21,22.78,6.83,6.83,2022-07-23 02:00:00
2022-07-24,1,2022,1.4,Moderate,32.0,19.2,25.6,62.0,2.62,22.34,6.97,6.97,2022-07-24 02:00:00
2022-07-25,1,2022,0.5,Moderate,30.0,18.2,24.1,65.0,3.41,24.24,7.41,7.41,2022-07-25 02:00:00
2022-07-26,1,2022,0.3,Moderate,30.3,17.0,23.6,67.0,3.17,22.12,6.71,6.71,2022-07-26 02:00:00
2022-07-27,1,2022,3.6,Moderate,29.3,17.3,23.3,65.0,2.65,22.0,6.63,6.63,2022-07-27 02:00:00
2022-07-28,1,2022,0.2,Moderate,31.1,16.4,23.7,71.0,3.33,23.2,7.02,7.02,2022-07-28 02:00:00
2022-07-29,1,2022,0.4,Moderate,31.3,15.3,23.3,65.0,3.39,22.76,6.89,6.89,2022-07-29 02:00:00
2022-07-30,1,2022,5.3,Moderate,31.0,15.9,23.5,62.0,3.33,21.83,6.64,6.64,2022-07-30 02:00:00
2022-07-31,1,2022,0.0,Moderate,30.8,18.0,24.4,66.0,2.91,23.0,7.04,7.04,2022-07-31 02:00:00
2022-08-01,1,2022,7.5,Moderate,30.6,16.3,23.5,63.0,2.97,24.08,7.29,7.29,2022-08-01 02:00:00
2022-08-02,1,2022,0.8,Moderate,32.0,18.2,25.1,68.0,3.83,22.81,7.08,7.08,2022-08-02 02:00:00
2022-08-03,1,2022,1.8,Moderate,29.3,16.6,23.0,66.0,3.0,25.33,7.58,7.58,2022-08-03 02:00:00
2022-08-04,1,2022,0.0,Moderate,29.8,18.0,23.9,70.0,2.72,23.45,7.1,7.1,2022-08-04 02:00:00
2022-08-05,1,2022,0.0,Moderate,30.8,16.1,23.4,69.0,3.04,21.65,6.54,6.54,2022-08-05 02:00:00
2022-08-06,1,2022,0.0,Moderate,30.0,19.4,24.7,69.0,3.1,22.02,6.77,6.77,2022-08-06 02:00:00
2022-08-07,1,2022,0.0,Moderate,32.1,16.5,24.3,59.0,2.73,23.37,7.18,7.18,2022-08-07 02:00:00
2022-08-08,1,2022,0.2,Moderate,31.9,18.0,24.9,62.0,3.28,23.59,7.31,7.31,2022-08-08 02:00:00
2022-08-09,1,2022,0.6,Moderate,32.7,18.7,25.7,66.0,2.82,23.5,7.32,7.32,2022-08-09 02:00:00
2022-08-10,1,2022,0.0,Moderate,31.7,17.2,24.5,64.0,2.76,22.16,6.81,6.81,2022-08-10 02:00:00
2022-08-11,1,2022,0.0,Moderate,30.7,18.0,24.4,68.0,3.49,23.23,7.12,7.12,2022-08-11 02:00:00
2022-08-12,1,2022,0.8,Moderate,30.2,15.8,23.0,68.0,2.23,23.38,6.98,6.98,2022-08-12 02:00:00
2022-08-13,1,2022,0.0,Moderate,31.6,16.2,23.9,68.0,3.31,20.18,6.17,6.17,2022-08-13 02:00:00
2022-08-14,1,2022,0.9,Moderate,31.8,16.9,24.3,68.0,3.54,24.41,7.47,7.47,2022-08-14 02:00:00
2022-08-15,1,2022,4.8,Moderate,29.4,18.0,23.7,63.0,2.98,22.13,6.73,6.73,2022-08-15 02:00:00
2022-08-16,1,2022,0.5,Moderate,30.0,17.0,23.5,62.0,2.16,23.7,7.15,7.15,2022-08-16 02:00:00
2022-08-17,1,2022,0.8,Moderate,32.2,18.7,25.5,62.0,3.01,23.45,7.31,7.31,2022-08-17 02:00:00
2022-08-18,1,2022,1.1,Moderate,29.0,16.9,22.9,62.0,2.84,21.97,6.61,6.61,2022-08-18 02:00:00
2022-08-19,1,2022,0.3,Moderate,30.1,18.5,24.3,66.0,3.26,24.02,7.35,7.35,2022-08-19 02:00:00
2022-08-20,1,2022,0.0,Moderate,30.6,17.5,24.0,59.0,2.59,23.27,7.11,7.11,2022-08-20 02:00:00
2022-08-21,1,2022,0.0,Moderate,31.3,18.1,24.7,67.0,2.86,23.27,7.15,7.15,2022-08-21 02:00:00
2022-08-22,1,2022,0.0,Moderate,30.8,17.0,23.9,68.0,2.85,21.96,6.67,6.67,2022-08-22 02:00:00
2022-08-23,1,2022,0.0,Moderate,30.7,16.5,23.6,59.0,2.75,22.1,6.73,6.73,2022-08-23 02:00:00
2022-08-24,1,2022,0.6,Moderate,29.9,18.4,24.2,64.0,2.76,22.07,6.75,6.75,2022-08-24 02:00:00
2022-08-25,1,2022,1.5,Moderate,32.3,17.7,25.0,69.0,3.19,24.73,7.62,7.62,2022-08-25 02:00:00
2022-08-26,1,2022,3.5,Moderate,30.6,17.4,24.0,67.0,3.7,23.49,7.18,7.18,2022-08-26 02:00:00
2022-08-27,1,2022,0.6,Moderate,31.8,17.7,24.8,65.0,3.2,23.91,7.37,7.37,2022-08-27 02:00:00
2022-08-28,1,2022,2.3,Moderate,32.1,17.2,24.7,65.0,3.06,24.1,7.41,7.41,2022-08-28 02:00:00
2022-08-29,1,2022,2.0,Moderate,31.1,17.5,24.3,62.0,3.73,22.86,7.05,7.05,2022-08-29 02:00:00
2022-08-30,1,2022,0.0,High,31.3,17.0,24.2,60.0,2.7,22.91,7.01,7.01,2022-08-30 02:00:00
2022-08-31,1,2022,0.0,High,30.0,16.7,23.3,63.0,2.68,22.18,6.7,6.7,2022-08-31 02:00:00
2022-09-01,1,2022,1.4,High,29.9,16.6,23.3,68.0,3.07,24.0,7.22,7.22,2022-09-01 02:00:00
2022-09-02,1,2022,0.5,High,32.6,17.7,25.1,62.0,2.66,23.29,7.22,7.22,2022-09-02 02:00:00
2022-09-03,1,2022,0.0,High,31.1,19.0,25.1,60.0,2.68,21.28,6.62,6.62,2022-09-03 02:00:00
2022-09-04,1,2022,1.6,High,30.9,18.1,24.5,62.0,2.81,22.45,6.91,6.91,2022-09-04 02:00:00
2022-09-05,1,2022,0.0,High,31.9,17.6,24.7,62.0,2.79,22.86,7.05,7.05,2022-09-05 02:00:00
2022-09-06,1,2022,0.0,High,30.3,18.1,24.2,62.0,2.64,21.77,6.67,6.67,2022-09-06 02:00:00
2022-09-07,1,2022,0.0,High,32.5,18.1,25.3,66.0,2.82,24.2,7.49,7.49,2022-09-07 02:00:00
2022-09-08,1,2022,0.4,High,34.0,16.7,25.4,64.0,3.34,23.31,7.26,7.26,2022-09-08 02:00:00
2022-09-09,1,2022,5.7,High,32.7,18.0,25.3,61.0,3.11,22.66,7.07,7.07,2022-09-09 02:00:00
2022-09-10,1,2022,0.0,High,31.8,17.0,24.4,62.0,2.75,22.68,6.97,6.97,2022-09-10 02:00:00
2022-09-11,1,2022,2.6,High,30.3,18.5,24.4,62.0,3.05,24.84,7.63,7.63,2022-09-11 02:00:00
2022-09-12,1,2022,0.6,High,30.9,16.2,23.5,68.0,2.96,24.06,7.26,7.26,2022-09-12 02:00:00
2022-09-13,1,2022,0.7,High,30.1,17.0,23.5,64.0,3.11,23.98,7.26,7.26,2022-09-13 02:00:00
2022-09-14,1,2022,0.0,High,29.6,18.0,23.8,65.0,3.28,24.4,7.42,7.42,2022-09-14 02:00:00
2022-09-15,1,2022,1.4,High,31.0,19.0,25.0,68.0,3.29,22.53,6.97,6.97,2022-09-15 02:00:00
2022-09-16,1,2022,6.9,High,34.4,18.0,26.2,68.0,3.52,23.84,7.49,7.49,2022-09-16 02:00:00
