time,region_id,year_id,crop_id,growth_stage,crop_coefficient_kc,crop_water_requirement_mmday,yield_reduction_factor,irrigation_id,irrigation_efficiency_percent,water_applied_mm,leaf_temperature_c,stomatal_conductance,updated_at
2022-12-31,1,2022,1,Maturity,1.16,9.78,0.917,1,84.0,3.42,36.0,0.23,2022-12-31 02:00:00
2020-01-02,2,2020,1,Germination,0.71,4.42,0.433,1,59.0,1.55,30.7,0.469,2020-01-02 02:00:00
2020-01-03,2,2020,1,Germination,0.66,4.03,0.461,1,55.0,1.41,30.0,0.409,2020-01-03 02:00:00
2020-01-04,2,2020,1,Germination,0.67,3.95,0.379,1,60.0,4.99,31.3,0.456,2020-01-04 02:00:00
2020-01-05,2,2020,1,Germination,0.67,3.81,0.411,1,66.0,1.33,27.5,0.437,2020-01-05 02:00:00
2020-01-06,2,2020,1,Germination,0.64,3.86,0.447,1,55.0,1.35,28.2,0.431,2020-01-06 02:00:00
2020-01-07,2,2020,1,Germination,0.62,3.62,0.474,1,65.0,1.27,27.8,0.414,2020-01-07 02:00:00
2020-01-08,2,2020,1,Germination,0.71,4.99,0.362,1,59.0,1.75,30.4,0.433,2020-01-08 02:00:00
2020-01-09,2,2020,1,Germination,0.67,4.3,0.363,1,64.0,1.5,31.2,0.426,2020-01-09 02:00:00
2020-01-10,2,2020,1,Germination,0.65,4.06,0.299,1,61.0,1.42,27.4,0.426,2020-01-10 02:00:00
2020-01-11,2,2020,1,Germination,0.67,4.26,0.333,1,58.0,1.49,30.7,0.479,2020-01-11 02:00:00
2020-01-12,2,2020,1,Germination,0.67,4.27,0.358,1,64.0,1.49,28.8,0.413,2020-01-12 02:00:00
2020-01-13,2,2020,1,Germination,0.67,4.27,0.379,1,65.0,1.49,30.2,0.443,2020-01-13 02:00:00
2020-01-14,2,2020,1,Germination,0.66,4.18,0.377,1,59.0,1.46,29.9,0.438,2020-01-14 02:00:00
2020-01-15,2,2020,1,Germination,0.67,4.37,0.414,1,67.0,1.53,28.0,0.429,2020-01-15 02:00:00
2020-01-16,2,2020,1,Germination,0.7,4.01,0.428,1,63.0,1.4,31.4,0.443,2020-01-16 02:00:00
2020-01-17,2,2020,1,Germination,0.69,4.32,0.451,1,58.0,1.51,31.2,0.474,2020-01-17 02:00:00
2020-01-18,2,2020,1,Germination,0.71,4.63,0.48,1,56.0,1.62,30.1,0.44,2020-01-18 02:00:00
2020-01-19,2,2020,1,Germination,0.61,4.01,0.471,1,71.0,1.4,29.8,0.478,2020-01-19 02:00:00
2020-01-20,2,2020,1,Germination,0.63,3.98,0.499,1,57.0,1.39,30.7,0.45,2020-01-20 02:00:00
2020-01-21,2,2020,1,Germination,0.73,4.63,0.379,1,58.0,7.81,30.0,0.4,2020-01-21 02:00:00
2020-01-22,2,2020,1,Germination,0.62,3.89,0.375,1,58.0,1.36,30.2,0.471,2020-01-22 02:00:00
2020-01-23,2,2020,1,Germination,0.67,4.22,0.407,1,59.0,1.48,28.9,0.452,2020-01-23 02:00:00
2020-01-24,2,2020,1,Germination,0.7,4.39,0.401,1,68.0,1.54,28.1,0.393,2020-01-24 02:00:00
2020-01-25,2,2020,1,Germination,0.76,5.13,0.415,1,64.0,1.8,29.8,0.436,2020-01-25 02:00:00
2020-01-26,2,2020,1,Germination,0.65,3.81,0.392,1,57.0,1.33,29.4,0.486,2020-01-26 02:00:00
2020-01-27,2,2020,1,Germination,0.68,4.04,0.4,1,65.0,1.41,27.4,0.428,2020-01-27 02:00:00
2020-01-28,2,2020,1,Germination,0.73,4.7,0.314,1,59.0,1.64,29.0,0.428,2020-01-28 02:00:00
2020-01-29,2,2020,1,Germination,0.69,4.26,0.314,1,66.0,1.49,30.0,0.427,2020-01-29 02:00:00
2020-01-30,2,2020,1,Germination,0.67,3.8,0.347,1,65.0,1.33,31.2,0.441,2020-01-30 02:00:00
2020-01-31,2,2020,1,Germination,0.73,4.36,0.265,1,63.0,4.35,32.2,0.415,2020-01-31 02:00:00
2020-02-01,2,2020,1,Germination,0.67,3.92,0.29,1,68.0,1.37,31.3,0.456,2020-02-01 02:00:00
2020-02-02,2,2020,1,Germination,0.71,4.32,0.281,1,66.0,1.51,28.7,0.447,2020-02-02 02:00:00
2020-02-03,2,2020,1,Germination,0.74,4.71,0.31,1,62.0,1.65,30.1,0.421,2020-02-03 02:00:00
2020-02-04,2,2020,1,Germination,0.68,4.29,0.338,1,63.0,1.5,30.2,0.4,2020-02-04 02:00:00
2020-02-05,2,2020,1,Germination,0.72,4.93,0.268,1,65.0,8.17,29.1,0.431,2020-02-05 02:00:00
2020-02-06,2,2020,1,Germination,0.69,4.81,0.309,1,64.0,1.68,30.4,0.422,2020-02-06 02:00:00
2020-02-07,2,2020,1,Germination,0.7,4.51,0.25,1,64.0,8.71,31.3,0.449,2020-02-07 02:00:00
2020-02-08,2,2020,1,Germination,0.73,4.64,0.25,1,62.0,8.69,31.4,0.42,2020-02-08 02:00:00
2020-02-09,2,2020,1,Germination,0.62,4.16,0.25,1,61.0,1.46,29.5,0.447,2020-02-09 02:00:00
2020-02-10,2,2020,1,Germination,0.65,4.21,0.25,1,65.0,5.66,30.2,0.434,2020-02-10 02:00:00
2020-02-11,2,2020,1,Germination,0.77,4.96,0.25,1,69.0,1.74,29.7,0.443,2020-02-11 02:00:00
2020-02-12,2,2020,1,Germination,0.72,4.49,0.279,1,67.0,1.57,28.2,0.467,2020-02-12 02:00:00
2020-02-13,2,2020,1,Germination,0.72,4.19,0.25,1,67.0,8.59,28.4,0.424,2020-02-13 02:00:00
2020-02-14,2,2020,1,Germination,0.71,4.47,0.284,1,67.0,1.56,30.5,0.412,2020-02-14 02:00:00
2020-02-15,2,2020,1,Germination,0.72,4.92,0.25,1,64.0,1.72,27.3,0.404,2020-02-15 02:00:00
2020-02-16,2,2020,1,Germination,0.72,4.47,0.266,1,64.0,1.56,30.5,0.429,2020-02-16 02:00:00
2020-02-17,2,2020,1,Germination,0.72,4.52,0.277,1,69.0,1.58,30.7,0.467,2020-02-17 02:00:00
2020-02-18,2,2020,1,Germination,0.71,4.36,0.298,1,67.0,1.53,30.1,0.429,2020-02-18 02:00:00
2020-02-19,2,2020,1,Germination,0.65,4.18,0.312,1,68.0,1.46,29.9,0.454,2020-02-19 02:00:00
2020-02-20,2,2020,1,Germination,0.8,5.08,0.33,1,66.0,1.78,29.1,0.426,2020-02-20 02:00:00
2020-02-21,2,2020,1,Germination,0.69,3.99,0.34,1,66.0,1.4,31.7,0.412,2020-02-21 02:00:00
2020-02-22,2,2020,1,Germination,0.76,4.8,0.34,1,70.0,1.68,30.2,0.375,2020-02-22 02:00:00
2020-02-23,2,2020,1,Germination,0.71,4.7,0.37,1,68.0,1.64,31.3,0.416,2020-02-23 02:00:00
2020-02-24,2,2020,1,Germination,0.74,5.03,0.411,1,61.0,1.76,31.1,0.419,2020-02-24 02:00:00
2020-02-25,2,2020,1,Germination,0.71,4.45,0.429,1,68.0,1.56,30.9,0.392,2020-02-25 02:00:00
2020-02-26,2,2020,1,Germination,0.7,4.43,0.437,1,64.0,1.55,28.5,0.382,2020-02-26 02:00:00
2020-02-27,2,2020,1,Germination,0.73,4.22,0.463,1,67.0,1.48,28.7,0.382,2020-02-27 02:00:00
2020-02-28,2,2020,1,Germination,0.72,4.58,0.468,1,61.0,1.6,30.5,0.448,2020-02-28 02:00:00
2020-02-29,2,2020,1,Germination,0.74,4.64,0.498,1,63.0,1.62,30.1,0.44,2020-02-29 02:00:00
2020-03-01,2,2020,1,Germination,0.73,4.81,0.52,1,72.0,1.68,31.4,0.412,2020-03-01 02:00:00
2020-03-02,2,2020,1,Germination,0.73,4.75,0.543,1,63.0,1.66,28.7,0.422,2020-03-02 02:00:00
2020-03-03,2,2020,1,Germination,0.76,4.97,0.581,1,64.0,1.74,29.9,0.421,2020-03-03 02:00:00
2020-03-04,2,2020,1,Germination,0.67,4.43,0.508,1,71.0,1.55,30.7,0.416,2020-03-04 02:00:00
2020-03-05,2,2020,1,Germination,0.7,4.4,0.512,1,69.0,1.54,30.7,0.424,2020-03-05 02:00:00
2020-03-06,2,2020,1,Germination,0.79,5.24,0.499,1,67.0,1.83,29.3,0.412,2020-03-06 02:00:00
2020-03-07,2,2020,1,Germination,0.68,4.25,0.536,1,64.0,1.49,31.3,0.448,2020-03-07 02:00:00
2020-03-08,2,2020,1,Germination,0.75,4.48,0.406,1,65.0,11.28,28.9,0.411,2020-03-08 02:00:00
2020-03-09,2,2020,1,Germination,0.79,4.5,0.436,1,71.0,1.58,29.5,0.428,2020-03-09 02:00:00
2020-03-10,2,2020,1,Germination,0.74,4.65,0.467,1,70.0,1.63,31.6,0.401,2020-03-10 02:00:00
2020-03-11,2,2020,1,Germination,0.73,4.29,0.503,1,63.0,1.5,30.9,0.42,2020-03-11 02:00:00
2020-03-12,2,2020,1,Germination,0.71,4.31,0.453,1,66.0,1.51,29.4,0.407,2020-03-12 02:00:00
2020-03-13,2,2020,1,Germination,0.79,5.07,0.483,1,64.0,1.77,32.8,0.39,2020-03-13 02:00:00
2020-03-14,2,2020,1,Germination,0.77,5.17,0.499,1,69.0,1.81,30.7,0.391,2020-03-14 02:00:00
2020-03-15,2,2020,1,Vegetative,0.75,4.58,0.513,1,71.0,1.6,29.3,0.405,2020-03-15 02:00:00
2020-03-16,2,2020,1,Vegetative,0.73,4.14,0.525,1,69.0,1.45,30.1,0.4,2020-03-16 02:00:00
2020-03-17,2,2020,1,Vegetative,0.73,4.78,0.424,1,62.0,1.67,28.8,0.409,2020-03-17 02:00:00
2020-03-18,2,2020,1,Vegetative,0.74,4.37,0.449,1,65.0,1.53,29.8,0.409,2020-03-18 02:00:00
2020-03-19,2,2020,1,Vegetative,0.77,4.9,0.485,1,65.0,1.72,30.2,0.377,2020-03-19 02:00:00
2020-03-20,2,2020,1,Vegetative,0.77,4.59,0.52,1,66.0,1.61,30.4,0.375,2020-03-20 02:00:00
2020-03-21,2,2020,1,Vegetative,0.8,5.11,0.536,1,65.0,1.79,31.0,0.421,2020-03-21 02:00:00
2020-03-22,2,2020,1,Vegetative,0.76,4.34,0.557,1,57.0,1.52,28.6,0.404,2020-03-22 02:00:00
2020-03-23,2,2020,1,Vegetative,0.76,4.81,0.589,1,72.0,1.68,32.3,0.379,2020-03-23 02:00:00
2020-03-24,2,2020,1,Vegetative,0.72,4.63,0.629,1,60.0,1.62,32.2,0.397,2020-03-24 02:00:00
2020-03-25,2,2020,1,Vegetative,0.78,5.01,0.666,1,66.0,1.75,28.3,0.383,2020-03-25 02:00:00
2020-03-26,2,2020,1,Vegetative,0.82,5.27,0.647,1,76.0,4.88,32.4,0.409,2020-03-26 02:00:00
2020-03-27,2,2020,1,Vegetative,0.81,5.19,0.687,1,64.0,1.82,32.9,0.352,2020-03-27 02:00:00
2020-03-28,2,2020,1,Vegetative,0.74,4.62,0.709,1,69.0,1.62,29.5,0.44,2020-03-28 02:00:00
2020-03-29,2,2020,1,Vegetative,0.81,5.2,0.745,1,63.0,1.82,29.9,0.438,2020-03-29 02:00:00
2020-03-30,2,2020,1,Vegetative,0.8,4.78,0.769,1,68.0,1.67,31.3,0.392,2020-03-30 02:00:00
2020-03-31,2,2020,1,Vegetative,0.78,4.85,0.807,1,69.0,1.7,32.8,0.408,2020-03-31 02:00:00
2020-04-01,2,2020,1,Vegetative,0.79,5.02,0.823,1,66.0,1.76,32.0,0.414,2020-04-01 02:00:00
2020-04-02,2,2020,1,Vegetative,0.77,4.66,0.861,1,72.0,1.63,31.5,0.369,2020-04-02 02:00:00
2020-04-03,2,2020,1,Vegetative,0.78,4.98,0.863,1,66.0,1.74,32.3,0.408,2020-04-03 02:00:00
2020-04-04,2,2020,1,Vegetative,0.82,4.71,0.764,1,70.0,9.32,28.2,0.394,2020-04-04 02:00:00
2020-04-05,2,2020,1,Vegetative,0.76,4.76,0.687,1,71.0,9.13,30.1,0.39,2020-04-05 02:00:00
2020-04-06,2,2020,1,Vegetative,0.78,5.1,0.726,1,73.0,1.78,31.9,0.38,2020-04-06 02:00:00
2020-04-07,2,2020,1,Vegetative,0.83,5.99,0.74,1,64.0,2.1,31.4,0.418,2020-04-07 02:00:00
2020-04-08,2,2020,1,Vegetative,0.71,4.75,0.775,1,63.0,1.66,31.4,0.416,2020-04-08 02:00:00
2020-04-09,2,2020,1,Vegetative,0.84,5.45,0.8,1,70.0,1.91,32.2,0.431,2020-04-09 02:00:00
2020-04-10,2,2020,1,Vegetative,0.77,5.49,0.832,1,68.0,1.92,32.1,0.373,2020-04-10 02:00:00
2020-04-11,2,2020,1,Vegetative,0.8,5.47,0.872,1,65.0,1.91,29.9,0.378,2020-04-11 02:00:00
2020-04-12,2,2020,1,Vegetative,0.77,4.81,0.903,1,67.0,1.68,30.4,0.351,2020-04-12 02:00:00
2020-04-13,2,2020,1,Vegetative,0.8,5.48,0.917,1,74.0,1.92,30.9,0.385,2020-04-13 02:00:00
2020-04-14,2,2020,1,Vegetative,0.82,5.28,0.803,1,68.0,8.83,31.3,0.412,2020-04-14 02:00:00
2020-04-15,2,2020,1,Vegetative,0.76,5.19,0.715,1,64.0,9.94,29.7,0.395,2020-04-15 02:00:00
2020-04-16,2,2020,1,Vegetative,0.8,5.03,0.753,1,63.0,1.76,31.1,0.408,2020-04-16 02:00:00
2020-04-17,2,2020,1,Vegetative,0.81,5.59,0.762,1,66.0,1.96,32.8,0.374,2020-04-17 02:00:00
2020-04-18,2,2020,1,Vegetative,0.78,5.33,0.802,1,63.0,1.87,31.5,0.354,2020-04-18 02:00:00
2020-04-19,2,2020,1,Vegetative,0.76,5.18,0.843,1,77.0,1.81,30.2,0.387,2020-04-19 02:00:00
2020-04-20,2,2020,1,Vegetative,0.8,5.29,0.831,1,69.0,1.85,32.6,0.41,2020-04-20 02:00:00
2020-04-21,2,2020,1,Vegetative,0.77,5.11,0.854,1,65.0,1.79,31.5,0.384,2020-04-21 02:00:00
2020-04-22,2,2020,1,Vegetative,0.82,5.51,0.874,1,75.0,1.93,30.5,0.395,2020-04-22 02:00:00
2020-04-23,2,2020,1,Vegetative,0.79,5.0,0.909,1,67.0,1.75,31.0,0.39,2020-04-23 02:00:00
2020-04-24,2,2020,1,Vegetative,0.82,5.34,0.799,1,66.0,1.87,31.6,0.389,2020-04-24 02:00:00
2020-04-25,2,2020,1,Vegetative,0.78,5.12,0.839,1,64.0,1.79,31.3,0.381,2020-04-25 02:00:00
2020-04-26,2,2020,1,Vegetative,0.76,5.35,0.852,1,77.0,1.87,32.3,0.4,2020-04-26 02:00:00
2020-04-27,2,2020,1,Vegetative,0.8,5.17,0.787,1,74.0,1.81,33.3,0.385,2020-04-27 02:00:00
2020-04-28,2,2020,1,Vegetative,0.77,5.01,0.787,1,68.0,1.75,30.8,0.353,2020-04-28 02:00:00
2020-04-29,2,2020,1,Vegetative,0.79,5.25,0.828,1,66.0,1.84,33.8,0.395,2020-04-29 02:00:00
2020-04-30,2,2020,1,Vegetative,0.81,5.15,0.818,1,74.0,1.8,29.5,0.38,2020-04-30 02:00:00
2020-05-01,2,2020,1,Vegetative,0.77,4.79,0.843,1,72.0,1.68,31.5,0.371,2020-05-01 02:00:00
2020-05-02,2,2020,1,Flowering,0.82,5.88,0.884,1,70.0,2.06,33.4,0.359,2020-05-02 02:00:00
2020-05-03,2,2020,1,Flowering,0.78,4.75,0.917,1,75.0,1.66,32.7,0.374,2020-05-03 02:00:00
2020-05-04,2,2020,1,Flowering,0.85,5.7,0.73,1,71.0,11.98,31.8,0.386,2020-05-04 02:00:00
2020-05-05,2,2020,1,Flowering,0.82,5.29,0.729,1,64.0,1.85,30.7,0.363,2020-05-05 02:00:00
2020-05-06,2,2020,1,Flowering,0.78,5.3,0.764,1,68.0,1.85,30.7,0.369,2020-05-06 02:00:00
2020-05-07,2,2020,1,Flowering,0.79,4.83,0.79,1,69.0,1.69,32.7,0.387,2020-05-07 02:00:00
2020-05-08,2,2020,1,Flowering,0.78,5.03,0.812,1,71.0,1.76,29.5,0.395,2020-05-08 02:00:00
2020-05-09,2,2020,1,Flowering,0.81,5.43,0.846,1,64.0,1.9,30.4,0.37,2020-05-09 02:00:00
2020-05-10,2,2020,1,Flowering,0.82,5.65,0.883,1,69.0,1.98,30.4,0.384,2020-05-10 02:00:00
2020-05-11,2,2020,1,Flowering,0.78,5.33,0.917,1,75.0,1.87,31.6,0.385,2020-05-11 02:00:00
2020-05-12,2,2020,1,Flowering,0.84,5.0,0.917,1,67.0,1.75,31.1,0.399,2020-05-12 02:00:00
2020-05-13,2,2020,1,Flowering,0.85,5.96,0.917,1,69.0,2.09,30.8,0.392,2020-05-13 02:00:00
2020-05-14,2,2020,1,Flowering,0.84,5.2,0.917,1,69.0,1.82,28.9,0.339,2020-05-14 02:00:00
2020-05-15,2,2020,1,Flowering,0.87,5.93,0.917,1,64.0,2.08,28.7,0.335,2020-05-15 02:00:00
2020-05-16,2,2020,1,Flowering,0.81,4.98,0.901,1,67.0,1.74,30.2,0.369,2020-05-16 02:00:00
2020-05-17,2,2020,1,Flowering,0.83,5.77,0.917,1,73.0,2.02,31.3,0.354,2020-05-17 02:00:00
2020-05-18,2,2020,1,Flowering,0.89,6.05,0.917,1,72.0,2.12,30.6,0.38,2020-05-18 02:00:00
2020-05-19,2,2020,1,Flowering,0.81,5.29,0.917,1,77.0,1.85,30.3,0.341,2020-05-19 02:00:00
2020-05-20,2,2020,1,Flowering,0.84,5.52,0.917,1,66.0,1.93,32.1,0.396,2020-05-20 02:00:00
2020-05-21,2,2020,1,Flowering,0.82,5.28,0.913,1,72.0,1.85,31.8,0.357,2020-05-21 02:00:00
2020-05-22,2,2020,1,Flowering,0.83,5.42,0.917,1,69.0,1.9,31.5,0.356,2020-05-22 02:00:00
2020-05-23,2,2020,1,Flowering,0.83,5.35,0.917,1,73.0,1.87,30.1,0.386,2020-05-23 02:00:00
2020-05-24,2,2020,1,Flowering,0.84,5.46,0.917,1,76.0,1.91,28.2,0.344,2020-05-24 02:00:00
2020-05-25,2,2020,1,Flowering,0.83,5.56,0.917,1,68.0,1.95,33.2,0.324,2020-05-25 02:00:00
2020-05-26,2,2020,1,Flowering,0.89,5.68,0.917,1,71.0,1.99,31.5,0.365,2020-05-26 02:00:00
2020-05-27,2,2020,1,Flowering,0.83,5.45,0.916,1,63.0,1.91,32.1,0.387,2020-05-27 02:00:00
2020-05-28,2,2020,1,Flowering,0.8,5.57,0.901,1,74.0,1.95,32.0,0.358,2020-05-28 02:00:00
2020-05-29,2,2020,1,Flowering,0.8,5.51,0.917,1,74.0,1.93,33.2,0.295,2020-05-29 02:00:00
2020-05-30,2,2020,1,Flowering,0.86,5.64,0.916,1,70.0,1.97,29.8,0.386,2020-05-30 02:00:00
2020-05-31,2,2020,1,Flowering,0.87,5.36,0.917,1,76.0,1.88,30.5,0.354,2020-05-31 02:00:00
2020-06-01,2,2020,1,Flowering,0.82,5.61,0.917,1,69.0,1.96,32.6,0.336,2020-06-01 02:00:00
2020-06-02,2,2020,1,Flowering,0.86,6.05,0.917,1,71.0,2.12,32.7,0.353,2020-06-02 02:00:00
2020-06-03,2,2020,1,Flowering,0.9,5.99,0.917,1,74.0,2.1,31.8,0.348,2020-06-03 02:00:00
2020-06-04,2,2020,1,Flowering,0.89,5.64,0.917,1,75.0,1.97,28.2,0.382,2020-06-04 02:00:00
2020-06-05,2,2020,1,Flowering,0.91,6.29,0.917,1,73.0,2.2,31.0,0.321,2020-06-05 02:00:00
2020-06-06,2,2020,1,Flowering,0.84,5.61,0.917,1,67.0,1.96,31.1,0.362,2020-06-06 02:00:00
2020-06-07,2,2020,1,Flowering,0.88,5.71,0.917,1,70.0,2.0,31.4,0.355,2020-06-07 02:00:00
2020-06-08,2,2020,1,Flowering,0.87,6.36,0.917,1,72.0,2.23,33.1,0.381,2020-06-08 02:00:00
2020-06-09,2,2020,1,Flowering,0.93,6.8,0.917,1,74.0,2.38,30.1,0.321,2020-06-09 02:00:00
2020-06-10,2,2020,1,Flowering,0.86,5.4,0.8,1,72.0,1.89,30.4,0.363,2020-06-10 02:00:00
2020-06-11,2,2020,1,Flowering,0.9,5.88,0.774,1,74.0,2.06,32.9,0.333,2020-06-11 02:00:00
2020-06-12,2,2020,1,Flowering,0.82,5.76,0.8,1,75.0,2.02,33.3,0.354,2020-06-12 02:00:00
2020-06-13,2,2020,1,Flowering,0.89,6.2,0.822,1,68.0,2.17,32.9,0.315,2020-06-13 02:00:00
2020-06-14,2,2020,1,Flowering,0.91,6.38,0.765,1,71.0,2.23,31.1,0.352,2020-06-14 02:00:00
2020-06-15,2,2020,1,Flowering,0.87,5.86,0.805,1,69.0,2.05,32.0,0.348,2020-06-15 02:00:00
2020-06-16,2,2020,1,Flowering,0.89,6.08,0.844,1,67.0,2.13,29.9,0.333,2020-06-16 02:00:00
2020-06-17,2,2020,1,Flowering,0.9,5.7,0.819,1,68.0,2.0,32.1,0.367,2020-06-17 02:00:00
2020-06-18,2,2020,1,Flowering,0.82,5.62,0.831,1,74.0,1.97,31.2,0.333,2020-06-18 02:00:00
2020-06-19,2,2020,1,Flowering,0.92,5.98,0.864,1,73.0,2.09,33.1,0.35,2020-06-19 02:00:00
2020-06-20,2,2020,1,Flowering,0.91,6.67,0.788,1,75.0,8.16,32.8,0.345,2020-06-20 02:00:00
2020-06-21,2,2020,1,Flowering,0.91,6.5,0.83,1,73.0,2.28,32.4,0.351,2020-06-21 02:00:00
2020-06-22,2,2020,1,Flowering,0.89,6.5,0.873,1,74.0,2.28,33.1,0.351,2020-06-22 02:00:00
2020-06-23,2,2020,1,Flowering,0.9,6.07,0.912,1,70.0,2.12,31.2,0.345,2020-06-23 02:00:00
2020-06-24,2,2020,1,Flowering,0.96,6.81,0.917,1,77.0,2.38,33.4,0.349,2020-06-24 02:00:00
2020-06-25,2,2020,1,Flowering,0.87,5.9,0.917,1,67.0,2.06,32.6,0.304,2020-06-25 02:00:00
2020-06-26,2,2020,1,Flowering,0.86,6.19,0.917,1,81.0,2.17,31.6,0.323,2020-06-26 02:00:00
2020-06-27,2,2020,1,Flowering,0.94,5.93,0.846,1,77.0,8.06,32.5,0.366,2020-06-27 02:00:00
2020-06-28,2,2020,1,Flowering,0.89,5.53,0.788,1,68.0,1.94,28.6,0.319,2020-06-28 02:00:00
2020-06-29,2,2020,1,Flowering,0.92,6.12,0.772,1,64.0,4.64,31.3,0.362,2020-06-29 02:00:00
2020-06-30,2,2020,1,Flowering,0.88,6.25,0.808,1,75.0,2.19,30.0,0.331,2020-06-30 02:00:00
2020-07-01,2,2020,1,Flowering,0.93,6.51,0.837,1,71.0,2.28,32.7,0.318,2020-07-01 02:00:00
2020-07-02,2,2020,1,Grain Filling,0.91,6.2,0.856,1,72.0,2.17,32.9,0.305,2020-07-02 02:00:00
2020-07-03,2,2020,1,Grain Filling,0.9,6.47,0.899,1,80.0,2.26,34.1,0.389,2020-07-03 02:00:00
2020-07-04,2,2020,1,Grain Filling,0.9,5.84,0.917,1,71.0,2.04,33.2,0.359,2020-07-04 02:00:00
2020-07-05,2,2020,1,Grain Filling,0.95,6.5,0.917,1,69.0,2.28,33.8,0.327,2020-07-05 02:00:00
2020-07-06,2,2020,1,Grain Filling,0.93,6.49,0.917,1,73.0,2.27,33.2,0.344,2020-07-06 02:00:00
2020-07-07,2,2020,1,Grain Filling,0.88,6.07,0.917,1,65.0,2.12,33.1,0.336,2020-07-07 02:00:00
2020-07-08,2,2020,1,Grain Filling,0.94,6.48,0.837,1,71.0,8.97,30.4,0.329,2020-07-08 02:00:00
2020-07-09,2,2020,1,Grain Filling,0.9,6.04,0.747,1,75.0,9.88,31.1,0.336,2020-07-09 02:00:00
2020-07-10,2,2020,1,Grain Filling,0.94,6.7,0.784,1,75.0,2.34,31.6,0.338,2020-07-10 02:00:00
2020-07-11,2,2020,1,Grain Filling,0.95,6.22,0.823,1,71.0,2.18,30.0,0.35,2020-07-11 02:00:00
2020-07-12,2,2020,1,Grain Filling,0.97,6.82,0.812,1,74.0,2.39,33.0,0.316,2020-07-12 02:00:00
2020-07-13,2,2020,1,Grain Filling,0.95,7.08,0.853,1,76.0,2.48,31.3,0.35,2020-07-13 02:00:00
2020-07-14,2,2020,1,Grain Filling,0.94,6.53,0.846,1,78.0,2.29,32.9,0.326,2020-07-14 02:00:00
2020-07-15,2,2020,1,Grain Filling,0.87,6.17,0.879,1,75.0,2.16,32.2,0.334,2020-07-15 02:00:00
2020-07-16,2,2020,1,Grain Filling,0.89,6.12,0.917,1,77.0,2.14,30.3,0.351,2020-07-16 02:00:00
2020-07-17,2,2020,1,Grain Filling,0.93,6.47,0.917,1,76.0,2.26,31.9,0.322,2020-07-17 02:00:00
2020-07-18,2,2020,1,Grain Filling,0.96,6.72,0.911,1,72.0,2.35,30.0,0.307,2020-07-18 02:00:00
2020-07-19,2,2020,1,Grain Filling,0.91,5.84,0.917,1,73.0,2.04,30.5,0.327,2020-07-19 02:00:00
2020-07-20,2,2020,1,Grain Filling,0.95,7.52,0.917,1,75.0,2.63,33.9,0.307,2020-07-20 02:00:00
2020-07-21,2,2020,1,Grain Filling,0.97,6.59,0.917,1,82.0,2.31,30.6,0.328,2020-07-21 02:00:00
2020-07-22,2,2020,1,Grain Filling,0.93,6.31,0.83,1,74.0,2.21,31.4,0.356,2020-07-22 02:00:00
2020-07-23,2,2020,1,Grain Filling,0.95,6.56,0.871,1,71.0,2.3,31.5,0.315,2020-07-23 02:00:00
2020-07-24,2,2020,1,Grain Filling,0.89,6.21,0.911,1,73.0,2.17,31.1,0.331,2020-07-24 02:00:00
2020-07-25,2,2020,1,Grain Filling,0.98,6.8,0.901,1,74.0,2.38,32.4,0.323,2020-07-25 02:00:00
2020-07-26,2,2020,1,Grain Filling,0.93,6.25,0.905,1,71.0,2.19,32.4,0.323,2020-07-26 02:00:00
2020-07-27,2,2020,1,Grain Filling,0.95,5.94,0.869,1,73.0,2.08,32.2,0.34,2020-07-27 02:00:00
2020-07-28,2,2020,1,Grain Filling,0.89,6.21,0.905,1,81.0,2.17,31.7,0.31,2020-07-28 02:00:00
2020-07-29,2,2020,1,Grain Filling,0.91,6.55,0.917,1,79.0,2.29,33.3,0.33,2020-07-29 02:00:00
2020-07-30,2,2020,1,Grain Filling,0.99,6.64,0.917,1,74.0,2.32,32.4,0.308,2020-07-30 02:00:00
2020-07-31,2,2020,1,Grain Filling,0.97,6.84,0.837,1,77.0,10.27,30.3,0.328,2020-07-31 02:00:00
2020-08-01,2,2020,1,Grain Filling,0.92,6.31,0.839,1,69.0,2.21,31.9,0.309,2020-08-01 02:00:00
2020-08-02,2,2020,1,Grain Filling,0.95,6.67,0.866,1,75.0,2.33,32.9,0.326,2020-08-02 02:00:00
2020-08-03,2,2020,1,Grain Filling,0.96,6.99,0.895,1,74.0,2.45,34.7,0.319,2020-08-03 02:00:00
2020-08-04,2,2020,1,Grain Filling,0.94,6.2,0.858,1,68.0,6.69,34.2,0.315,2020-08-04 02:00:00
2020-08-05,2,2020,1,Grain Filling,0.96,7.18,0.902,1,71.0,2.51,33.1,0.324,2020-08-05 02:00:00
2020-08-06,2,2020,1,Grain Filling,0.95,6.76,0.917,1,72.0,2.37,31.9,0.301,2020-08-06 02:00:00
2020-08-07,2,2020,1,Grain Filling,0.9,6.39,0.905,1,73.0,2.24,34.0,0.344,2020-08-07 02:00:00
2020-08-08,2,2020,1,Grain Filling,0.99,7.39,0.872,1,76.0,7.79,34.5,0.304,2020-08-08 02:00:00
2020-08-09,2,2020,1,Grain Filling,0.97,7.03,0.9,1,76.0,2.46,29.8,0.314,2020-08-09 02:00:00
2020-08-10,2,2020,1,Grain Filling,1.01,7.16,0.917,1,81.0,2.51,32.4,0.298,2020-08-10 02:00:00
