time,region_id,year_id,precipitation_mm,evapotranspiration_mm,groundwater_depth_m,runoff_mm,river_flow_m3s,reservoir_storage_m3,irrigation_supply_available_m3,soil_water_deficit_index_mm,water_balance_percent,updated_at
2022-12-03,1,2022,0.0,7.8,6.37,0.8,8.64,0.0,1213874.0,7.75,0.0,2022-12-03 02:00:00
2022-12-04,1,2022,0.0,7.5,6.5,0.0,8.29,0.0,1203625.0,7.46,0.0,2022-12-04 02:00:00
2022-12-05,1,2022,0.0,7.2,5.87,0.3,9.12,0.0,1154439.0,7.19,0.0,2022-12-05 02:00:00
2022-12-06,1,2022,0.0,7.6,5.64,0.9,8.56,0.0,1186977.0,7.55,0.0,2022-12-06 02:00:00
2022-12-07,1,2022,0.0,7.2,5.83,0.0,5.6,0.0,1217896.0,3.11,113.15,2022-12-07 02:00:00
2022-12-08,1,2022,0.3,7.4,6.2,1.7,11.91,0.0,1255104.0,4.65,70.03,2022-12-08 02:00:00
2022-12-09,1,2022,1.9,7.9,6.39,1.5,15.49,0.0,1249624.0,6.01,23.88,2022-12-09 02:00:00
2022-12-10,1,2022,1.3,7.6,5.9,1.0,17.87,0.0,1300864.0,2.78,109.35,2022-12-10 02:00:00
2022-12-11,1,2022,7.2,8.1,5.72,2.8,29.0,0.0,1296622.0,0.88,89.14,2022-12-11 02:00:00
2022-12-12,1,2022,1.5,7.7,5.54,0.0,14.42,0.0,1266823.0,6.22,19.07,2022-12-12 02:00:00
2022-12-13,1,2022,5.7,8.2,6.14,0.0,20.85,0.0,1320301.0,-1.49,166.24,2022-12-13 02:00:00
2022-12-14,1,2022,0.0,7.7,6.05,0.6,9.54,0.0,1327586.0,7.7,0.0,2022-12-14 02:00:00
2022-12-15,1,2022,0.0,7.7,6.43,0.8,8.77,0.0,1330844.0,7.74,0.0,2022-12-15 02:00:00
2022-12-16,1,2022,7.1,7.9,5.92,2.2,25.32,0.0,1357238.0,0.8,89.81,2022-12-16 02:00:00
2022-12-17,1,2022,0.0,7.7,5.88,1.3,12.54,0.0,1282942.0,7.66,0.38,2022-12-17 02:00:00
2022-12-18,1,2022,0.0,8.4,5.92,0.0,10.62,0.0,1325564.0,8.41,0.0,2022-12-18 02:00:00
2022-12-19,1,2022,0.6,7.8,5.9,0.5,14.09,0.0,1316488.0,7.22,7.67,2022-12-19 02:00:00
2022-12-20,1,2022,0.0,7.5,5.88,1.0,13.29,0.0,1335059.0,7.54,0.0,2022-12-20 02:00:00
2022-12-21,1,2022,0.0,8.4,5.65,0.0,9.42,0.0,1347957.0,8.38,0.0,2022-12-21 02:00:00
2022-12-22,1,2022,0.6,7.4,6.12,0.0,11.08,0.0,1315740.0,6.81,7.72,2022-12-22 02:00:00
2022-12-23,1,2022,2.1,7.7,5.87,0.9,11.09,0.0,1343813.0,5.55,27.69,2022-12-23 02:00:00
2022-12-24,1,2022,0.0,7.9,6.48,0.0,14.78,0.0,1361597.0,7.84,0.56,2022-12-24 02:00:00
2022-12-25,1,2022,1.7,8.1,6.03,0.0,14.26,0.0,1330269.0,6.32,21.64,2022-12-25 02:00:00
2022-12-26,1,2022,0.2,7.8,7.14,0.4,11.85,0.0,1305705.0,7.52,3.03,2022-12-26 02:00:00
2022-12-27,1,2022,5.5,7.8,5.57,0.5,28.11,0.0,1315565.0,2.37,69.81,2022-12-27 02:00:00
2022-12-28,1,2022,0.3,8.3,6.08,0.0,10.68,0.0,1303362.0,8.03,3.4,2022-12-28 02:00:00
2022-12-29,1,2022,0.2,7.9,5.76,0.0,14.74,0.0,1321206.0,7.72,2.05,2022-12-29 02:00:00
2022-12-30,1,2022,4.0,7.2,5.86,0.8,19.94,0.0,1340301.0,3.22,55.37,2022-12-30 02:00:00
2022-12-31,1,2022,0.1,8.4,6.77,0.0,14.62,0.0,1330551.0,8.38,0.66,2022-12-31 02:00:00
2020-01-02,2,2020,0.8,6.2,5.01,0.0,10.38,4994410.0,144606.0,5.45,12.36,2020-01-02 02:00:00
2020-01-03,2,2020,0.6,6.1,5.18,0.3,11.24,4942893.0,89735.0,5.49,10.12,2020-01-03 02:00:00
2020-01-04,2,2020,4.4,5.9,5.08,1.6,22.78,4897382.0,126871.0,-0.32,135.96,2020-01-04 02:00:00
2020-01-05,2,2020,0.1,5.7,4.04,0.0,11.52,4792693.0,98127.0,5.58,2.03,2020-01-05 02:00:00
2020-01-06,2,2020,0.0,6.0,4.6,0.5,14.25,4792124.0,135517.0,6.02,0.05,2020-01-06 02:00:00
2020-01-07,2,2020,0.5,5.8,4.96,0.9,12.73,4699909.0,105984.0,5.35,8.34,2020-01-07 02:00:00
2020-01-08,2,2020,10.6,7.0,4.67,1.5,36.59,4720442.0,106991.0,-3.58,150.86,2020-01-08 02:00:00
2020-01-09,2,2020,2.6,6.4,4.63,0.1,15.17,4754948.0,132437.0,3.79,40.9,2020-01-09 02:00:00
2020-01-10,2,2020,7.0,6.2,5.86,0.4,24.9,4755051.0,110447.0,-0.72,111.49,2020-01-10 02:00:00
2020-01-11,2,2020,0.3,6.4,5.16,0.0,13.34,4758480.0,135790.0,6.08,4.33,2020-01-11 02:00:00
2020-01-12,2,2020,0.8,6.4,4.76,0.0,9.13,4669204.0,96943.0,5.57,12.62,2020-01-12 02:00:00
2020-01-13,2,2020,1.2,6.4,4.83,0.4,6.42,4547062.0,119855.0,5.14,19.35,2020-01-13 02:00:00
2020-01-14,2,2020,2.7,6.3,5.39,0.5,17.21,4472371.0,115492.0,3.63,42.71,2020-01-14 02:00:00
2020-01-15,2,2020,0.0,6.5,4.75,0.4,14.23,4519725.0,85420.0,6.53,0.0,2020-01-15 02:00:00
2020-01-16,2,2020,1.5,5.7,5.54,0.0,13.62,4422565.0,117848.0,4.22,26.43,2020-01-16 02:00:00
2020-01-17,2,2020,1.0,6.3,5.64,0.4,18.36,4354311.0,114399.0,5.22,16.5,2020-01-17 02:00:00
2020-01-18,2,2020,0.6,6.5,4.8,0.8,14.89,4267577.0,107334.0,5.87,9.92,2020-01-18 02:00:00
2020-01-19,2,2020,3.3,6.6,4.73,0.5,12.99,4279818.0,117525.0,3.27,50.19,2020-01-19 02:00:00
2020-01-20,2,2020,0.7,6.3,4.66,0.0,8.04,4271892.0,98662.0,5.66,10.38,2020-01-20 02:00:00
2020-01-21,2,2020,4.5,6.3,5.19,2.7,23.4,4153679.0,139790.0,-1.25,168.51,2020-01-21 02:00:00
2020-01-22,2,2020,2.8,6.3,5.16,0.6,18.49,4223035.0,149405.0,3.43,45.33,2020-01-22 02:00:00
2020-01-23,2,2020,0.4,6.3,5.27,0.4,8.62,4159703.0,128930.0,5.9,6.27,2020-01-23 02:00:00
2020-01-24,2,2020,2.9,6.3,5.42,0.7,20.16,4074448.0,167536.0,3.34,46.75,2020-01-24 02:00:00
2020-01-25,2,2020,1.8,6.7,5.32,0.0,9.85,4029488.0,177619.0,4.97,26.28,2020-01-25 02:00:00
2020-01-26,2,2020,4.0,5.9,5.4,2.2,21.45,4004121.0,161138.0,1.81,69.06,2020-01-26 02:00:00
2020-01-27,2,2020,1.9,5.9,4.99,0.0,17.81,3921557.0,160884.0,4.07,31.46,2020-01-27 02:00:00
2020-01-28,2,2020,8.7,6.4,4.65,2.6,29.86,3880271.0,151130.0,-2.22,134.44,2020-01-28 02:00:00
2020-01-29,2,2020,2.6,6.2,5.38,1.2,16.62,3923737.0,135314.0,3.61,41.49,2020-01-29 02:00:00
2020-01-30,2,2020,0.2,5.7,4.94,0.9,7.02,3843269.0,118846.0,5.49,3.27,2020-01-30 02:00:00
2020-01-31,2,2020,5.3,6.0,5.31,1.0,25.35,3864427.0,172383.0,-0.76,136.35,2020-01-31 02:00:00
2020-02-01,2,2020,0.7,5.8,4.91,0.0,6.91,3759800.0,182312.0,5.15,11.81,2020-02-01 02:00:00
2020-02-02,2,2020,3.1,6.1,5.74,0.0,19.25,3796247.0,162834.0,2.95,51.5,2020-02-02 02:00:00
2020-02-03,2,2020,0.6,6.4,4.78,0.0,5.75,3781894.0,123423.0,5.8,8.89,2020-02-03 02:00:00
2020-02-04,2,2020,0.7,6.3,5.37,0.0,13.61,3664001.0,138815.0,5.62,10.98,2020-02-04 02:00:00
2020-02-05,2,2020,0.8,6.9,5.15,0.0,9.49,3662979.0,190859.0,2.83,105.79,2020-02-05 02:00:00
2020-02-06,2,2020,0.0,7.0,4.95,0.0,11.87,3608857.0,232909.0,6.97,0.0,2020-02-06 02:00:00
2020-02-07,2,2020,0.4,6.4,5.54,0.4,12.75,3502796.0,198949.0,2.47,116.94,2020-02-07 02:00:00
2020-02-08,2,2020,0.0,6.4,5.16,1.4,5.81,3411869.0,230635.0,2.83,111.09,2020-02-08 02:00:00
2020-02-09,2,2020,2.9,6.7,5.35,1.1,16.56,3458087.0,269841.0,3.79,43.42,2020-02-09 02:00:00
2020-02-10,2,2020,1.0,6.5,5.0,0.6,16.92,3300807.0,281503.0,3.38,80.11,2020-02-10 02:00:00
2020-02-11,2,2020,2.7,6.4,5.02,0.1,19.21,3219997.0,296898.0,3.76,41.6,2020-02-11 02:00:00
2020-02-12,2,2020,0.5,6.2,4.96,0.7,8.8,3260665.0,291924.0,5.7,8.61,2020-02-12 02:00:00
2020-02-13,2,2020,4.1,5.8,5.22,1.1,18.82,3110264.0,339754.0,-1.83,192.59,2020-02-13 02:00:00
2020-02-14,2,2020,0.2,6.3,4.38,0.6,4.98,3047655.0,326144.0,6.09,3.2,2020-02-14 02:00:00
2020-02-15,2,2020,8.3,6.8,4.97,2.2,31.31,3146421.0,296814.0,-1.48,121.62,2020-02-15 02:00:00
2020-02-16,2,2020,1.5,6.2,4.69,1.0,16.9,3166034.0,317554.0,4.75,23.59,2020-02-16 02:00:00
2020-02-17,2,2020,1.8,6.3,5.5,0.0,14.21,3094404.0,323284.0,4.46,28.93,2020-02-17 02:00:00
2020-02-18,2,2020,1.1,6.1,5.47,0.6,13.22,3032290.0,305803.0,5.09,17.12,2020-02-18 02:00:00
2020-02-19,2,2020,1.7,6.4,5.08,2.2,7.14,3047691.0,310639.0,4.78,25.8,2020-02-19 02:00:00
2020-02-20,2,2020,1.3,6.4,5.22,0.3,13.2,2800761.0,337296.0,5.03,20.76,2020-02-20 02:00:00
2020-02-21,2,2020,1.8,5.8,4.99,1.7,16.31,2958596.0,286183.0,4.0,30.77,2020-02-21 02:00:00
2020-02-22,2,2020,2.6,6.3,4.9,0.0,13.09,2925742.0,334895.0,3.69,41.57,2020-02-22 02:00:00
2020-02-23,2,2020,0.6,6.6,5.45,0.2,13.51,2823765.0,361825.0,6.01,9.22,2020-02-23 02:00:00
2020-02-24,2,2020,0.0,6.8,5.56,0.0,6.18,2690308.0,308850.0,6.79,0.0,2020-02-24 02:00:00
2020-02-25,2,2020,1.3,6.3,5.4,0.2,18.79,2784847.0,304215.0,4.92,21.49,2020-02-25 02:00:00
2020-02-26,2,2020,2.0,6.3,4.67,0.0,12.28,2728808.0,320831.0,4.35,31.18,2020-02-26 02:00:00
2020-02-27,2,2020,0.6,5.8,4.91,0.4,12.45,2631293.0,354190.0,5.22,9.71,2020-02-27 02:00:00
2020-02-28,2,2020,2.3,6.4,5.35,0.0,15.62,2563715.0,355514.0,4.09,35.81,2020-02-28 02:00:00
2020-02-29,2,2020,0.5,6.3,5.44,0.0,11.5,2437657.0,309541.0,5.79,7.77,2020-02-29 02:00:00
2020-03-01,2,2020,1.2,6.6,4.6,2.5,11.93,2361621.0,303400.0,5.36,18.71,2020-03-01 02:00:00
2020-03-02,2,2020,1.0,6.5,5.55,0.0,11.08,2370006.0,333809.0,5.46,15.97,2020-03-02 02:00:00
2020-03-03,2,2020,0.0,6.5,5.3,0.6,6.68,2275842.0,317919.0,6.54,0.0,2020-03-03 02:00:00
2020-03-04,2,2020,7.8,6.6,5.55,3.1,34.07,2328645.0,314638.0,-1.22,118.43,2020-03-04 02:00:00
2020-03-05,2,2020,2.3,6.3,5.54,0.1,19.02,2303333.0,326903.0,3.97,36.73,2020-03-05 02:00:00
2020-03-06,2,2020,3.6,6.6,4.87,0.5,16.58,2248507.0,296571.0,3.04,54.08,2020-03-06 02:00:00
2020-03-07,2,2020,0.0,6.3,5.4,0.1,9.17,2120107.0,333749.0,6.21,0.73,2020-03-07 02:00:00
2020-03-08,2,2020,1.4,6.0,5.26,0.4,14.28,2203932.0,366799.0,-0.26,185.6,2020-03-08 02:00:00
2020-03-09,2,2020,0.3,5.7,5.97,0.0,7.69,2064430.0,389436.0,5.36,6.05,2020-03-09 02:00:00
2020-03-10,2,2020,0.4,6.3,5.24,0.0,15.53,1985238.0,348873.0,5.84,7.03,2020-03-10 02:00:00
2020-03-11,2,2020,0.0,5.9,4.74,0.0,6.21,1948520.0,386986.0,5.84,0.72,2020-03-11 02:00:00
2020-03-12,2,2020,5.9,6.1,5.09,1.4,21.31,1896046.0,340152.0,0.16,97.43,2020-03-12 02:00:00
2020-03-13,2,2020,0.6,6.4,5.25,1.5,10.08,1876713.0,367302.0,5.78,9.93,2020-03-13 02:00:00
2020-03-14,2,2020,1.6,6.7,5.38,2.2,14.68,1790795.0,358187.0,5.15,23.41,2020-03-14 02:00:00
2020-03-15,2,2020,1.6,6.1,5.81,0.3,15.83,1792054.0,381480.0,4.49,26.44,2020-03-15 02:00:00
2020-03-16,2,2020,1.5,5.7,5.0,0.0,9.62,1681030.0,380042.0,4.13,27.2,2020-03-16 02:00:00
2020-03-17,2,2020,9.7,6.6,4.94,2.0,36.26,1780037.0,397810.0,-3.13,147.79,2020-03-17 02:00:00
2020-03-18,2,2020,0.7,5.9,5.26,0.0,18.56,1802785.0,390854.0,5.17,12.44,2020-03-18 02:00:00
2020-03-19,2,2020,0.1,6.4,5.21,0.3,9.23,1673522.0,354345.0,6.25,1.74,2020-03-19 02:00:00
2020-03-20,2,2020,0.1,6.0,5.32,0.0,9.16,1719488.0,399290.0,5.88,1.4,2020-03-20 02:00:00
2020-03-21,2,2020,1.6,6.4,6.04,0.0,18.99,1588823.0,377520.0,4.81,24.65,2020-03-21 02:00:00
2020-03-22,2,2020,0.9,5.7,5.3,0.3,11.95,1615149.0,377106.0,4.78,16.37,2020-03-22 02:00:00
2020-03-23,2,2020,0.4,6.3,6.05,0.0,14.04,1437161.0,404950.0,5.96,5.91,2020-03-23 02:00:00
2020-03-24,2,2020,0.0,6.4,4.99,0.4,10.03,1392905.0,385797.0,6.42,0.0,2020-03-24 02:00:00
2020-03-25,2,2020,0.0,6.4,4.91,0.0,9.85,1380515.0,351437.0,6.42,0.0,2020-03-25 02:00:00
2020-03-26,2,2020,0.8,6.4,5.71,0.7,9.58,1269885.0,383989.0,4.08,60.22,2020-03-26 02:00:00
2020-03-27,2,2020,0.0,6.4,5.4,0.5,5.48,1200714.0,368110.0,6.41,0.0,2020-03-27 02:00:00
2020-03-28,2,2020,1.0,6.2,5.01,0.0,17.66,1114747.0,401776.0,5.2,16.79,2020-03-28 02:00:00
2020-03-29,2,2020,0.1,6.4,6.19,0.9,7.72,1177905.0,380373.0,6.28,2.2,2020-03-29 02:00:00
2020-03-30,2,2020,0.9,6.0,5.08,0.4,14.18,1068959.0,401500.0,5.08,14.95,2020-03-30 02:00:00
2020-03-31,2,2020,0.0,6.2,5.54,0.0,4.31,960997.0,392647.0,6.22,0.0,2020-03-31 02:00:00
2020-04-01,2,2020,1.5,6.4,5.78,0.0,11.16,880356.0,400768.0,4.83,24.04,2020-04-01 02:00:00
2020-04-02,2,2020,0.0,6.1,5.1,0.6,6.66,936762.0,395133.0,6.05,0.0,2020-04-02 02:00:00
2020-04-03,2,2020,2.6,6.4,4.94,0.0,17.18,915908.0,360789.0,3.82,40.08,2020-04-03 02:00:00
2020-04-04,2,2020,1.2,5.7,5.4,1.2,15.57,832267.0,440863.0,0.67,155.18,2020-04-04 02:00:00
2020-04-05,2,2020,0.2,6.3,5.8,0.0,9.17,760012.0,473019.0,2.36,121.98,2020-04-05 02:00:00
2020-04-06,2,2020,0.0,6.5,5.85,1.6,14.93,700499.0,475849.0,6.5,0.58,2020-04-06 02:00:00
2020-04-07,2,2020,2.0,7.2,5.1,0.0,15.42,636324.0,463527.0,5.24,27.35,2020-04-07 02:00:00
2020-04-08,2,2020,0.4,6.7,5.64,0.1,12.79,567820.0,474188.0,6.3,5.84,2020-04-08 02:00:00
2020-04-09,2,2020,1.0,6.5,5.02,0.2,11.9,555675.0,443199.0,5.48,15.45,2020-04-09 02:00:00
2020-04-10,2,2020,0.7,7.1,5.2,0.0,12.59,422777.0,459613.0,6.45,9.56,2020-04-10 02:00:00
2020-04-11,2,2020,0.0,6.8,4.88,0.0,12.21,398545.0,462650.0,6.83,0.0,2020-04-11 02:00:00
2020-04-12,2,2020,0.4,6.3,5.05,0.2,7.3,273994.0,451991.0,5.84,6.61,2020-04-12 02:00:00
2020-04-13,2,2020,0.2,6.9,5.57,1.9,12.56,310322.0,432343.0,6.65,2.95,2020-04-13 02:00:00
2020-04-14,2,2020,3.3,6.4,5.13,1.5,23.86,195501.0,474154.0,-0.34,159.42,2020-04-14 02:00:00
2020-04-15,2,2020,0.4,6.8,5.19,0.2,12.2,155148.0,546024.0,2.39,124.5,2020-04-15 02:00:00
2020-04-16,2,2020,0.0,6.3,5.23,0.3,13.13,15588.0,547261.0,6.29,0.0,2020-04-16 02:00:00
2020-04-17,2,2020,2.2,6.9,5.43,0.0,10.42,40553.0,542588.0,4.74,31.27,2020-04-17 02:00:00
2020-04-18,2,2020,0.0,6.8,4.97,0.1,15.59,0.0,525873.0,6.84,0.0,2020-04-18 02:00:00
2020-04-19,2,2020,0.0,6.8,4.97,0.4,13.53,0.0,527912.0,6.81,0.0,2020-04-19 02:00:00
2020-04-20,2,2020,3.6,6.6,5.51,0.0,19.9,0.0,518435.0,3.03,54.17,2020-04-20 02:00:00
2020-04-21,2,2020,1.1,6.6,5.78,0.4,14.52,0.0,529058.0,5.52,16.93,2020-04-21 02:00:00
2020-04-22,2,2020,1.4,6.7,5.25,0.0,15.35,0.0,518667.0,5.37,20.16,2020-04-22 02:00:00
2020-04-23,2,2020,0.2,6.3,5.37,0.5,6.81,0.0,568678.0,6.12,3.19,2020-04-23 02:00:00
2020-04-24,2,2020,10.3,6.5,5.3,1.2,32.81,0.0,561765.0,-3.78,158.04,2020-04-24 02:00:00
2020-04-25,2,2020,0.0,6.6,5.45,0.0,10.74,0.0,536807.0,6.56,0.0,2020-04-25 02:00:00
2020-04-26,2,2020,2.0,7.0,4.68,0.0,15.85,0.0,558248.0,5.07,27.95,2020-04-26 02:00:00
2020-04-27,2,2020,7.2,6.5,5.39,1.6,26.53,0.0,544261.0,-0.79,112.23,2020-04-27 02:00:00
2020-04-28,2,2020,2.7,6.5,5.58,0.4,17.65,0.0,563719.0,3.85,40.85,2020-04-28 02:00:00
2020-04-29,2,2020,0.0,6.6,5.49,0.0,12.4,0.0,484191.0,6.65,0.0,2020-04-29 02:00:00
2020-04-30,2,2020,3.3,6.4,4.71,0.0,18.79,0.0,538014.0,3.04,52.09,2020-04-30 02:00:00
2020-05-01,2,2020,0.9,6.2,5.26,0.2,14.31,0.0,573622.0,5.31,14.52,2020-05-01 02:00:00
2020-05-02,2,2020,0.1,7.2,5.13,0.3,12.65,0.0,518378.0,7.04,1.8,2020-05-02 02:00:00
2020-05-03,2,2020,0.0,6.1,5.72,0.0,10.03,0.0,534833.0,6.06,0.64,2020-05-03 02:00:00
2020-05-04,2,2020,5.3,6.7,4.88,0.7,23.59,0.0,599760.0,-3.61,228.31,2020-05-04 02:00:00
2020-05-05,2,2020,2.8,6.5,5.05,0.0,22.46,0.0,578919.0,3.65,43.51,2020-05-05 02:00:00
2020-05-06,2,2020,0.3,6.8,4.87,0.0,12.56,0.0,565855.0,6.47,4.78,2020-05-06 02:00:00
2020-05-07,2,2020,0.9,6.1,5.73,0.0,15.73,0.0,606222.0,5.26,13.98,2020-05-07 02:00:00
2020-05-08,2,2020,1.1,6.4,5.78,1.3,9.8,0.0,585432.0,5.37,16.8,2020-05-08 02:00:00
2020-05-09,2,2020,0.4,6.7,4.86,0.9,10.37,0.0,570467.0,6.31,5.87,2020-05-09 02:00:00
2020-05-10,2,2020,0.2,6.9,5.83,0.0,15.49,0.0,592691.0,6.69,2.92,2020-05-10 02:00:00
2020-05-11,2,2020,0.2,6.8,5.44,0.9,11.04,0.0,585572.0,6.62,3.13,2020-05-11 02:00:00
2020-05-12,2,2020,0.0,6.0,5.81,0.1,12.28,0.0,605247.0,5.95,0.0,2020-05-12 02:00:00
2020-05-13,2,2020,0.9,7.0,4.76,1.6,11.53,0.0,584099.0,6.08,13.32,2020-05-13 02:00:00
2020-05-14,2,2020,0.0,6.2,5.45,0.5,9.67,0.0,612766.0,6.19,0.0,2020-05-14 02:00:00
2020-05-15,2,2020,0.0,6.8,5.79,0.0,11.5,0.0,587192.0,6.8,0.19,2020-05-15 02:00:00
2020-05-16,2,2020,3.7,6.1,5.68,1.3,14.34,0.0,580567.0,2.46,60.01,2020-05-16 02:00:00
2020-05-17,2,2020,0.1,7.0,5.17,0.0,13.0,0.0,621599.0,6.84,1.64,2020-05-17 02:00:00
2020-05-18,2,2020,0.0,6.8,5.39,0.1,12.79,0.0,602999.0,6.8,0.0,2020-05-18 02:00:00
2020-05-19,2,2020,2.2,6.5,6.21,0.4,17.36,0.0,626606.0,4.28,34.38,2020-05-19 02:00:00
2020-05-20,2,2020,0.5,6.6,5.64,0.0,12.5,0.0,575160.0,6.03,8.16,2020-05-20 02:00:00
2020-05-21,2,2020,2.9,6.4,5.99,0.0,21.99,0.0,549054.0,3.49,45.82,2020-05-21 02:00:00
2020-05-22,2,2020,2.4,6.5,4.76,0.0,16.22,0.0,603125.0,4.09,37.38,2020-05-22 02:00:00
2020-05-23,2,2020,0.2,6.4,5.28,0.0,9.5,0.0,619484.0,6.3,2.33,2020-05-23 02:00:00
2020-05-24,2,2020,0.7,6.5,5.76,1.1,11.34,0.0,614221.0,5.84,10.15,2020-05-24 02:00:00
2020-05-25,2,2020,1.2,6.7,5.51,0.0,15.51,0.0,609773.0,5.46,18.53,2020-05-25 02:00:00
2020-05-26,2,2020,0.5,6.4,5.79,0.0,14.23,0.0,602618.0,5.9,7.53,2020-05-26 02:00:00
2020-05-27,2,2020,2.8,6.6,4.98,0.6,17.55,0.0,588530.0,3.79,42.28,2020-05-27 02:00:00
2020-05-28,2,2020,3.9,7.0,5.32,0.0,19.52,0.0,571443.0,3.05,56.22,2020-05-28 02:00:00
2020-05-29,2,2020,1.1,6.9,5.31,0.0,14.06,0.0,580856.0,5.8,15.76,2020-05-29 02:00:00
2020-05-30,2,2020,2.7,6.6,6.11,1.0,11.22,0.0,600652.0,3.87,41.02,2020-05-30 02:00:00
2020-05-31,2,2020,1.6,6.2,5.3,0.0,11.84,0.0,587404.0,4.54,26.33,2020-05-31 02:00:00
2020-06-01,2,2020,0.0,6.8,4.48,0.0,7.91,0.0,605617.0,6.85,0.0,2020-06-01 02:00:00
2020-06-02,2,2020,0.7,7.0,5.65,0.0,13.08,0.0,569062.0,6.34,9.91,2020-06-02 02:00:00
2020-06-03,2,2020,0.9,6.7,5.63,1.2,8.33,0.0,608581.0,5.75,13.54,2020-06-03 02:00:00
2020-06-04,2,2020,0.2,6.3,5.72,0.0,7.54,0.0,590944.0,6.18,2.39,2020-06-04 02:00:00
2020-06-05,2,2020,0.0,6.9,5.7,0.0,12.67,0.0,579857.0,6.91,0.0,2020-06-05 02:00:00
2020-06-06,2,2020,0.0,6.7,5.23,0.4,9.77,0.0,603809.0,6.67,0.0,2020-06-06 02:00:00
2020-06-07,2,2020,1.9,6.5,5.66,1.7,18.32,0.0,589507.0,4.59,29.22,2020-06-07 02:00:00
2020-06-08,2,2020,0.0,7.3,5.89,0.0,11.34,0.0,619487.0,7.31,0.0,2020-06-08 02:00:00
2020-06-09,2,2020,1.0,7.3,4.8,0.4,10.81,0.0,601213.0,6.35,13.11,2020-06-09 02:00:00
2020-06-10,2,2020,10.7,6.3,5.2,1.2,39.36,0.0,578176.0,-4.47,171.13,2020-06-10 02:00:00
2020-06-11,2,2020,4.5,6.5,4.93,1.2,26.93,0.0,580293.0,2.0,69.45,2020-06-11 02:00:00
2020-06-12,2,2020,1.1,7.0,5.91,0.2,9.67,0.0,602057.0,5.91,15.73,2020-06-12 02:00:00
2020-06-13,2,2020,1.3,7.0,4.87,0.2,20.38,0.0,627046.0,5.64,19.15,2020-06-13 02:00:00
2020-06-14,2,2020,6.8,7.0,5.89,0.5,27.63,0.0,565428.0,0.19,97.3,2020-06-14 02:00:00
2020-06-15,2,2020,0.0,6.7,5.74,0.0,6.56,0.0,609383.0,6.74,0.0,2020-06-15 02:00:00
2020-06-16,2,2020,0.0,6.8,5.49,0.0,6.17,0.0,559750.0,6.83,0.0,2020-06-16 02:00:00
2020-06-17,2,2020,4.4,6.3,5.24,1.8,23.24,0.0,549815.0,1.92,69.6,2020-06-17 02:00:00
2020-06-18,2,2020,2.0,6.8,5.05,0.7,19.54,0.0,604620.0,4.85,29.25,2020-06-18 02:00:00
2020-06-19,2,2020,0.5,6.5,5.58,0.0,9.61,0.0,563133.0,6.05,6.97,2020-06-19 02:00:00
2020-06-20,2,2020,2.3,7.3,4.7,0.7,10.31,0.0,599651.0,2.16,110.27,2020-06-20 02:00:00
2020-06-21,2,2020,0.0,7.1,5.66,0.4,13.02,0.0,582811.0,7.15,0.0,2020-06-21 02:00:00
2020-06-22,2,2020,0.0,7.3,4.88,0.0,9.93,0.0,597461.0,7.31,0.0,2020-06-22 02:00:00
2020-06-23,2,2020,0.1,6.7,6.09,0.0,13.17,0.0,638134.0,6.64,1.63,2020-06-23 02:00:00
2020-06-24,2,2020,2.2,7.1,4.67,1.0,17.03,0.0,626133.0,4.88,31.2,2020-06-24 02:00:00
2020-06-25,2,2020,2.6,6.8,5.65,0.5,11.79,0.0,611570.0,4.15,38.78,2020-06-25 02:00:00
2020-06-26,2,2020,0.0,7.2,4.96,0.0,4.97,0.0,631479.0,7.19,0.0,2020-06-26 02:00:00
2020-06-27,2,2020,1.4,6.3,5.84,0.0,15.15,0.0,617983.0,1.94,116.73,2020-06-27 02:00:00
2020-06-28,2,2020,6.5,6.2,5.48,0.6,25.71,0.0,659055.0,-0.29,104.72,2020-06-28 02:00:00
2020-06-29,2,2020,1.3,6.7,6.02,0.8,12.68,0.0,662363.0,4.1,57.18,2020-06-29 02:00:00
2020-06-30,2,2020,0.3,7.1,5.32,1.4,6.5,0.0,662571.0,6.79,4.39,2020-06-30 02:00:00
2020-07-01,2,2020,0.9,7.0,5.46,0.0,9.35,0.0,658732.0,6.13,12.49,2020-07-01 02:00:00
2020-07-02,2,2020,1.6,6.8,6.27,1.1,16.67,0.0,630301.0,5.23,23.17,2020-07-02 02:00:00
2020-07-03,2,2020,0.0,7.2,5.47,0.0,11.39,0.0,658675.0,7.19,0.0,2020-07-03 02:00:00
2020-07-04,2,2020,0.0,6.5,6.26,0.5,13.41,0.0,685134.0,6.49,0.0,2020-07-04 02:00:00
2020-07-05,2,2020,1.6,6.8,5.57,0.2,12.62,0.0,615586.0,5.2,24.09,2020-07-05 02:00:00
2020-07-06,2,2020,0.3,7.0,5.67,0.0,10.78,0.0,649523.0,6.71,3.89,2020-07-06 02:00:00
2020-07-07,2,2020,0.7,6.9,6.01,0.0,8.58,0.0,669987.0,6.16,10.67,2020-07-07 02:00:00
2020-07-08,2,2020,1.3,6.9,5.63,1.0,10.56,0.0,689956.0,2.22,116.38,2020-07-08 02:00:00
2020-07-09,2,2020,1.0,6.7,5.53,0.0,13.47,0.0,727398.0,1.87,130.04,2020-07-09 02:00:00
2020-07-10,2,2020,0.4,7.1,5.12,1.3,11.1,0.0,706580.0,6.77,4.95,2020-07-10 02:00:00
