time,region_id,year_id,wind_speed_kmh,wind_gust_kmh,wind_direction,rainfall_mm,rainfall_delta_percent,ph_level,npk_index,temperature_c,humidity_percent,updated_at
2020-04-30,2,2020,10.7,25.0,NW,3.3,0.0,7.2,Low,23.1,67.0,2020-04-30 02:00:00
2020-05-01,2,2020,11.7,19.3,N,0.9,-73.0,7.1,Low,22.6,64.0,2020-05-01 02:00:00
2020-05-02,2,2020,10.3,19.0,NW,0.1,-86.0,6.9,Low,23.6,69.0,2020-05-02 02:00:00
2020-05-03,2,2020,10.6,19.4,SE,0.0,-70.0,7.2,Low,23.1,69.0,2020-05-03 02:00:00
2020-05-04,2,2020,11.3,22.7,N,5.3,13471.0,7.1,Low,24.2,71.0,2020-05-04 02:00:00
2020-05-05,2,2020,11.8,18.4,W,2.8,-47.0,7.1,Low,24.2,70.0,2020-05-05 02:00:00
2020-05-06,2,2020,12.7,26.4,SE,0.3,-88.0,7.0,Low,23.0,72.0,2020-05-06 02:00:00
2020-05-07,2,2020,11.9,27.7,S,0.9,163.0,7.2,Low,24.0,67.0,2020-05-07 02:00:00
2020-05-08,2,2020,12.9,25.1,N,1.1,27.0,7.1,Low,22.4,69.0,2020-05-08 02:00:00
2020-05-09,2,2020,8.6,24.5,SE,0.4,-64.0,7.0,Low,22.8,72.0,2020-05-09 02:00:00
2020-05-10,2,2020,9.9,24.1,SW,0.2,-49.0,6.9,Low,23.8,64.0,2020-05-10 02:00:00
2020-05-11,2,2020,9.7,23.4,E,0.2,6.0,7.1,Low,23.8,69.0,2020-05-11 02:00:00
2020-05-12,2,2020,9.8,20.6,N,0.0,-100.0,7.1,Low,22.8,73.0,2020-05-12 02:00:00
2020-05-13,2,2020,12.7,26.2,E,0.9,0.0,6.9,Low,24.6,67.0,2020-05-13 02:00:00
2020-05-14,2,2020,11.0,19.5,E,0.0,-100.0,7.1,Low,22.1,72.0,2020-05-14 02:00:00
2020-05-15,2,2020,11.9,26.4,S,0.0,0.0,7.1,Low,21.5,67.0,2020-05-15 02:00:00
2020-05-16,2,2020,10.0,21.7,S,3.7,28436.0,7.1,Low,23.4,71.0,2020-05-16 02:00:00
2020-05-17,2,2020,9.0,26.6,E,0.1,-97.0,6.8,Low,24.1,67.0,2020-05-17 02:00:00
2020-05-18,2,2020,10.4,15.5,N,0.0,-100.0,7.1,Low,22.9,67.0,2020-05-18 02:00:00
2020-05-19,2,2020,10.6,21.0,N,2.2,0.0,7.1,Low,23.8,70.0,2020-05-19 02:00:00
2020-05-20,2,2020,10.1,23.5,S,0.5,-76.0,7.0,Low,23.9,64.0,2020-05-20 02:00:00
2020-05-21,2,2020,9.0,19.4,SE,2.9,450.0,7.2,Low,22.9,67.0,2020-05-21 02:00:00
2020-05-22,2,2020,8.8,18.2,NE,2.4,-17.0,7.2,Low,22.9,61.0,2020-05-22 02:00:00
2020-05-23,2,2020,12.7,30.2,SW,0.2,-94.0,7.3,Low,22.5,68.0,2020-05-23 02:00:00
2020-05-24,2,2020,11.6,24.0,SE,0.7,340.0,7.1,Low,22.2,62.0,2020-05-24 02:00:00
2020-05-25,2,2020,13.8,22.3,S,1.2,88.0,7.0,Low,24.2,72.0,2020-05-25 02:00:00
2020-05-26,2,2020,13.4,30.5,SW,0.5,-61.0,7.3,Low,23.2,65.0,2020-05-26 02:00:00
2020-05-27,2,2020,13.7,22.6,N,2.8,478.0,7.1,Low,23.3,67.0,2020-05-27 02:00:00
2020-05-28,2,2020,11.7,24.7,NE,3.9,41.0,7.0,Low,23.1,69.0,2020-05-28 02:00:00
2020-05-29,2,2020,11.2,29.1,W,1.1,-72.0,7.0,Low,24.6,73.0,2020-05-29 02:00:00
2020-05-30,2,2020,11.7,29.7,SE,2.7,148.0,7.1,Low,22.9,64.0,2020-05-30 02:00:00
2020-05-31,2,2020,9.5,26.3,W,1.6,-40.0,7.2,Low,22.8,65.0,2020-05-31 02:00:00
2020-06-01,2,2020,9.7,18.6,SW,0.0,-100.0,7.0,Low,23.2,69.0,2020-06-01 02:00:00
2020-06-02,2,2020,12.3,17.4,N,0.7,0.0,6.9,Low,24.2,68.0,2020-06-02 02:00:00
2020-06-03,2,2020,11.8,20.0,SE,0.9,29.0,7.1,Low,24.5,70.0,2020-06-03 02:00:00
2020-06-04,2,2020,11.0,16.6,E,0.2,-83.0,7.2,Low,23.1,65.0,2020-06-04 02:00:00
2020-06-05,2,2020,8.9,22.7,SW,0.0,-100.0,7.1,Low,23.5,71.0,2020-06-05 02:00:00
2020-06-06,2,2020,10.6,28.2,SE,0.0,0.0,7.0,Low,23.8,75.0,2020-06-06 02:00:00
2020-06-07,2,2020,11.4,23.5,E,1.9,0.0,7.2,Low,23.2,67.0,2020-06-07 02:00:00
2020-06-08,2,2020,8.6,24.0,N,0.0,-100.0,7.3,Low,23.8,61.0,2020-06-08 02:00:00
2020-06-09,2,2020,10.4,22.9,W,1.0,0.0,7.0,Low,23.3,67.0,2020-06-09 02:00:00
2020-06-10,2,2020,12.1,28.5,NW,10.7,1021.0,7.0,Low,23.1,72.0,2020-06-10 02:00:00
2020-06-11,2,2020,8.2,15.5,SW,4.5,-58.0,7.1,Low,24.2,66.0,2020-06-11 02:00:00
2020-06-12,2,2020,8.3,15.5,N,1.1,-76.0,6.9,Low,24.5,74.0,2020-06-12 02:00:00
2020-06-13,2,2020,9.4,18.9,S,1.3,21.0,7.0,Low,24.1,66.0,2020-06-13 02:00:00
2020-06-14,2,2020,10.9,27.1,NE,6.8,411.0,7.1,Low,23.2,71.0,2020-06-14 02:00:00
2020-06-15,2,2020,11.9,19.0,SE,0.0,-100.0,7.1,Low,23.0,67.0,2020-06-15 02:00:00
2020-06-16,2,2020,11.2,22.5,NW,0.0,0.0,7.0,Low,22.8,69.0,2020-06-16 02:00:00
2020-06-17,2,2020,9.1,23.5,NW,4.4,0.0,7.0,Low,24.6,69.0,2020-06-17 02:00:00
2020-06-18,2,2020,13.9,20.5,SW,2.0,-55.0,7.0,Low,23.7,63.0,2020-06-18 02:00:00
2020-06-19,2,2020,12.0,20.8,NW,0.5,-77.0,7.0,Low,23.5,65.0,2020-06-19 02:00:00
2020-06-20,2,2020,11.9,19.1,W,2.3,398.0,6.9,Low,24.8,66.0,2020-06-20 02:00:00
2020-06-21,2,2020,13.3,26.3,NW,0.0,-100.0,6.7,Low,23.9,68.0,2020-06-21 02:00:00
2020-06-22,2,2020,11.6,24.4,NW,0.0,0.0,6.9,Low,23.9,66.0,2020-06-22 02:00:00
2020-06-23,2,2020,11.8,25.6,W,0.1,0.0,6.9,Low,23.0,64.0,2020-06-23 02:00:00
2020-06-24,2,2020,6.9,23.1,SE,2.2,1909.0,7.0,Low,25.6,68.0,2020-06-24 02:00:00
2020-06-25,2,2020,9.9,23.8,W,2.6,19.0,7.0,Low,23.9,72.0,2020-06-25 02:00:00
2020-06-26,2,2020,8.1,24.7,E,0.0,-100.0,6.9,Low,24.2,67.0,2020-06-26 02:00:00
2020-06-27,2,2020,12.2,19.5,E,1.4,0.0,7.1,Low,23.5,72.0,2020-06-27 02:00:00
2020-06-28,2,2020,10.7,17.6,E,6.5,373.0,7.1,Low,22.3,70.0,2020-06-28 02:00:00
2020-06-29,2,2020,10.9,24.5,E,1.3,-80.0,6.9,Low,23.0,61.0,2020-06-29 02:00:00
2020-06-30,2,2020,10.9,24.0,W,0.3,-76.0,7.1,Low,22.9,65.0,2020-06-30 02:00:00
2020-07-01,2,2020,9.8,25.1,SE,0.9,180.0,6.9,Low,24.7,67.0,2020-07-01 02:00:00
2020-07-02,2,2020,14.0,29.1,NE,1.6,80.0,7.0,Low,24.4,68.0,2020-07-02 02:00:00
2020-07-03,2,2020,9.5,22.3,N,0.0,-100.0,6.8,Low,24.3,73.0,2020-07-03 02:00:00
2020-07-04,2,2020,10.0,22.8,SE,0.0,0.0,7.0,Low,24.6,64.0,2020-07-04 02:00:00
2020-07-05,2,2020,10.9,16.9,SW,1.6,0.0,6.9,Low,24.3,66.0,2020-07-05 02:00:00
2020-07-06,2,2020,9.8,21.7,NW,0.3,-84.0,6.9,Low,24.3,61.0,2020-07-06 02:00:00
2020-07-07,2,2020,9.6,18.1,N,0.7,171.0,7.0,Low,23.6,66.0,2020-07-07 02:00:00
2020-07-08,2,2020,9.9,19.2,SW,1.3,80.0,6.8,Low,23.6,60.0,2020-07-08 02:00:00
2020-07-09,2,2020,10.9,28.5,W,1.0,-28.0,7.0,Low,23.9,61.0,2020-07-09 02:00:00
2020-07-10,2,2020,11.1,28.4,S,0.4,-63.0,6.8,Low,24.1,66.0,2020-07-10 02:00:00
2020-07-11,2,2020,10.1,15.3,S,0.0,-100.0,7.1,Low,24.0,71.0,2020-07-11 02:00:00
2020-07-12,2,2020,10.7,25.7,NE,3.6,0.0,7.0,Low,24.2,66.0,2020-07-12 02:00:00
2020-07-13,2,2020,9.7,23.4,NW,0.1,-97.0,7.1,Low,23.9,64.0,2020-07-13 02:00:00
2020-07-14,2,2020,11.7,21.8,W,3.4,3255.0,7.1,Low,24.3,66.0,2020-07-14 02:00:00
2020-07-15,2,2020,8.6,20.2,NE,0.6,-82.0,7.0,Low,23.9,64.0,2020-07-15 02:00:00
2020-07-16,2,2020,11.1,17.1,S,0.0,-100.0,7.0,Low,24.4,65.0,2020-07-16 02:00:00
2020-07-17,2,2020,10.7,24.6,SE,0.7,0.0,7.0,Low,24.9,64.0,2020-07-17 02:00:00
2020-07-18,2,2020,11.4,24.7,SE,3.2,326.0,6.8,Low,23.5,64.0,2020-07-18 02:00:00
2020-07-19,2,2020,12.7,23.8,SE,0.4,-86.0,7.1,Low,24.1,69.0,2020-07-19 02:00:00
2020-07-20,2,2020,11.2,23.6,NW,2.8,528.0,6.8,Low,25.2,62.0,2020-07-20 02:00:00
2020-07-21,2,2020,6.7,12.9,N,2.3,-19.0,6.9,Low,23.2,63.0,2020-07-21 02:00:00
2020-07-22,2,2020,10.5,18.7,W,8.8,290.0,6.9,Low,23.2,66.0,2020-07-22 02:00:00
2020-07-23,2,2020,12.5,28.8,SE,0.0,-100.0,7.1,Low,24.4,62.0,2020-07-23 02:00:00
2020-07-24,2,2020,11.0,25.8,W,0.0,0.0,6.8,Low,24.1,68.0,2020-07-24 02:00:00
2020-07-25,2,2020,9.4,21.6,SE,3.6,0.0,6.9,Low,24.5,67.0,2020-07-25 02:00:00
2020-07-26,2,2020,10.5,27.4,SE,2.6,-28.0,7.1,Low,24.7,64.0,2020-07-26 02:00:00
2020-07-27,2,2020,10.6,22.1,N,5.1,98.0,7.0,Low,23.7,65.0,2020-07-27 02:00:00
2020-07-28,2,2020,11.3,16.9,S,0.4,-93.0,7.0,Low,23.5,66.0,2020-07-28 02:00:00
2020-07-29,2,2020,11.5,17.3,NW,0.7,84.0,7.0,Low,24.4,64.0,2020-07-29 02:00:00
2020-07-30,2,2020,10.1,26.5,NW,1.4,110.0,7.0,Low,23.4,64.0,2020-07-30 02:00:00
2020-07-31,2,2020,10.0,19.5,S,0.1,-89.0,7.1,Low,22.6,63.0,2020-07-31 02:00:00
2020-08-01,2,2020,10.6,26.3,E,2.7,1748.0,6.8,Low,24.5,67.0,2020-08-01 02:00:00
2020-08-02,2,2020,10.0,26.3,NW,1.0,-64.0,7.0,Low,23.5,68.0,2020-08-02 02:00:00
2020-08-03,2,2020,9.9,17.3,W,1.0,3.0,6.9,Low,25.1,62.0,2020-08-03 02:00:00
2020-08-04,2,2020,11.7,23.5,NE,0.7,-29.0,7.0,Low,24.5,67.0,2020-08-04 02:00:00
2020-08-05,2,2020,11.7,25.3,SE,0.0,-100.0,7.0,Low,23.8,69.0,2020-08-05 02:00:00
2020-08-06,2,2020,11.2,19.3,SE,1.4,0.0,7.2,Low,24.7,68.0,2020-08-06 02:00:00
2020-08-07,2,2020,10.7,22.1,SE,3.8,180.0,7.0,Low,25.3,64.0,2020-08-07 02:00:00
2020-08-08,2,2020,9.2,20.1,SW,0.0,-100.0,7.1,Low,25.8,66.0,2020-08-08 02:00:00
2020-08-09,2,2020,10.9,25.6,N,0.9,0.0,6.7,Low,23.1,62.0,2020-08-09 02:00:00
2020-08-10,2,2020,12.5,28.8,N,0.1,-91.0,7.0,Low,24.5,67.0,2020-08-10 02:00:00
2020-08-11,2,2020,11.3,19.4,NW,1.3,1374.0,7.0,Low,23.4,64.0,2020-08-11 02:00:00
2020-08-12,2,2020,14.0,21.2,NE,0.0,-100.0,6.9,Low,23.6,66.0,2020-08-12 02:00:00
2020-08-13,2,2020,11.2,21.6,N,0.8,0.0,6.9,Low,25.5,70.0,2020-08-13 02:00:00
2020-08-14,2,2020,11.7,29.0,NE,3.5,360.0,7.0,Low,24.6,65.0,2020-08-14 02:00:00
2020-08-15,2,2020,8.7,24.2,E,1.0,-72.0,7.0,Low,23.9,65.0,2020-08-15 02:00:00
2020-08-16,2,2020,10.2,25.7,E,2.9,202.0,7.1,Low,24.3,67.0,2020-08-16 02:00:00
2020-08-17,2,2020,11.7,19.9,N,5.0,73.0,6.9,Low,23.8,63.0,2020-08-17 02:00:00
2020-08-18,2,2020,10.1,17.5,SE,1.4,-73.0,7.0,Low,24.0,68.0,2020-08-18 02:00:00
2020-08-19,2,2020,12.9,24.5,E,2.2,61.0,7.0,Low,24.1,65.0,2020-08-19 02:00:00
2020-08-20,2,2020,12.9,26.7,E,0.8,-61.0,7.0,Low,24.4,66.0,2020-08-20 02:00:00
2020-08-21,2,2020,9.1,15.3,N,0.0,-100.0,7.1,Low,25.8,63.0,2020-08-21 02:00:00
2020-08-22,2,2020,9.4,17.6,SE,3.0,0.0,6.9,Low,24.6,57.0,2020-08-22 02:00:00
2020-08-23,2,2020,10.4,25.0,W,0.0,-100.0,6.9,Low,24.9,62.0,2020-08-23 02:00:00
2020-08-24,2,2020,10.0,22.9,NE,0.0,0.0,6.9,Low,24.6,60.0,2020-08-24 02:00:00
2020-08-25,2,2020,11.8,25.4,E,0.0,0.0,6.8,Low,24.6,63.0,2020-08-25 02:00:00
2020-08-26,2,2020,10.1,24.9,W,0.7,0.0,6.9,Low,24.9,61.0,2020-08-26 02:00:00
2020-08-27,2,2020,12.7,27.9,N,0.8,15.0,6.9,Low,24.0,62.0,2020-08-27 02:00:00
2020-08-28,2,2020,11.2,28.5,SW,2.6,227.0,7.0,Low,25.3,60.0,2020-08-28 02:00:00
2020-08-29,2,2020,7.7,20.3,N,0.0,-100.0,6.9,Low,23.7,63.0,2020-08-29 02:00:00
2020-08-30,2,2020,11.5,28.7,N,0.3,0.0,7.0,Low,23.2,64.0,2020-08-30 02:00:00
2020-08-31,2,2020,11.2,19.2,S,5.3,1650.0,7.1,Low,24.5,64.0,2020-08-31 02:00:00
2020-09-01,2,2020,8.2,25.6,W,0.0,-100.0,7.0,Low,23.6,67.0,2020-09-01 02:00:00
2020-09-02,2,2020,13.5,26.0,SE,0.1,0.0,7.0,Low,24.9,63.0,2020-09-02 02:00:00
2020-09-03,2,2020,11.9,26.2,SE,0.0,-100.0,6.9,Low,24.9,62.0,2020-09-03 02:00:00
2020-09-04,2,2020,9.9,26.4,W,1.4,0.0,7.1,Low,24.3,58.0,2020-09-04 02:00:00
2020-09-05,2,2020,12.1,19.2,E,0.2,-88.0,6.9,Low,25.0,63.0,2020-09-05 02:00:00
2020-09-06,2,2020,12.0,17.4,SW,0.0,-100.0,6.9,Low,25.0,65.0,2020-09-06 02:00:00
2020-09-07,2,2020,10.4,17.7,E,0.0,0.0,6.8,Low,24.0,61.0,2020-09-07 02:00:00
2020-09-08,2,2020,11.6,23.6,N,0.4,0.0,6.8,Low,24.3,63.0,2020-09-08 02:00:00
2020-09-09,2,2020,11.0,16.4,SE,0.0,-100.0,6.9,Low,23.7,64.0,2020-09-09 02:00:00
2020-09-10,2,2020,14.6,30.0,N,0.0,0.0,6.8,Low,23.7,65.0,2020-09-10 02:00:00
2020-09-11,2,2020,11.0,26.2,W,0.6,0.0,6.9,Low,23.4,60.0,2020-09-11 02:00:00
2020-09-12,2,2020,9.7,25.5,NW,6.4,921.0,6.7,Low,24.9,64.0,2020-09-12 02:00:00
2020-09-13,2,2020,12.4,30.1,SW,6.2,-2.0,7.0,Low,25.0,66.0,2020-09-13 02:00:00
2020-09-14,2,2020,8.7,17.6,SW,0.0,-100.0,6.8,Low,24.2,61.0,2020-09-14 02:00:00
2020-09-15,2,2020,11.8,25.8,S,0.1,0.0,7.0,Low,24.3,67.0,2020-09-15 02:00:00
2020-09-16,2,2020,8.7,24.0,S,4.1,7704.0,7.1,Low,24.9,64.0,2020-09-16 02:00:00
2020-09-17,2,2020,8.1,17.7,E,2.5,-39.0,6.9,Low,23.7,61.0,2020-09-17 02:00:00
2020-09-18,2,2020,9.9,19.3,NW,0.0,-100.0,6.9,Low,25.2,64.0,2020-09-18 02:00:00
2020-09-19,2,2020,10.2,19.2,NE,1.5,0.0,6.9,Low,24.4,61.0,2020-09-19 02:00:00
2020-09-20,2,2020,13.6,25.6,E,0.8,-45.0,6.7,Low,24.2,65.0,2020-09-20 02:00:00
2020-09-21,2,2020,11.2,26.0,S,1.0,19.0,6.8,Low,25.1,63.0,2020-09-21 02:00:00
2020-09-22,2,2020,9.9,17.4,NW,1.3,30.0,6.9,Low,25.7,65.0,2020-09-22 02:00:00
2020-09-23,2,2020,8.7,23.8,NE,0.8,-36.0,6.9,Low,23.8,64.0,2020-09-23 02:00:00
2020-09-24,2,2020,13.3,23.3,SE,0.0,-100.0,6.8,Low,25.9,61.0,2020-09-24 02:00:00
2020-09-25,2,2020,11.8,21.3,SE,0.3,0.0,6.9,Low,25.0,63.0,2020-09-25 02:00:00
2020-09-26,2,2020,10.9,28.2,N,4.0,1291.0,6.6,Low,25.7,58.0,2020-09-26 02:00:00
2020-09-27,2,2020,12.9,18.7,W,1.0,-74.0,6.8,Low,23.5,62.0,2020-09-27 02:00:00
2020-09-28,2,2020,11.4,28.0,S,0.0,-100.0,7.0,Low,25.6,63.0,2020-09-28 02:00:00
2020-09-29,2,2020,11.1,23.6,S,3.0,0.0,7.0,Low,25.3,64.0,2020-09-29 02:00:00
2020-09-30,2,2020,10.9,16.8,SW,3.0,2.0,7.0,Low,24.2,62.0,2020-09-30 02:00:00
2020-10-01,2,2020,11.2,20.4,W,0.4,-85.0,6.8,Low,24.9,61.0,2020-10-01 02:00:00
2020-10-02,2,2020,15.1,30.8,NE,0.0,-100.0,6.7,Low,25.3,64.0,2020-10-02 02:00:00
2020-10-03,2,2020,10.8,19.1,NW,5.1,0.0,6.8,Low,25.5,58.0,2020-10-03 02:00:00
2020-10-04,2,2020,10.2,19.8,W,0.0,-100.0,6.9,Low,26.1,64.0,2020-10-04 02:00:00
2020-10-05,2,2020,10.4,28.4,E,3.7,0.0,7.0,Low,25.5,62.0,2020-10-05 02:00:00
2020-10-06,2,2020,10.6,16.9,NW,0.2,-94.0,6.9,Low,24.5,62.0,2020-10-06 02:00:00
2020-10-07,2,2020,8.9,24.2,SW,0.0,-100.0,6.8,Low,26.4,61.0,2020-10-07 02:00:00
2020-10-08,2,2020,9.8,27.1,N,0.2,0.0,6.7,Low,25.5,60.0,2020-10-08 02:00:00
2020-10-09,2,2020,13.2,30.2,SE,0.5,177.0,7.0,Low,25.2,64.0,2020-10-09 02:00:00
2020-10-10,2,2020,9.7,25.5,E,2.8,439.0,6.7,Low,25.4,63.0,2020-10-10 02:00:00
2020-10-11,2,2020,12.3,23.9,NE,4.2,49.0,6.9,Low,25.5,60.0,2020-10-11 02:00:00
2020-10-12,2,2020,11.3,29.0,NE,0.2,-96.0,6.9,Low,25.1,69.0,2020-10-12 02:00:00
2020-10-13,2,2020,11.5,16.9,S,1.2,638.0,6.8,Low,24.8,62.0,2020-10-13 02:00:00
2020-10-14,2,2020,11.0,20.4,W,0.0,-100.0,6.8,Low,24.9,65.0,2020-10-14 02:00:00
2020-10-15,2,2020,11.3,28.8,NE,2.6,0.0,6.8,Low,24.9,61.0,2020-10-15 02:00:00
2020-10-16,2,2020,12.7,23.2,S,0.2,-93.0,6.8,Low,25.5,66.0,2020-10-16 02:00:00
2020-10-17,2,2020,9.6,15.1,NW,4.1,2296.0,7.1,Low,24.7,66.0,2020-10-17 02:00:00
2020-10-18,2,2020,11.0,24.0,S,0.0,-100.0,6.8,Low,24.5,58.0,2020-10-18 02:00:00
2020-10-19,2,2020,11.1,21.1,N,0.0,0.0,6.9,Low,25.1,65.0,2020-10-19 02:00:00
2020-10-20,2,2020,13.3,28.2,S,3.0,0.0,6.9,Low,24.8,68.0,2020-10-20 02:00:00
2020-10-21,2,2020,12.0,23.6,S,0.0,-100.0,6.7,Low,24.3,64.0,2020-10-21 02:00:00
2020-10-22,2,2020,15.0,21.3,S,1.8,0.0,6.9,Low,24.6,64.0,2020-10-22 02:00:00
2020-10-23,2,2020,8.1,17.6,SE,0.0,-100.0,6.8,Low,25.0,60.0,2020-10-23 02:00:00
2020-10-24,2,2020,8.0,18.8,E,0.0,0.0,6.9,Low,25.4,60.0,2020-10-24 02:00:00
2020-10-25,2,2020,9.7,23.5,SW,0.9,0.0,6.8,Low,24.2,66.0,2020-10-25 02:00:00
2020-10-26,2,2020,14.3,28.1,NE,0.5,-47.0,6.8,Low,25.2,68.0,2020-10-26 02:00:00
2020-10-27,2,2020,9.3,21.0,NE,0.0,-100.0,6.9,Low,23.9,56.0,2020-10-27 02:00:00
2020-10-28,2,2020,12.1,28.7,N,0.4,0.0,6.8,Low,24.2,67.0,2020-10-28 02:00:00
2020-10-29,2,2020,10.2,21.5,S,2.5,507.0,6.7,Low,25.0,59.0,2020-10-29 02:00:00
2020-10-30,2,2020,11.6,24.4,E,1.0,-63.0,6.8,Low,25.2,67.0,2020-10-30 02:00:00
2020-10-31,2,2020,9.9,16.5,NW,9.4,883.0,6.8,Low,26.5,66.0,2020-10-31 02:00:00
2020-11-01,2,2020,12.9,27.5,SE,2.7,-71.0,6.8,Low,25.5,58.0,2020-11-01 02:00:00
2020-11-02,2,2020,10.1,25.3,SW,5.2,93.0,6.9,Low,25.1,59.0,2020-11-02 02:00:00
2020-11-03,2,2020,12.0,17.4,SW,0.3,-95.0,6.9,Low,24.7,61.0,2020-11-03 02:00:00
2020-11-04,2,2020,13.3,27.0,W,3.3,1189.0,6.8,Low,24.5,67.0,2020-11-04 02:00:00
2020-11-05,2,2020,12.0,22.1,NW,0.3,-91.0,6.7,Low,24.4,66.0,2020-11-05 02:00:00
2020-11-06,2,2020,10.0,16.9,NW,0.1,-82.0,7.0,Low,26.1,60.0,2020-11-06 02:00:00
2020-11-07,2,2020,11.9,18.9,NW,0.1,133.0,6.7,Low,25.6,56.0,2020-11-07 02:00:00
2020-11-08,2,2020,11.5,17.6,E,1.6,1211.0,6.8,Low,25.0,61.0,2020-11-08 02:00:00
2020-11-09,2,2020,12.1,23.3,SE,0.0,-100.0,6.9,Low,25.2,62.0,2020-11-09 02:00:00
2020-11-10,2,2020,12.5,25.6,NE,0.0,0.0,6.9,Low,25.0,61.0,2020-11-10 02:00:00
2020-11-11,2,2020,11.5,23.0,SW,1.0,0.0,6.9,Low,24.6,54.0,2020-11-11 02:00:00
2020-11-12,2,2020,7.5,20.8,E,1.7,72.0,7.0,Low,25.2,58.0,2020-11-12 02:00:00
2020-11-13,2,2020,10.7,24.5,E,1.1,-33.0,6.8,Low,25.7,59.0,2020-11-13 02:00:00
2020-11-14,2,2020,12.6,21.7,W,0.5,-52.0,7.0,Low,26.9,62.0,2020-11-14 02:00:00
2020-11-15,2,2020,10.4,15.9,SE,0.5,-2.0,7.0,Low,24.9,59.0,2020-11-15 02:00:00
2020-11-16,2,2020,9.9,23.1,SE,0.0,-100.0,6.8,Low,25.6,62.0,2020-11-16 02:00:00
2020-11-17,2,2020,12.2,20.1,NW,0.8,0.0,6.9,Low,24.5,63.0,2020-11-17 02:00:00
2020-11-18,2,2020,12.2,24.8,N,3.0,298.0,6.8,Low,25.5,69.0,2020-11-18 02:00:00
2020-11-19,2,2020,10.0,17.6,S,7.3,144.0,6.9,Low,26.3,60.0,2020-11-19 02:00:00
2020-11-20,2,2020,10.1,23.1,NW,1.1,-85.0,7.0,Low,25.2,63.0,2020-11-20 02:00:00
2020-11-21,2,2020,10.5,19.3,S,5.9,420.0,6.6,Medium,24.8,62.0,2020-11-21 02:00:00
2020-11-22,2,2020,10.9,16.3,NE,1.7,-71.0,6.8,Low,25.7,60.0,2020-11-22 02:00:00
2020-11-23,2,2020,13.9,23.4,NW,0.0,-100.0,6.8,Low,25.6,61.0,2020-11-23 02:00:00
2020-11-24,2,2020,10.4,23.7,W,0.3,0.0,6.8,Low,26.1,64.0,2020-11-24 02:00:00
2020-11-25,2,2020,8.5,21.4,SW,0.0,-100.0,6.8,Low,25.6,56.0,2020-11-25 02:00:00
2020-11-26,2,2020,12.8,22.8,SE,0.6,0.0,6.8,Low,25.7,61.0,2020-11-26 02:00:00
2020-11-27,2,2020,12.3,18.6,N,0.0,-100.0,7.0,Low,25.4,65.0,2020-11-27 02:00:00
2020-11-28,2,2020,10.2,23.2,SE,4.9,0.0,6.7,Low,26.0,62.0,2020-11-28 02:00:00
2020-11-29,2,2020,11.8,28.5,NW,0.0,-100.0,6.7,Low,24.1,60.0,2020-11-29 02:00:00
2020-11-30,2,2020,10.7,20.3,NE,0.0,0.0,6.6,Low,25.6,67.0,2020-11-30 02:00:00
2020-12-01,2,2020,12.1,18.3,SW,0.0,0.0,6.8,Low,25.6,63.0,2020-12-01 02:00:00
2020-12-02,2,2020,11.4,18.1,SW,2.0,0.0,6.7,Low,25.7,62.0,2020-12-02 02:00:00
2020-12-03,2,2020,10.7,25.0,SW,0.0,-100.0,6.9,Low,24.5,60.0,2020-12-03 02:00:00
2020-12-04,2,2020,12.5,22.5,NW,0.0,0.0,6.8,Low,25.4,60.0,2020-12-04 02:00:00
2020-12-05,2,2020,12.1,20.2,N,0.8,0.0,6.7,Low,24.6,64.0,2020-12-05 02:00:00
2020-12-06,2,2020,9.3,17.0,W,0.0,-100.0,7.0,Low,25.2,64.0,2020-12-06 02:00:00
2020-12-07,2,2020,8.1,21.9,SE,0.0,0.0,6.6,Low,25.0,63.0,2020-12-07 02:00:00
2020-12-08,2,2020,9.5,17.4,W,1.1,0.0,6.8,Low,25.3,64.0,2020-12-08 02:00:00
2020-12-09,2,2020,9.2,21.5,E,0.0,-100.0,6.7,Low,26.3,61.0,2020-12-09 02:00:00
2020-12-10,2,2020,9.2,15.0,S,0.9,0.0,6.9,Low,25.5,58.0,2020-12-10 02:00:00
2020-12-11,2,2020,11.0,17.4,S,3.6,282.0,6.7,Low,26.7,65.0,2020-12-11 02:00:00
2020-12-12,2,2020,11.1,21.8,N,2.6,-27.0,6.8,Low,25.3,65.0,2020-12-12 02:00:00
2020-12-13,2,2020,10.1,17.9,NW,0.0,-100.0,7.0,Low,25.0,62.0,2020-12-13 02:00:00
2020-12-14,2,2020,8.6,17.7,E,2.9,0.0,6.9,Low,25.4,64.0,2020-12-14 02:00:00
2020-12-15,2,2020,10.8,27.0,E,2.1,-27.0,6.8,Low,26.3,61.0,2020-12-15 02:00:00
2020-12-16,2,2020,10.7,20.4,NE,0.5,-78.0,6.8,Low,26.1,63.0,2020-12-16 02:00:00
2020-12-17,2,2020,8.6,18.8,SE,1.4,207.0,6.8,Low,24.6,62.0,2020-12-17 02:00:00
2020-12-18,2,2020,12.2,22.7,N,0.0,-100.0,6.8,Low,24.9,64.0,2020-12-18 02:00:00
2020-12-19,2,2020,9.9,26.2,NW,0.0,0.0,6.8,Low,26.5,63.0,2020-12-19 02:00:00
2020-12-20,2,2020,10.1,25.4,SE,3.3,17786.0,7.0,Low,25.7,61.0,2020-12-20 02:00:00
