time,region_id,year_id,ndvi,ndwi,land_surface_temperature_c,satellite_soil_moisture_percent,satellite_source,vegetation_condition_index,evapotranspiration_sebal_mmday,updated_at
2020-06-10,2,2020,0.617,0.6,26.71,30.93,MODIS,30.35,6.06,2020-06-10 02:00:00
2020-06-11,2,2020,0.668,0.384,28.62,26.47,MODIS,54.18,5.25,2020-06-11 02:00:00
2020-06-12,2,2020,0.67,0.287,26.69,23.42,MODIS,55.33,6.36,2020-06-12 02:00:00
2020-06-13,2,2020,0.661,0.242,27.14,25.96,MODIS,51.19,6.15,2020-06-13 02:00:00
2020-06-14,2,2020,0.652,0.554,28.44,26.11,MODIS,46.86,6.18,2020-06-14 02:00:00
2020-06-15,2,2020,0.696,0.153,28.38,24.93,MODIS,67.34,6.87,2020-06-15 02:00:00
2020-06-16,2,2020,0.683,0.234,27.8,24.96,MODIS,61.26,6.27,2020-06-16 02:00:00
2020-06-17,2,2020,0.673,0.354,28.63,29.08,MODIS,56.64,5.63,2020-06-17 02:00:00
2020-06-18,2,2020,0.636,0.325,27.25,25.38,MODIS,38.95,6.19,2020-06-18 02:00:00
2020-06-19,2,2020,0.678,0.237,27.75,27.71,MODIS,59.17,5.91,2020-06-19 02:00:00
2020-06-20,2,2020,0.66,0.299,26.94,29.02,MODIS,50.25,7.38,2020-06-20 02:00:00
2020-06-21,2,2020,0.668,0.202,27.32,27.86,MODIS,54.31,6.09,2020-06-21 02:00:00
2020-06-22,2,2020,0.673,0.2,28.22,24.21,MODIS,56.43,6.52,2020-06-22 02:00:00
2020-06-23,2,2020,0.663,0.25,27.91,24.28,MODIS,51.77,6.28,2020-06-23 02:00:00
2020-06-24,2,2020,0.645,0.261,27.29,23.35,MODIS,43.61,5.83,2020-06-24 02:00:00
2020-06-25,2,2020,0.656,0.334,28.15,29.72,MODIS,48.51,6.53,2020-06-25 02:00:00
2020-06-26,2,2020,0.683,0.222,28.97,28.08,MODIS,61.23,6.71,2020-06-26 02:00:00
2020-06-27,2,2020,0.662,0.255,27.41,30.24,MODIS,51.41,5.37,2020-06-27 02:00:00
2020-06-28,2,2020,0.63,0.503,28.43,24.77,MODIS,36.36,5.68,2020-06-28 02:00:00
2020-06-29,2,2020,0.663,0.252,28.34,23.93,MODIS,51.74,6.0,2020-06-29 02:00:00
2020-06-30,2,2020,0.656,0.186,27.8,25.99,MODIS,48.83,6.48,2020-06-30 02:00:00
2020-07-01,2,2020,0.673,0.229,27.28,26.02,MODIS,56.57,6.31,2020-07-01 02:00:00
2020-07-02,2,2020,0.67,0.295,27.58,28.16,MODIS,54.99,6.02,2020-07-02 02:00:00
2020-07-03,2,2020,0.675,0.21,26.8,29.75,MODIS,57.58,6.58,2020-07-03 02:00:00
2020-07-04,2,2020,0.668,0.212,28.54,31.97,MODIS,54.4,5.6,2020-07-04 02:00:00
2020-07-05,2,2020,0.662,0.271,29.36,31.65,MODIS,51.23,6.11,2020-07-05 02:00:00
2020-07-06,2,2020,0.68,0.235,28.31,25.94,MODIS,59.81,6.91,2020-07-06 02:00:00
2020-07-07,2,2020,0.658,0.234,28.54,22.9,MODIS,49.47,6.51,2020-07-07 02:00:00
2020-07-08,2,2020,0.655,0.244,28.82,26.9,MODIS,48.11,5.65,2020-07-08 02:00:00
2020-07-09,2,2020,0.687,0.26,27.23,26.63,MODIS,63.33,5.86,2020-07-09 02:00:00
2020-07-10,2,2020,0.639,0.194,28.03,28.25,MODIS,40.55,6.29,2020-07-10 02:00:00
2020-07-11,2,2020,0.638,0.196,28.1,27.61,MODIS,40.0,6.0,2020-07-11 02:00:00
2020-07-12,2,2020,0.658,0.374,27.76,26.88,MODIS,49.39,6.09,2020-07-12 02:00:00
2020-07-13,2,2020,0.666,0.2,26.9,27.8,MODIS,53.27,7.12,2020-07-13 02:00:00
2020-07-14,2,2020,0.671,0.339,28.01,24.52,MODIS,55.73,6.83,2020-07-14 02:00:00
2020-07-15,2,2020,0.646,0.184,27.51,29.77,MODIS,43.71,5.75,2020-07-15 02:00:00
2020-07-16,2,2020,0.653,0.211,29.13,25.59,MODIS,47.35,6.19,2020-07-16 02:00:00
2020-07-17,2,2020,0.645,0.24,28.12,27.02,MODIS,43.62,6.55,2020-07-17 02:00:00
2020-07-18,2,2020,0.67,0.334,27.02,26.22,MODIS,55.13,6.8,2020-07-18 02:00:00
2020-07-19,2,2020,0.668,0.232,28.0,27.7,MODIS,54.49,6.12,2020-07-19 02:00:00
2020-07-20,2,2020,0.661,0.314,28.36,25.31,MODIS,50.79,6.72,2020-07-20 02:00:00
2020-07-21,2,2020,0.683,0.317,27.99,28.17,MODIS,61.54,6.17,2020-07-21 02:00:00
2020-07-22,2,2020,0.664,0.6,28.27,23.03,MODIS,52.3,5.83,2020-07-22 02:00:00
2020-07-23,2,2020,0.622,0.226,27.46,24.79,MODIS,32.66,5.48,2020-07-23 02:00:00
2020-07-24,2,2020,0.652,0.23,28.37,28.86,MODIS,46.9,6.13,2020-07-24 02:00:00
2020-07-25,2,2020,0.648,0.345,28.35,22.04,MODIS,44.96,6.5,2020-07-25 02:00:00
2020-07-26,2,2020,0.664,0.327,28.45,25.07,MODIS,52.22,6.05,2020-07-26 02:00:00
2020-07-27,2,2020,0.647,0.463,29.69,25.23,MODIS,44.22,5.63,2020-07-27 02:00:00
2020-07-28,2,2020,0.643,0.219,27.76,25.19,MODIS,42.5,6.06,2020-07-28 02:00:00
2020-07-29,2,2020,0.645,0.207,28.09,24.46,MODIS,43.17,6.64,2020-07-29 02:00:00
2020-07-30,2,2020,0.645,0.239,27.24,26.52,MODIS,43.4,6.12,2020-07-30 02:00:00
2020-07-31,2,2020,0.64,0.237,29.47,23.95,MODIS,41.03,5.8,2020-07-31 02:00:00
2020-08-01,2,2020,0.643,0.348,27.42,27.15,MODIS,42.23,6.71,2020-08-01 02:00:00
2020-08-02,2,2020,0.659,0.245,27.78,27.21,MODIS,50.09,6.74,2020-08-02 02:00:00
2020-08-03,2,2020,0.627,0.269,28.15,27.14,MODIS,34.85,6.58,2020-08-03 02:00:00
2020-08-04,2,2020,0.638,0.221,27.17,30.07,MODIS,40.32,5.94,2020-08-04 02:00:00
2020-08-05,2,2020,0.625,0.198,28.3,24.26,MODIS,33.86,6.25,2020-08-05 02:00:00
2020-08-06,2,2020,0.636,0.259,27.84,22.19,MODIS,38.99,6.26,2020-08-06 02:00:00
2020-08-07,2,2020,0.631,0.385,28.71,28.37,MODIS,36.72,6.42,2020-08-07 02:00:00
2020-08-08,2,2020,0.614,0.196,29.27,25.88,MODIS,28.56,6.43,2020-08-08 02:00:00
2020-08-09,2,2020,0.641,0.242,26.6,27.6,MODIS,41.56,6.93,2020-08-09 02:00:00
2020-08-10,2,2020,0.649,0.247,28.15,28.62,MODIS,45.1,6.47,2020-08-10 02:00:00
2020-08-11,2,2020,0.628,0.283,29.87,26.09,MODIS,35.35,5.9,2020-08-11 02:00:00
2020-08-12,2,2020,0.653,0.201,29.42,27.78,MODIS,47.29,6.68,2020-08-12 02:00:00
2020-08-13,2,2020,0.622,0.216,28.54,27.86,MODIS,32.54,7.07,2020-08-13 02:00:00
2020-08-14,2,2020,0.651,0.342,28.69,25.98,MODIS,46.27,6.49,2020-08-14 02:00:00
2020-08-15,2,2020,0.635,0.211,28.99,28.08,MODIS,38.74,6.74,2020-08-15 02:00:00
2020-08-16,2,2020,0.612,0.309,28.1,25.63,MODIS,27.79,6.76,2020-08-16 02:00:00
2020-08-17,2,2020,0.631,0.477,28.76,25.41,MODIS,36.65,6.42,2020-08-17 02:00:00
2020-08-18,2,2020,0.652,0.282,26.81,29.11,MODIS,46.49,6.07,2020-08-18 02:00:00
2020-08-19,2,2020,0.618,0.307,28.14,28.77,MODIS,30.6,6.64,2020-08-19 02:00:00
2020-08-20,2,2020,0.64,0.235,28.22,28.45,MODIS,40.98,6.17,2020-08-20 02:00:00
2020-08-21,2,2020,0.651,0.176,27.22,23.96,MODIS,46.35,6.65,2020-08-21 02:00:00
2020-08-22,2,2020,0.644,0.297,29.04,22.17,MODIS,42.87,6.8,2020-08-22 02:00:00
2020-08-23,2,2020,0.629,0.207,29.06,28.6,MODIS,35.99,6.19,2020-08-23 02:00:00
2020-08-24,2,2020,0.621,0.198,28.63,25.15,MODIS,32.01,6.77,2020-08-24 02:00:00
2020-08-25,2,2020,0.654,0.21,29.51,24.2,MODIS,47.66,6.86,2020-08-25 02:00:00
2020-08-26,2,2020,0.622,0.223,28.8,28.11,MODIS,32.58,6.9,2020-08-26 02:00:00
2020-08-27,2,2020,0.624,0.209,29.02,27.48,MODIS,33.6,6.6,2020-08-27 02:00:00
2020-08-28,2,2020,0.631,0.332,29.16,28.32,MODIS,36.79,6.32,2020-08-28 02:00:00
2020-08-29,2,2020,0.632,0.186,28.08,26.67,MODIS,37.28,6.05,2020-08-29 02:00:00
2020-08-30,2,2020,0.624,0.22,27.49,27.09,MODIS,33.69,6.36,2020-08-30 02:00:00
2020-08-31,2,2020,0.634,0.448,28.41,25.16,MODIS,38.36,6.44,2020-08-31 02:00:00
2020-09-01,2,2020,0.63,0.201,29.05,23.79,MODIS,36.25,6.96,2020-09-01 02:00:00
2020-09-02,2,2020,0.624,0.191,28.16,21.32,MODIS,33.58,7.29,2020-09-02 02:00:00
2020-09-03,2,2020,0.621,0.188,27.84,27.49,MODIS,31.91,6.52,2020-09-03 02:00:00
2020-09-04,2,2020,0.635,0.281,29.39,26.61,MODIS,38.52,6.42,2020-09-04 02:00:00
2020-09-05,2,2020,0.621,0.185,28.7,27.45,MODIS,32.27,6.35,2020-09-05 02:00:00
2020-09-06,2,2020,0.621,0.205,27.29,24.45,MODIS,31.93,6.9,2020-09-06 02:00:00
2020-09-07,2,2020,0.602,0.219,29.06,22.79,MODIS,22.92,7.61,2020-09-07 02:00:00
2020-09-08,2,2020,0.639,0.251,29.88,28.24,MODIS,40.63,6.49,2020-09-08 02:00:00
2020-09-09,2,2020,0.634,0.209,27.94,25.82,MODIS,38.09,6.22,2020-09-09 02:00:00
2020-09-10,2,2020,0.625,0.2,28.61,24.35,MODIS,33.99,6.94,2020-09-10 02:00:00
2020-09-11,2,2020,0.624,0.196,28.15,25.94,MODIS,33.58,6.32,2020-09-11 02:00:00
2020-09-12,2,2020,0.618,0.461,28.89,24.85,MODIS,30.63,6.01,2020-09-12 02:00:00
2020-09-13,2,2020,0.638,0.499,29.3,24.65,MODIS,40.01,6.33,2020-09-13 02:00:00
2020-09-14,2,2020,0.608,0.218,28.23,25.71,MODIS,26.0,5.8,2020-09-14 02:00:00
2020-09-15,2,2020,0.623,0.195,29.05,24.69,MODIS,33.24,6.72,2020-09-15 02:00:00
2020-09-16,2,2020,0.621,0.371,28.93,25.5,MODIS,31.92,6.12,2020-09-16 02:00:00
2020-09-17,2,2020,0.622,0.316,28.15,26.68,MODIS,32.68,6.09,2020-09-17 02:00:00
2020-09-18,2,2020,0.625,0.193,29.45,22.04,MODIS,34.04,6.85,2020-09-18 02:00:00
2020-09-19,2,2020,0.598,0.276,28.47,24.77,MODIS,21.31,6.19,2020-09-19 02:00:00
2020-09-20,2,2020,0.606,0.224,29.09,26.2,MODIS,25.03,6.17,2020-09-20 02:00:00
2020-09-21,2,2020,0.615,0.254,28.84,21.87,MODIS,29.14,7.19,2020-09-21 02:00:00
2020-09-22,2,2020,0.619,0.234,28.83,24.01,MODIS,31.0,6.03,2020-09-22 02:00:00
2020-09-23,2,2020,0.606,0.277,28.86,24.64,MODIS,24.96,6.83,2020-09-23 02:00:00
2020-09-24,2,2020,0.626,0.225,28.22,22.09,MODIS,34.31,7.78,2020-09-24 02:00:00
2020-09-25,2,2020,0.614,0.212,29.03,25.65,MODIS,28.69,6.32,2020-09-25 02:00:00
2020-09-26,2,2020,0.619,0.389,28.74,22.08,MODIS,31.22,6.24,2020-09-26 02:00:00
2020-09-27,2,2020,0.642,0.245,28.34,24.43,MODIS,42.05,6.51,2020-09-27 02:00:00
2020-09-28,2,2020,0.642,0.206,28.16,24.79,MODIS,41.84,6.55,2020-09-28 02:00:00
2020-09-29,2,2020,0.634,0.308,29.59,23.62,MODIS,38.24,6.0,2020-09-29 02:00:00
2020-09-30,2,2020,0.619,0.372,30.2,27.6,MODIS,31.32,5.63,2020-09-30 02:00:00
2020-10-01,2,2020,0.608,0.233,28.88,24.54,MODIS,25.82,6.59,2020-10-01 02:00:00
2020-10-02,2,2020,0.607,0.201,28.34,25.61,MODIS,25.6,6.63,2020-10-02 02:00:00
2020-10-03,2,2020,0.607,0.445,29.03,24.75,MODIS,25.42,6.85,2020-10-03 02:00:00
2020-10-04,2,2020,0.601,0.198,28.92,28.38,MODIS,22.8,6.13,2020-10-04 02:00:00
2020-10-05,2,2020,0.633,0.4,28.24,25.43,MODIS,37.53,6.8,2020-10-05 02:00:00
2020-10-06,2,2020,0.615,0.207,27.3,27.07,MODIS,29.01,7.67,2020-10-06 02:00:00
2020-10-07,2,2020,0.623,0.214,28.56,21.14,MODIS,33.03,6.51,2020-10-07 02:00:00
2020-10-08,2,2020,0.581,0.206,30.27,26.83,MODIS,13.0,6.67,2020-10-08 02:00:00
2020-10-09,2,2020,0.617,0.249,27.96,26.82,MODIS,29.98,6.57,2020-10-09 02:00:00
2020-10-10,2,2020,0.65,0.348,29.68,25.26,MODIS,45.82,6.11,2020-10-10 02:00:00
2020-10-11,2,2020,0.6,0.377,29.9,24.11,MODIS,21.97,6.93,2020-10-11 02:00:00
2020-10-12,2,2020,0.611,0.184,30.44,28.01,MODIS,27.12,6.94,2020-10-12 02:00:00
2020-10-13,2,2020,0.579,0.228,28.36,24.4,MODIS,12.05,6.56,2020-10-13 02:00:00
2020-10-14,2,2020,0.577,0.203,29.68,25.96,MODIS,11.32,6.32,2020-10-14 02:00:00
2020-10-15,2,2020,0.605,0.346,28.76,26.26,MODIS,24.47,6.83,2020-10-15 02:00:00
2020-10-16,2,2020,0.639,0.217,29.34,24.99,MODIS,40.7,6.2,2020-10-16 02:00:00
2020-10-17,2,2020,0.613,0.394,28.78,21.92,MODIS,28.39,6.19,2020-10-17 02:00:00
2020-10-18,2,2020,0.629,0.234,27.79,25.03,MODIS,35.63,6.77,2020-10-18 02:00:00
2020-10-19,2,2020,0.627,0.204,29.55,28.15,MODIS,35.09,6.19,2020-10-19 02:00:00
2020-10-20,2,2020,0.612,0.352,28.81,23.42,MODIS,27.84,5.84,2020-10-20 02:00:00
2020-10-21,2,2020,0.626,0.201,29.33,24.34,MODIS,34.58,6.8,2020-10-21 02:00:00
2020-10-22,2,2020,0.603,0.283,29.48,23.28,MODIS,23.65,6.29,2020-10-22 02:00:00
2020-10-23,2,2020,0.604,0.208,30.98,26.21,MODIS,24.17,6.65,2020-10-23 02:00:00
2020-10-24,2,2020,0.616,0.196,30.03,24.81,MODIS,29.69,6.68,2020-10-24 02:00:00
2020-10-25,2,2020,0.601,0.218,30.09,24.75,MODIS,22.51,6.73,2020-10-25 02:00:00
2020-10-26,2,2020,0.627,0.203,28.93,29.91,MODIS,34.93,6.11,2020-10-26 02:00:00
2020-10-27,2,2020,0.579,0.199,28.83,25.59,MODIS,12.01,7.23,2020-10-27 02:00:00
2020-10-28,2,2020,0.634,0.201,28.18,26.95,MODIS,38.13,6.17,2020-10-28 02:00:00
2020-10-29,2,2020,0.642,0.345,30.2,27.89,MODIS,42.04,6.43,2020-10-29 02:00:00
2020-10-30,2,2020,0.603,0.229,27.56,25.5,MODIS,23.61,6.2,2020-10-30 02:00:00
2020-10-31,2,2020,0.569,0.6,29.02,25.12,MODIS,7.54,6.78,2020-10-31 02:00:00
2020-11-01,2,2020,0.598,0.332,29.93,26.18,MODIS,21.25,6.41,2020-11-01 02:00:00
2020-11-02,2,2020,0.587,0.448,30.14,27.15,MODIS,15.82,6.79,2020-11-02 02:00:00
2020-11-03,2,2020,0.607,0.226,28.72,25.76,MODIS,25.67,6.51,2020-11-03 02:00:00
2020-11-04,2,2020,0.603,0.378,28.81,23.34,MODIS,23.58,6.33,2020-11-04 02:00:00
2020-11-05,2,2020,0.605,0.213,29.89,24.96,MODIS,24.37,6.32,2020-11-05 02:00:00
2020-11-06,2,2020,0.602,0.2,30.39,20.77,MODIS,23.02,7.61,2020-11-06 02:00:00
2020-11-07,2,2020,0.599,0.208,29.5,25.96,MODIS,21.72,7.05,2020-11-07 02:00:00
2020-11-08,2,2020,0.588,0.253,28.53,24.38,MODIS,16.6,6.87,2020-11-08 02:00:00
2020-11-09,2,2020,0.601,0.215,30.34,22.66,MODIS,22.47,6.26,2020-11-09 02:00:00
2020-11-10,2,2020,0.592,0.208,30.81,25.58,MODIS,18.23,7.37,2020-11-10 02:00:00
2020-11-11,2,2020,0.585,0.249,30.64,25.29,MODIS,15.21,6.85,2020-11-11 02:00:00
2020-11-12,2,2020,0.586,0.264,29.42,23.81,MODIS,15.49,6.72,2020-11-12 02:00:00
2020-11-13,2,2020,0.59,0.262,28.68,25.46,MODIS,17.39,6.18,2020-11-13 02:00:00
2020-11-14,2,2020,0.595,0.246,29.39,21.93,MODIS,19.82,7.32,2020-11-14 02:00:00
2020-11-15,2,2020,0.62,0.202,28.66,25.17,MODIS,31.56,7.04,2020-11-15 02:00:00
2020-11-16,2,2020,0.591,0.197,30.08,28.01,MODIS,17.69,7.04,2020-11-16 02:00:00
2020-11-17,2,2020,0.597,0.264,28.31,26.25,MODIS,20.66,6.52,2020-11-17 02:00:00
2020-11-18,2,2020,0.591,0.33,30.17,22.48,MODIS,17.66,6.52,2020-11-18 02:00:00
2020-11-19,2,2020,0.588,0.563,29.32,23.12,MODIS,16.61,7.31,2020-11-19 02:00:00
2020-11-20,2,2020,0.614,0.291,31.37,24.81,MODIS,28.83,7.55,2020-11-20 02:00:00
2020-11-21,2,2020,0.585,0.468,29.33,23.03,MODIS,15.27,6.42,2020-11-21 02:00:00
2020-11-22,2,2020,0.603,0.291,30.39,23.13,MODIS,23.69,7.57,2020-11-22 02:00:00
2020-11-23,2,2020,0.553,0.215,30.67,23.26,MODIS,0.0,7.13,2020-11-23 02:00:00
2020-11-24,2,2020,0.593,0.211,30.63,26.18,MODIS,18.68,6.66,2020-11-24 02:00:00
2020-11-25,2,2020,0.614,0.199,29.47,21.77,MODIS,28.54,6.74,2020-11-25 02:00:00
2020-11-26,2,2020,0.593,0.235,28.77,21.96,MODIS,18.72,6.58,2020-11-26 02:00:00
2020-11-27,2,2020,0.585,0.222,28.61,27.71,MODIS,15.23,7.2,2020-11-27 02:00:00
2020-11-28,2,2020,0.585,0.425,30.01,24.38,MODIS,14.94,6.59,2020-11-28 02:00:00
2020-11-29,2,2020,0.592,0.185,30.08,28.67,MODIS,18.42,6.8,2020-11-29 02:00:00
2020-11-30,2,2020,0.593,0.191,29.77,24.08,MODIS,18.89,7.3,2020-11-30 02:00:00
2020-12-01,2,2020,0.612,0.182,28.94,25.45,MODIS,27.58,7.11,2020-12-01 02:00:00
2020-12-02,2,2020,0.585,0.242,29.23,23.32,MODIS,14.98,6.85,2020-12-02 02:00:00
2020-12-03,2,2020,0.606,0.227,29.58,24.48,MODIS,24.8,6.74,2020-12-03 02:00:00
2020-12-04,2,2020,0.587,0.188,29.25,27.19,MODIS,16.22,6.92,2020-12-04 02:00:00
2020-12-05,2,2020,0.579,0.244,30.94,25.46,MODIS,12.11,5.91,2020-12-05 02:00:00
2020-12-06,2,2020,0.595,0.197,28.91,28.56,MODIS,19.98,6.54,2020-12-06 02:00:00
2020-12-07,2,2020,0.573,0.219,28.9,20.06,MODIS,9.61,6.32,2020-12-07 02:00:00
2020-12-08,2,2020,0.577,0.257,28.98,24.27,MODIS,11.34,6.91,2020-12-08 02:00:00
2020-12-09,2,2020,0.557,0.17,30.3,24.7,MODIS,1.83,6.75,2020-12-09 02:00:00
2020-12-10,2,2020,0.581,0.261,30.15,24.4,MODIS,13.02,7.3,2020-12-10 02:00:00
2020-12-11,2,2020,0.573,0.389,28.26,25.71,MODIS,9.25,6.8,2020-12-11 02:00:00
2020-12-12,2,2020,0.576,0.338,28.95,25.2,MODIS,10.96,7.21,2020-12-12 02:00:00
2020-12-13,2,2020,0.609,0.197,30.64,22.58,MODIS,26.31,7.71,2020-12-13 02:00:00
2020-12-14,2,2020,0.58,0.346,30.39,27.41,MODIS,12.81,6.29,2020-12-14 02:00:00
2020-12-15,2,2020,0.592,0.294,28.64,27.07,MODIS,18.13,7.16,2020-12-15 02:00:00
2020-12-16,2,2020,0.596,0.25,29.4,21.14,MODIS,20.3,7.01,2020-12-16 02:00:00
2020-12-17,2,2020,0.572,0.275,30.2,24.29,MODIS,9.05,6.64,2020-12-17 02:00:00
2020-12-18,2,2020,0.576,0.187,29.59,23.63,MODIS,10.86,6.55,2020-12-18 02:00:00
2020-12-19,2,2020,0.595,0.167,29.35,28.01,MODIS,19.86,7.01,2020-12-19 02:00:00
2020-12-20,2,2020,0.558,0.378,29.9,26.19,MODIS,2.1,6.3,2020-12-20 02:00:00
2020-12-21,2,2020,0.567,0.217,30.04,22.84,MODIS,6.63,6.69,2020-12-21 02:00:00
2020-12-22,2,2020,0.615,0.314,28.86,22.13,MODIS,29.28,6.96,2020-12-22 02:00:00
2020-12-23,2,2020,0.587,0.239,31.48,28.65,MODIS,15.96,5.97,2020-12-23 02:00:00
2020-12-24,2,2020,0.56,0.235,30.39,20.26,MODIS,3.46,6.51,2020-12-24 02:00:00
2020-12-25,2,2020,0.565,0.178,30.15,24.93,MODIS,5.52,6.53,2020-12-25 02:00:00
2020-12-26,2,2020,0.57,0.203,30.17,24.93,MODIS,7.9,6.8,2020-12-26 02:00:00
2020-12-27,2,2020,0.585,0.236,29.64,25.95,MODIS,15.14,7.03,2020-12-27 02:00:00
2020-12-28,2,2020,0.567,0.199,30.14,24.63,MODIS,6.57,6.54,2020-12-28 02:00:00
2020-12-29,2,2020,0.577,0.226,29.3,25.08,MODIS,11.32,7.58,2020-12-29 02:00:00
2020-12-30,2,2020,0.58,0.184,30.61,26.13,MODIS,12.79,6.77,2020-12-30 02:00:00
2020-12-31,2,2020,0.562,0.369,29.17,23.9,MODIS,4.13,6.85,2020-12-31 02:00:00
2021-01-01,2,2021,0.747,0.315,26.05,31.31,MODIS,89.09,5.3,2021-01-01 02:00:00
2021-01-02,2,2021,0.729,0.215,26.79,32.04,MODIS,81.07,5.55,2021-01-02 02:00:00
2021-01-03,2,2021,0.738,0.283,26.34,27.53,MODIS,85.22,5.42,2021-01-03 02:00:00
2021-01-04,2,2021,0.76,0.373,25.09,28.44,MODIS,94.9,5.29,2021-01-04 02:00:00
2021-01-05,2,2021,0.732,0.535,25.59,30.13,MODIS,82.24,5.7,2021-01-05 02:00:00
2021-01-06,2,2021,0.734,0.211,26.05,29.03,MODIS,83.48,6.54,2021-01-06 02:00:00
2021-01-07,2,2021,0.765,0.257,26.86,27.79,MODIS,97.44,5.2,2021-01-07 02:00:00
2021-01-08,2,2021,0.743,0.314,25.2,29.82,MODIS,87.19,6.26,2021-01-08 02:00:00
2021-01-09,2,2021,0.734,0.236,25.91,29.88,MODIS,83.08,4.6,2021-01-09 02:00:00
2021-01-10,2,2021,0.732,0.269,26.33,31.17,MODIS,82.5,5.4,2021-01-10 02:00:00
2021-01-11,2,2021,0.757,0.217,25.77,26.43,MODIS,93.74,5.93,2021-01-11 02:00:00
2021-01-12,2,2021,0.76,0.276,26.62,32.46,MODIS,94.97,4.78,2021-01-12 02:00:00
2021-01-13,2,2021,0.727,0.211,25.93,27.96,MODIS,80.22,6.06,2021-01-13 02:00:00
2021-01-14,2,2021,0.75,0.504,25.68,32.64,MODIS,90.51,4.81,2021-01-14 02:00:00
2021-01-15,2,2021,0.758,0.199,25.36,28.41,MODIS,94.38,5.99,2021-01-15 02:00:00
2021-01-16,2,2021,0.747,0.293,25.8,29.51,MODIS,89.09,5.91,2021-01-16 02:00:00
2021-01-17,2,2021,0.748,0.293,26.36,31.61,MODIS,89.78,5.9,2021-01-17 02:00:00
2021-01-18,2,2021,0.755,0.183,25.51,30.56,MODIS,92.75,5.46,2021-01-18 02:00:00
2021-01-19,2,2021,0.729,0.389,25.21,30.43,MODIS,80.89,5.99,2021-01-19 02:00:00
2021-01-20,2,2021,0.74,0.212,25.46,31.38,MODIS,85.95,5.15,2021-01-20 02:00:00
2021-01-21,2,2021,0.725,0.227,25.93,33.24,MODIS,79.04,6.14,2021-01-21 02:00:00
2021-01-22,2,2021,0.752,0.246,26.62,27.84,MODIS,91.23,5.33,2021-01-22 02:00:00
2021-01-23,2,2021,0.736,0.234,27.1,29.75,MODIS,84.19,5.82,2021-01-23 02:00:00
2021-01-24,2,2021,0.749,0.282,25.95,28.66,MODIS,90.22,5.27,2021-01-24 02:00:00
2021-01-25,2,2021,0.764,0.274,27.87,35.41,MODIS,96.98,6.02,2021-01-25 02:00:00
2021-01-26,2,2021,0.726,0.284,26.81,29.68,MODIS,79.49,5.24,2021-01-26 02:00:00
2021-01-27,2,2021,0.743,0.194,25.48,30.34,MODIS,87.47,5.81,2021-01-27 02:00:00
2021-01-28,2,2021,0.753,0.364,26.4,34.11,MODIS,91.74,5.35,2021-01-28 02:00:00
2021-01-29,2,2021,0.771,0.207,26.05,29.1,MODIS,100.0,5.5,2021-01-29 02:00:00
2021-01-30,2,2021,0.749,0.32,27.01,27.63,MODIS,90.12,5.16,2021-01-30 02:00:00
2021-01-31,2,2021,0.702,0.212,26.64,27.39,MODIS,68.87,5.53,2021-01-31 02:00:00
2021-02-01,2,2021,0.728,0.281,28.16,28.03,MODIS,80.73,5.17,2021-02-01 02:00:00
2021-02-02,2,2021,0.726,0.3,25.99,30.51,MODIS,79.54,5.89,2021-02-02 02:00:00
2021-02-03,2,2021,0.763,0.309,26.54,28.48,MODIS,96.43,6.61,2021-02-03 02:00:00
2021-02-04,2,2021,0.718,0.226,27.31,31.45,MODIS,75.91,5.35,2021-02-04 02:00:00
2021-02-05,2,2021,0.732,0.238,26.42,25.68,MODIS,82.5,5.74,2021-02-05 02:00:00
2021-02-06,2,2021,0.747,0.22,25.68,28.75,MODIS,88.99,5.04,2021-02-06 02:00:00
2021-02-07,2,2021,0.714,0.322,25.26,31.34,MODIS,74.24,6.02,2021-02-07 02:00:00
2021-02-08,2,2021,0.728,0.214,26.68,28.38,MODIS,80.38,5.36,2021-02-08 02:00:00
2021-02-09,2,2021,0.734,0.221,26.29,31.6,MODIS,83.5,6.09,2021-02-09 02:00:00
2021-02-10,2,2021,0.759,0.279,26.06,33.32,MODIS,94.78,5.8,2021-02-10 02:00:00
2021-02-11,2,2021,0.729,0.272,25.62,27.97,MODIS,80.85,5.02,2021-02-11 02:00:00
2021-02-12,2,2021,0.728,0.215,26.89,30.29,MODIS,80.42,4.88,2021-02-12 02:00:00
2021-02-13,2,2021,0.732,0.304,27.84,31.49,MODIS,82.43,6.23,2021-02-13 02:00:00
2021-02-14,2,2021,0.72,0.436,26.91,27.16,MODIS,77.08,5.56,2021-02-14 02:00:00
2021-02-15,2,2021,0.713,0.347,26.35,30.58,MODIS,73.55,5.6,2021-02-15 02:00:00
2021-02-16,2,2021,0.759,0.207,25.77,28.21,MODIS,94.5,5.66,2021-02-16 02:00:00
2021-02-17,2,2021,0.727,0.217,26.11,28.76,MODIS,80.1,5.97,2021-02-17 02:00:00
2021-02-18,2,2021,0.726,0.223,26.51,26.9,MODIS,79.44,5.44,2021-02-18 02:00:00
2021-02-19,2,2021,0.723,0.391,27.0,28.29,MODIS,78.12,5.65,2021-02-19 02:00:00
2021-02-20,2,2021,0.712,0.181,27.12,28.69,MODIS,73.45,6.16,2021-02-20 02:00:00
2021-02-21,2,2021,0.725,0.439,27.06,29.11,MODIS,79.38,6.1,2021-02-21 02:00:00
