time,region_id,year_id,moisture_content_percent,sand_ratio,clay_ratio,silt_ratio,root_zone_depth_mm,organic_matter_percent,infiltration_rate_mmhr,field_capacity_percent,wilting_point_percent,salinity_ece_dsm,soil_ph_level,updated_at
2021-07-13,2,2021,15.53,41.6,22.33,36.07,452.0,2.17,14.65,31.78,15.17,0.934,6.8,2021-07-13 02:00:00
2021-07-14,2,2021,14.47,46.02,22.54,31.44,463.0,1.86,12.09,31.83,13.98,0.987,6.9,2021-07-14 02:00:00
2021-07-15,2,2021,11.94,40.51,24.17,35.32,455.0,2.03,11.36,32.21,14.61,0.993,6.9,2021-07-15 02:00:00
2021-07-16,2,2021,11.32,41.15,23.8,35.05,444.0,2.3,12.18,32.56,15.66,0.855,6.9,2021-07-16 02:00:00
2021-07-17,2,2021,6.47,41.91,22.03,36.06,429.0,2.27,11.98,30.51,14.03,1.036,6.9,2021-07-17 02:00:00
2021-07-18,2,2021,7.71,40.83,23.53,35.64,463.0,2.35,10.98,30.63,14.57,0.932,7.0,2021-07-18 02:00:00
2021-07-19,2,2021,5.04,41.42,24.24,34.34,458.0,2.07,11.67,31.01,14.08,0.962,6.8,2021-07-19 02:00:00
2021-07-20,2,2021,5.0,42.09,23.84,34.07,450.0,2.33,11.09,31.21,13.16,0.871,6.8,2021-07-20 02:00:00
2021-07-21,2,2021,5.0,39.96,24.35,35.69,458.0,2.17,13.53,30.16,14.45,1.037,6.9,2021-07-21 02:00:00
2021-07-22,2,2021,5.0,39.18,20.72,40.1,461.0,2.39,12.44,30.8,15.28,1.077,6.8,2021-07-22 02:00:00
2021-07-23,2,2021,5.0,43.5,21.78,34.72,469.0,2.41,11.72,30.48,13.15,0.98,6.7,2021-07-23 02:00:00
2021-07-24,2,2021,5.85,43.09,23.66,33.25,443.0,2.38,11.8,31.02,13.71,1.04,6.8,2021-07-24 02:00:00
2021-07-25,2,2021,5.0,41.81,24.34,33.85,451.0,2.23,14.23,32.23,14.4,0.946,6.8,2021-07-25 02:00:00
2021-07-26,2,2021,5.0,41.61,23.47,34.92,437.0,2.29,11.63,30.08,14.55,1.034,6.9,2021-07-26 02:00:00
2021-07-27,2,2021,6.56,43.03,24.4,32.57,467.0,2.23,11.38,30.32,13.4,1.033,6.9,2021-07-27 02:00:00
2021-07-28,2,2021,5.47,45.13,23.54,31.33,460.0,2.33,12.13,32.4,15.01,0.999,6.8,2021-07-28 02:00:00
2021-07-29,2,2021,5.0,42.61,22.62,34.77,464.0,2.02,13.97,30.41,14.03,1.012,6.8,2021-07-29 02:00:00
2021-07-30,2,2021,7.39,39.58,25.72,34.7,455.0,2.18,11.88,31.38,14.42,1.027,6.8,2021-07-30 02:00:00
2021-07-31,2,2021,7.03,39.5,23.73,36.77,440.0,2.16,11.71,31.89,13.03,1.029,6.9,2021-07-31 02:00:00
2021-08-01,2,2021,5.0,38.52,23.37,38.11,462.0,2.14,13.62,30.79,15.3,0.977,6.8,2021-08-01 02:00:00
2021-08-02,2,2021,9.72,42.92,26.09,30.99,450.0,2.15,12.51,29.9,14.96,0.978,6.8,2021-08-02 02:00:00
2021-08-03,2,2021,18.09,43.0,25.62,31.38,468.0,2.25,14.34,30.14,13.01,1.1,6.8,2021-08-03 02:00:00
2021-08-04,2,2021,18.24,41.84,24.07,34.09,457.0,2.16,11.99,28.94,14.07,1.008,6.9,2021-08-04 02:00:00
2021-08-05,2,2021,16.75,43.38,24.37,32.25,470.0,2.26,11.5,30.14,14.88,1.023,6.8,2021-08-05 02:00:00
2021-08-06,2,2021,13.59,41.02,26.15,32.83,459.0,2.21,10.44,32.84,12.31,1.09,6.9,2021-08-06 02:00:00
2021-08-07,2,2021,19.41,43.32,25.57,31.11,464.0,2.16,11.92,32.36,12.72,0.971,6.7,2021-08-07 02:00:00
2021-08-08,2,2021,18.54,42.53,21.22,36.25,453.0,2.28,11.93,29.48,13.42,1.033,7.0,2021-08-08 02:00:00
2021-08-09,2,2021,19.04,39.75,21.61,38.64,462.0,2.22,11.76,30.8,13.23,0.968,6.9,2021-08-09 02:00:00
2021-08-10,2,2021,16.64,40.6,23.67,35.73,459.0,2.31,10.33,29.3,13.36,0.982,6.9,2021-08-10 02:00:00
2021-08-11,2,2021,14.9,40.16,24.33,35.51,449.0,2.28,11.72,30.64,15.29,1.038,6.8,2021-08-11 02:00:00
2021-08-12,2,2021,19.21,41.84,26.89,31.27,450.0,2.2,13.05,32.21,14.78,0.995,6.9,2021-08-12 02:00:00
2021-08-13,2,2021,16.22,43.42,22.01,34.57,460.0,2.37,11.45,31.83,13.73,0.999,6.9,2021-08-13 02:00:00
2021-08-14,2,2021,12.25,44.52,24.48,31.0,447.0,2.3,14.73,33.07,13.47,0.953,6.9,2021-08-14 02:00:00
2021-08-15,2,2021,10.67,42.98,25.48,31.54,442.0,2.04,11.19,29.7,13.54,0.976,6.8,2021-08-15 02:00:00
2021-08-16,2,2021,6.24,41.38,23.14,35.48,465.0,2.39,11.42,30.21,14.9,1.077,6.7,2021-08-16 02:00:00
2021-08-17,2,2021,5.34,42.23,25.21,32.56,459.0,2.32,13.0,32.26,13.65,1.09,6.7,2021-08-17 02:00:00
2021-08-18,2,2021,5.0,40.32,23.76,35.92,432.0,1.91,13.46,31.09,13.91,1.028,6.6,2021-08-18 02:00:00
2021-08-19,2,2021,7.01,42.65,26.6,30.75,461.0,2.38,13.04,30.41,11.94,1.138,6.9,2021-08-19 02:00:00
2021-08-20,2,2021,5.7,42.8,22.1,35.1,453.0,2.26,13.41,31.84,13.53,1.029,6.8,2021-08-20 02:00:00
2021-08-21,2,2021,5.0,44.41,22.66,32.93,468.0,2.34,11.62,30.72,13.0,0.986,6.9,2021-08-21 02:00:00
2021-08-22,2,2021,8.67,40.04,26.18,33.78,475.0,2.16,12.47,31.27,15.23,1.042,7.0,2021-08-22 02:00:00
2021-08-23,2,2021,5.14,43.98,26.2,29.82,448.0,2.01,10.92,29.96,13.67,1.004,6.8,2021-08-23 02:00:00
2021-08-24,2,2021,5.0,42.82,24.12,33.06,458.0,2.03,11.03,29.98,14.6,1.113,6.8,2021-08-24 02:00:00
2021-08-25,2,2021,5.0,42.14,25.12,32.74,448.0,1.91,13.03,29.82,14.56,0.963,6.9,2021-08-25 02:00:00
2021-08-26,2,2021,9.72,40.16,25.32,34.52,450.0,2.27,10.87,31.26,14.14,1.057,6.8,2021-08-26 02:00:00
2021-08-27,2,2021,6.97,41.44,23.12,35.44,462.0,2.35,10.36,30.92,13.8,1.083,6.8,2021-08-27 02:00:00
2021-08-28,2,2021,5.0,43.33,23.42,33.25,464.0,2.12,11.42,30.51,14.22,1.011,6.8,2021-08-28 02:00:00
2021-08-29,2,2021,6.06,43.26,25.72,31.02,457.0,2.49,12.27,30.95,13.4,0.989,6.9,2021-08-29 02:00:00
2021-08-30,2,2021,8.72,40.81,23.36,35.83,457.0,2.14,10.16,30.05,13.61,1.015,6.7,2021-08-30 02:00:00
2021-08-31,2,2021,5.66,38.92,23.57,37.51,463.0,2.16,12.86,29.31,15.32,1.03,6.9,2021-08-31 02:00:00
2021-09-01,2,2021,5.39,40.49,25.42,34.09,467.0,1.93,11.24,30.85,13.91,0.947,6.7,2021-09-01 02:00:00
2021-09-02,2,2021,5.0,42.96,23.75,33.29,475.0,2.39,12.05,31.59,15.13,0.99,6.8,2021-09-02 02:00:00
2021-09-03,2,2021,7.26,39.55,24.01,36.44,456.0,2.2,13.36,31.29,14.48,1.026,6.9,2021-09-03 02:00:00
2021-09-04,2,2021,5.0,43.19,23.24,33.57,455.0,2.19,9.64,30.68,14.48,1.065,6.7,2021-09-04 02:00:00
2021-09-05,2,2021,5.17,41.55,24.26,34.19,451.0,2.3,9.01,31.08,14.32,1.084,6.9,2021-09-05 02:00:00
2021-09-06,2,2021,10.89,41.3,24.33,34.37,460.0,2.29,10.91,31.64,14.69,1.023,6.7,2021-09-06 02:00:00
2021-09-07,2,2021,6.26,37.64,24.13,38.23,464.0,2.36,11.48,29.72,15.93,1.043,6.7,2021-09-07 02:00:00
2021-09-08,2,2021,7.24,38.87,25.55,35.58,464.0,2.32,13.89,31.07,13.97,1.099,6.7,2021-09-08 02:00:00
2021-09-09,2,2021,6.73,42.87,23.83,33.3,449.0,2.22,9.53,29.35,14.41,1.049,7.0,2021-09-09 02:00:00
2021-09-10,2,2021,5.5,42.82,24.9,32.28,444.0,2.16,12.75,30.3,15.14,0.994,6.9,2021-09-10 02:00:00
2021-09-11,2,2021,5.0,41.07,22.31,36.62,465.0,2.09,10.25,30.02,12.97,1.086,7.0,2021-09-11 02:00:00
2021-09-12,2,2021,6.95,38.74,21.13,40.13,458.0,2.24,9.99,31.87,13.1,1.018,6.7,2021-09-12 02:00:00
2021-09-13,2,2021,5.0,41.76,26.03,32.21,462.0,2.22,13.01,32.18,14.12,0.984,7.0,2021-09-13 02:00:00
2021-09-14,2,2021,5.28,43.73,24.31,31.96,473.0,2.32,13.79,29.1,14.26,1.127,6.6,2021-09-14 02:00:00
2021-09-15,2,2021,5.2,37.4,26.34,36.26,468.0,2.17,12.16,30.9,13.2,1.03,6.6,2021-09-15 02:00:00
2021-09-16,2,2021,5.83,40.29,22.42,37.29,469.0,2.22,12.94,30.64,14.81,1.071,6.9,2021-09-16 02:00:00
2021-09-17,2,2021,5.22,42.29,21.91,35.8,477.0,2.26,13.28,30.04,13.2,1.116,6.9,2021-09-17 02:00:00
2021-09-18,2,2021,5.0,40.51,23.7,35.79,460.0,2.28,14.33,30.16,13.86,1.024,6.8,2021-09-18 02:00:00
2021-09-19,2,2021,6.95,43.51,22.9,33.59,461.0,2.22,13.17,32.8,14.39,1.073,6.8,2021-09-19 02:00:00
2021-09-20,2,2021,5.14,40.17,23.81,36.02,470.0,2.36,12.0,30.29,13.81,1.138,6.8,2021-09-20 02:00:00
2021-09-21,2,2021,5.0,39.26,22.89,37.85,477.0,2.21,11.69,31.95,14.49,1.115,6.9,2021-09-21 02:00:00
2021-09-22,2,2021,5.58,41.56,23.71,34.73,460.0,1.95,12.65,31.4,13.12,1.09,6.8,2021-09-22 02:00:00
2021-09-23,2,2021,5.0,40.36,22.12,37.52,448.0,2.02,11.61,32.03,14.49,1.044,6.7,2021-09-23 02:00:00
2021-09-24,2,2021,6.56,41.93,23.9,34.17,462.0,2.06,14.38,31.95,13.47,1.048,6.9,2021-09-24 02:00:00
2021-09-25,2,2021,5.0,40.94,25.26,33.8,462.0,2.07,10.92,32.7,13.2,0.99,6.9,2021-09-25 02:00:00
2021-09-26,2,2021,5.0,40.05,23.89,36.06,450.0,2.18,13.91,31.19,14.23,1.053,6.7,2021-09-26 02:00:00
2021-09-27,2,2021,5.25,37.67,26.2,36.13,462.0,2.23,13.88,30.89,13.28,1.05,6.8,2021-09-27 02:00:00
2021-09-28,2,2021,9.62,38.96,24.76,36.28,468.0,2.1,8.36,30.4,14.49,1.069,6.7,2021-09-28 02:00:00
2021-09-29,2,2021,8.58,41.27,24.28,34.45,452.0,2.43,11.49,31.66,13.84,1.035,7.0,2021-09-29 02:00:00
2021-09-30,2,2021,5.32,42.44,25.15,32.41,452.0,2.33,11.87,31.75,12.53,0.987,6.7,2021-09-30 02:00:00
2021-10-01,2,2021,5.0,42.22,25.72,32.06,464.0,2.08,11.97,31.89,14.09,1.103,6.7,2021-10-01 02:00:00
2021-10-02,2,2021,7.21,41.84,21.97,36.19,458.0,2.01,13.6,29.53,12.55,1.117,6.6,2021-10-02 02:00:00
2021-10-03,2,2021,5.0,44.1,25.74,30.16,488.0,2.33,13.07,30.03,13.32,1.096,6.7,2021-10-03 02:00:00
2021-10-04,2,2021,5.0,43.33,25.04,31.63,465.0,2.04,14.0,31.47,14.08,1.124,6.8,2021-10-04 02:00:00
2021-10-05,2,2021,6.61,42.8,22.58,34.62,480.0,2.54,11.15,29.71,14.37,1.011,6.9,2021-10-05 02:00:00
2021-10-06,2,2021,5.0,44.21,23.79,32.0,453.0,2.36,11.06,31.54,12.8,1.075,6.8,2021-10-06 02:00:00
2021-10-07,2,2021,5.0,43.08,23.38,33.54,460.0,2.39,12.73,30.78,14.43,1.105,6.7,2021-10-07 02:00:00
2021-10-08,2,2021,5.0,39.07,21.35,39.58,456.0,2.25,11.49,30.63,14.25,1.142,6.8,2021-10-08 02:00:00
2021-10-09,2,2021,9.31,39.96,27.83,32.21,478.0,2.27,12.13,31.85,14.64,1.07,6.8,2021-10-09 02:00:00
2021-10-10,2,2021,9.13,43.11,24.68,32.21,455.0,2.22,11.55,30.69,13.66,1.085,6.8,2021-10-10 02:00:00
2021-10-11,2,2021,5.0,45.06,22.75,32.19,457.0,2.31,11.34,31.98,11.69,1.035,6.7,2021-10-11 02:00:00
2021-10-12,2,2021,5.92,42.9,25.36,31.74,465.0,2.21,10.87,31.45,15.18,1.12,6.7,2021-10-12 02:00:00
2021-10-13,2,2021,5.27,45.0,24.55,30.45,467.0,2.12,13.33,30.15,12.42,1.124,6.7,2021-10-13 02:00:00
2021-10-14,2,2021,5.0,40.53,20.7,38.77,449.0,2.23,11.57,31.19,14.48,1.057,6.6,2021-10-14 02:00:00
2021-10-15,2,2021,5.2,42.34,25.17,32.49,484.0,1.82,14.76,29.66,14.57,1.062,6.7,2021-10-15 02:00:00
2021-10-16,2,2021,5.11,40.56,23.5,35.94,472.0,1.88,10.68,29.86,12.05,1.155,6.9,2021-10-16 02:00:00
2021-10-17,2,2021,5.0,39.19,23.96,36.85,459.0,2.29,11.88,29.76,13.71,1.08,6.9,2021-10-17 02:00:00
2021-10-18,2,2021,5.0,43.75,23.6,32.65,470.0,2.13,12.92,31.46,14.12,1.086,6.8,2021-10-18 02:00:00
2021-10-19,2,2021,5.46,41.43,21.95,36.62,462.0,2.15,11.23,32.11,14.24,1.153,6.7,2021-10-19 02:00:00
2021-10-20,2,2021,6.47,38.46,23.1,38.44,479.0,2.17,13.28,32.5,13.32,1.017,7.0,2021-10-20 02:00:00
2021-10-21,2,2021,5.0,45.08,22.68,32.24,476.0,2.26,11.49,31.63,14.68,1.065,6.7,2021-10-21 02:00:00
2021-10-22,2,2021,5.0,40.69,21.15,38.16,466.0,2.26,14.15,30.69,14.31,1.106,6.9,2021-10-22 02:00:00
2021-10-23,2,2021,5.0,46.91,25.94,27.15,484.0,2.15,13.34,32.3,15.05,1.093,6.9,2021-10-23 02:00:00
2021-10-24,2,2021,5.0,44.17,25.01,30.82,468.0,2.41,10.39,30.19,13.74,1.051,6.9,2021-10-24 02:00:00
2021-10-25,2,2021,6.14,41.62,23.42,34.96,473.0,2.33,10.73,30.7,13.15,1.206,6.7,2021-10-25 02:00:00
2021-10-26,2,2021,5.0,39.14,23.0,37.86,453.0,2.27,10.39,31.11,13.99,1.024,6.6,2021-10-26 02:00:00
2021-10-27,2,2021,5.23,45.64,24.32,30.04,456.0,2.53,10.99,30.6,13.09,1.149,6.8,2021-10-27 02:00:00
2021-10-28,2,2021,6.33,40.79,23.22,35.99,461.0,2.39,11.35,31.43,14.96,1.058,6.8,2021-10-28 02:00:00
2021-10-29,2,2021,5.0,42.83,24.99,32.18,472.0,2.28,11.56,30.72,14.04,1.046,6.9,2021-10-29 02:00:00
2021-10-30,2,2021,8.68,43.79,23.7,32.51,473.0,2.21,12.14,30.8,14.03,1.12,6.8,2021-10-30 02:00:00
2021-10-31,2,2021,8.51,40.28,21.12,38.6,469.0,1.92,12.48,29.15,12.61,1.113,6.7,2021-10-31 02:00:00
2021-11-01,2,2021,5.27,43.55,23.56,32.89,468.0,2.2,11.6,30.58,13.86,1.102,6.7,2021-11-01 02:00:00
2021-11-02,2,2021,5.0,44.5,24.29,31.21,474.0,2.08,12.76,30.66,11.91,1.078,6.7,2021-11-02 02:00:00
2021-11-03,2,2021,9.92,39.81,22.64,37.55,467.0,2.15,11.87,30.76,14.12,1.003,6.6,2021-11-03 02:00:00
2021-11-04,2,2021,8.99,39.92,24.1,35.98,481.0,2.21,11.87,31.55,13.99,1.14,6.7,2021-11-04 02:00:00
2021-11-05,2,2021,5.95,38.91,22.89,38.2,462.0,2.28,12.79,31.15,14.81,1.037,6.9,2021-11-05 02:00:00
2021-11-06,2,2021,5.76,43.66,23.53,32.81,474.0,2.26,13.08,29.49,13.81,1.065,6.9,2021-11-06 02:00:00
2021-11-07,2,2021,10.03,39.31,25.28,35.41,488.0,2.62,10.54,31.63,13.95,1.096,6.7,2021-11-07 02:00:00
2021-11-08,2,2021,6.44,45.03,23.99,30.98,456.0,2.25,11.96,29.38,13.28,1.137,6.9,2021-11-08 02:00:00
2021-11-09,2,2021,7.71,39.3,24.69,36.01,456.0,2.19,12.53,30.46,13.63,1.11,6.7,2021-11-09 02:00:00
2021-11-10,2,2021,5.97,40.2,25.33,34.47,472.0,2.14,11.44,32.95,13.74,0.986,6.9,2021-11-10 02:00:00
2021-11-11,2,2021,12.47,42.54,24.38,33.08,458.0,2.21,10.15,31.67,14.85,1.103,6.8,2021-11-11 02:00:00
2021-11-12,2,2021,11.18,41.71,21.0,37.29,483.0,2.4,10.19,31.71,15.24,1.13,6.7,2021-11-12 02:00:00
2021-11-13,2,2021,8.73,40.79,21.32,37.89,474.0,2.39,10.99,30.39,14.13,1.035,6.5,2021-11-13 02:00:00
2021-11-14,2,2021,6.32,42.11,23.33,34.56,473.0,2.27,11.47,30.64,14.45,1.114,6.6,2021-11-14 02:00:00
2021-11-15,2,2021,5.0,43.14,22.49,34.37,479.0,2.12,11.43,32.95,13.79,1.178,6.9,2021-11-15 02:00:00
2021-11-16,2,2021,5.88,38.35,22.92,38.73,470.0,2.1,12.09,32.2,14.27,1.152,6.8,2021-11-16 02:00:00
2021-11-17,2,2021,7.45,40.86,25.35,33.79,466.0,2.14,12.76,30.89,14.18,1.107,6.8,2021-11-17 02:00:00
2021-11-18,2,2021,5.14,39.54,23.68,36.78,461.0,2.19,9.18,31.52,15.36,1.178,6.7,2021-11-18 02:00:00
2021-11-19,2,2021,5.0,40.92,23.4,35.68,490.0,2.41,11.91,32.68,13.45,1.093,6.8,2021-11-19 02:00:00
2021-11-20,2,2021,6.96,42.67,25.54,31.79,475.0,2.01,11.86,31.09,12.05,1.12,6.6,2021-11-20 02:00:00
2021-11-21,2,2021,5.0,39.46,25.27,35.27,471.0,2.42,11.94,30.43,14.84,1.089,6.9,2021-11-21 02:00:00
2021-11-22,2,2021,5.34,39.94,22.86,37.2,473.0,2.13,10.34,30.82,15.35,1.078,6.9,2021-11-22 02:00:00
2021-11-23,2,2021,5.6,42.73,26.99,30.28,470.0,2.06,11.33,31.39,12.97,1.158,6.7,2021-11-23 02:00:00
2021-11-24,2,2021,6.84,43.8,23.28,32.92,467.0,2.0,11.46,29.88,13.65,1.031,6.8,2021-11-24 02:00:00
2021-11-25,2,2021,5.37,40.79,23.76,35.45,465.0,2.19,13.29,31.17,13.99,1.106,6.6,2021-11-25 02:00:00
2021-11-26,2,2021,5.98,40.07,25.16,34.77,476.0,2.02,11.02,32.57,14.23,1.177,6.8,2021-11-26 02:00:00
2021-11-27,2,2021,5.0,40.47,24.19,35.34,485.0,2.11,9.89,30.91,13.56,1.115,6.8,2021-11-27 02:00:00
2021-11-28,2,2021,5.0,40.46,25.33,34.21,459.0,2.16,12.56,32.98,14.25,1.179,6.8,2021-11-28 02:00:00
2021-11-29,2,2021,6.76,45.03,23.15,31.82,473.0,2.56,11.5,30.34,13.95,1.114,6.7,2021-11-29 02:00:00
2021-11-30,2,2021,5.2,41.54,24.44,34.02,480.0,2.28,9.56,30.09,13.62,1.154,6.8,2021-11-30 02:00:00
2021-12-01,2,2021,6.67,40.51,23.39,36.1,464.0,2.02,12.3,31.36,13.43,1.142,6.7,2021-12-01 02:00:00
2021-12-02,2,2021,5.0,39.59,24.27,36.14,472.0,2.45,13.64,30.97,13.05,1.086,6.7,2021-12-02 02:00:00
2021-12-03,2,2021,5.0,38.14,24.13,37.73,481.0,2.02,11.37,31.98,13.91,1.133,6.8,2021-12-03 02:00:00
2021-12-04,2,2021,5.0,44.1,27.36,28.54,489.0,2.46,10.83,30.48,15.13,1.162,6.8,2021-12-04 02:00:00
2021-12-05,2,2021,5.0,40.5,26.08,33.42,473.0,2.03,12.12,31.08,12.8,1.14,6.7,2021-12-05 02:00:00
2021-12-06,2,2021,9.91,38.64,21.41,39.95,490.0,2.07,11.77,31.48,13.51,1.106,6.8,2021-12-06 02:00:00
2021-12-07,2,2021,7.3,45.61,21.64,32.75,469.0,1.97,12.41,29.99,13.69,1.127,6.6,2021-12-07 02:00:00
2021-12-08,2,2021,6.07,46.48,25.2,28.32,456.0,2.17,11.62,32.18,14.43,1.062,6.8,2021-12-08 02:00:00
2021-12-09,2,2021,5.56,42.03,25.03,32.94,490.0,1.98,12.93,31.34,14.94,1.164,6.8,2021-12-09 02:00:00
2021-12-10,2,2021,5.0,42.12,25.22,32.66,478.0,2.1,13.12,31.59,13.94,1.092,6.8,2021-12-10 02:00:00
2021-12-11,2,2021,5.0,38.02,25.08,36.9,466.0,2.3,12.43,30.8,14.28,1.089,6.8,2021-12-11 02:00:00
2021-12-12,2,2021,5.59,42.72,24.81,32.47,471.0,2.3,10.93,30.77,12.75,1.139,6.7,2021-12-12 02:00:00
2021-12-13,2,2021,5.0,40.14,25.66,34.2,476.0,1.94,13.11,29.9,13.0,1.091,6.8,2021-12-13 02:00:00
2021-12-14,2,2021,5.95,43.33,26.69,29.98,464.0,2.16,10.36,29.15,14.68,1.16,6.7,2021-12-14 02:00:00
2021-12-15,2,2021,5.0,43.9,22.65,33.45,476.0,2.2,11.69,30.61,14.89,1.133,6.7,2021-12-15 02:00:00
2021-12-16,2,2021,5.0,44.57,21.18,34.25,462.0,1.9,11.85,30.46,13.28,1.183,6.7,2021-12-16 02:00:00
2021-12-17,2,2021,5.0,42.24,26.76,31.0,482.0,2.11,11.88,30.53,15.33,1.084,6.9,2021-12-17 02:00:00
2021-12-18,2,2021,5.0,42.63,24.44,32.93,484.0,2.05,11.55,30.24,12.76,1.161,6.6,2021-12-18 02:00:00
2021-12-19,2,2021,5.0,39.73,24.46,35.81,509.0,2.4,15.01,31.12,13.71,1.174,6.7,2021-12-19 02:00:00
2021-12-20,2,2021,6.56,43.15,26.59,30.26,495.0,2.26,14.27,31.98,13.68,1.029,6.7,2021-12-20 02:00:00
2021-12-21,2,2021,5.0,41.55,24.98,33.47,474.0,2.27,12.46,31.56,13.93,1.148,6.7,2021-12-21 02:00:00
2021-12-22,2,2021,5.0,39.55,24.7,35.75,491.0,2.42,12.45,31.49,14.34,1.167,6.6,2021-12-22 02:00:00
2021-12-23,2,2021,5.0,44.4,26.46,29.14,478.0,2.36,12.45,29.69,13.64,1.091,6.7,2021-12-23 02:00:00
2021-12-24,2,2021,5.0,41.97,22.62,35.41,471.0,2.07,10.91,30.42,14.28,1.175,6.7,2021-12-24 02:00:00
2021-12-25,2,2021,5.0,45.08,24.97,29.95,479.0,2.14,12.54,30.58,13.31,1.164,6.7,2021-12-25 02:00:00
2021-12-26,2,2021,7.28,44.41,24.92,30.67,496.0,2.42,12.07,33.58,13.7,1.113,6.7,2021-12-26 02:00:00
2021-12-27,2,2021,5.0,44.29,24.14,31.57,484.0,2.37,12.96,30.68,13.01,1.162,6.6,2021-12-27 02:00:00
2021-12-28,2,2021,5.0,43.99,22.98,33.03,477.0,2.32,9.35,30.1,14.05,1.147,6.8,2021-12-28 02:00:00
2021-12-29,2,2021,5.0,39.81,23.58,36.61,481.0,2.44,12.4,30.63,12.59,1.1,6.7,2021-12-29 02:00:00
2021-12-30,2,2021,5.38,44.03,24.04,31.93,484.0,1.99,14.2,29.86,13.56,1.093,6.6,2021-12-30 02:00:00
2021-12-31,2,2021,5.0,42.76,22.45,34.79,488.0,2.28,10.17,29.88,14.69,1.163,6.6,2021-12-31 02:00:00
2022-01-01,2,2022,33.91,43.96,25.43,30.61,425.0,2.17,12.25,30.2,13.33,0.81,7.1,2022-01-01 02:00:00
2022-01-02,2,2022,36.51,42.37,24.12,33.51,439.0,2.21,12.42,31.06,14.48,0.791,7.0,2022-01-02 02:00:00
2022-01-03,2,2022,34.87,45.0,25.0,30.0,407.0,2.44,9.38,29.78,13.33,0.844,7.0,2022-01-03 02:00:00
2022-01-04,2,2022,34.6,42.95,25.35,31.7,412.0,2.22,13.18,33.08,13.92,0.818,7.0,2022-01-04 02:00:00
2022-01-05,2,2022,31.57,44.65,24.1,31.25,429.0,2.36,10.55,30.91,13.27,0.801,6.9,2022-01-05 02:00:00
2022-01-06,2,2022,30.52,39.63,23.24,37.13,404.0,2.26,12.18,29.7,14.14,0.832,6.9,2022-01-06 02:00:00
2022-01-07,2,2022,30.54,44.63,25.97,29.4,412.0,2.32,11.26,30.92,12.94,0.83,6.9,2022-01-07 02:00:00
2022-01-08,2,2022,34.58,42.42,22.85,34.73,424.0,2.01,11.32,30.8,13.56,0.822,6.9,2022-01-08 02:00:00
2022-01-09,2,2022,32.94,41.04,24.43,34.53,433.0,2.15,14.75,33.08,13.36,0.82,7.1,2022-01-09 02:00:00
2022-01-10,2,2022,28.56,39.81,23.7,36.49,403.0,2.24,13.35,31.26,13.87,0.838,6.9,2022-01-10 02:00:00
2022-01-11,2,2022,26.81,43.02,27.33,29.65,411.0,2.25,11.64,28.78,14.77,0.843,7.1,2022-01-11 02:00:00
2022-01-12,2,2022,27.29,39.62,23.71,36.67,422.0,2.4,13.16,32.0,13.63,0.814,6.9,2022-01-12 02:00:00
2022-01-13,2,2022,22.64,41.06,26.11,32.83,422.0,2.12,10.81,29.89,14.43,0.776,6.9,2022-01-13 02:00:00
2022-01-14,2,2022,20.17,43.47,24.04,32.49,427.0,2.3,11.67,29.54,13.85,0.79,7.1,2022-01-14 02:00:00
2022-01-15,2,2022,20.36,44.0,25.07,30.93,409.0,1.98,11.28,31.84,13.12,0.827,7.0,2022-01-15 02:00:00
2022-01-16,2,2022,21.26,44.5,22.35,33.15,437.0,2.25,12.45,31.28,15.09,0.863,7.0,2022-01-16 02:00:00
2022-01-17,2,2022,19.14,42.99,23.2,33.81,423.0,2.25,10.5,29.75,13.17,0.881,7.0,2022-01-17 02:00:00
2022-01-18,2,2022,24.28,41.97,24.32,33.71,424.0,2.13,13.41,31.96,13.62,0.775,6.9,2022-01-18 02:00:00
2022-01-19,2,2022,24.57,45.42,24.27,30.31,426.0,2.42,13.65,31.96,14.39,0.87,6.9,2022-01-19 02:00:00
2022-01-20,2,2022,24.91,40.75,24.89,34.36,425.0,2.2,11.65,30.82,13.43,0.743,7.0,2022-01-20 02:00:00
2022-01-21,2,2022,24.32,38.65,25.37,35.98,439.0,2.39,11.98,31.4,14.25,0.897,7.0,2022-01-21 02:00:00
2022-01-22,2,2022,26.27,41.44,24.55,34.01,418.0,2.12,13.17,31.99,13.7,0.773,6.9,2022-01-22 02:00:00
2022-01-23,2,2022,22.62,40.82,21.79,37.39,410.0,2.61,12.1,31.14,14.44,0.792,7.0,2022-01-23 02:00:00
2022-01-24,2,2022,19.64,46.33,23.32,30.35,419.0,2.24,12.23,29.38,13.86,0.829,6.9,2022-01-24 02:00:00
2022-01-25,2,2022,23.28,42.51,20.71,36.78,421.0,1.83,11.06,28.66,13.15,0.845,6.9,2022-01-25 02:00:00
2022-01-26,2,2022,22.23,41.48,21.54,36.98,435.0,2.16,11.17,30.24,14.8,0.855,6.9,2022-01-26 02:00:00
2022-01-27,2,2022,21.99,42.68,20.51,36.81,428.0,2.34,9.06,32.62,13.47,0.856,7.0,2022-01-27 02:00:00
2022-01-28,2,2022,23.75,44.13,26.36,29.51,429.0,2.37,13.17,32.05,13.03,0.829,7.0,2022-01-28 02:00:00
2022-01-29,2,2022,21.94,37.53,22.25,40.22,426.0,2.08,12.8,31.71,13.75,0.796,6.9,2022-01-29 02:00:00
