time,region_id,year_id,crop_id,irrigation_id,region_name,region_country,region_latitude,region_longitude,region_elevation_m,region_area_km2,region_description,year_label,year_start_date,year_end_date,year_season,crop_name,scientific_name,crop_family,water_requirement_mm_season,growing_period_days,crop_description,irrigation_name,irrigation_efficiency_percent_dim,water_application_uniformity,irrigation_description,wind_speed_kmh,wind_gust_kmh,wind_direction,rainfall_mm,rainfall_delta_percent,ph_level,npk_index,temperature_c,humidity_percent,moisture_content_percent,sand_ratio,clay_ratio,silt_ratio,root_zone_depth_mm,organic_matter_percent,infiltration_rate_mmhr,field_capacity_percent,wilting_point_percent,salinity_ece_dsm,soil_ph_level,seasonal_rainfall_variability,temperature_max_c,temperature_min_c,temperature_mean_c,relative_humidity_percent,wind_speed_ms,solar_radiation_mjm2day,evapotranspiration_et0_mmday,evapotranspiration_etc_mmday,spi_1month,spi_3month,spi_12month,spei_1month,spei_3month,spei_12month,pdsi_value,drought_severity_class,growth_stage,crop_coefficient_kc,crop_water_requirement_mmday,yield_reduction_factor,irrigation_method_name,irrigation_efficiency_percent,water_applied_mm,leaf_temperature_c,stomatal_conductance,ndvi,ndwi,land_surface_temperature_c,lst_c,satellite_soil_moisture_percent,satellite_source,vegetation_condition_index,evapotranspiration_sebal_mmday,precipitation_mm,evapotranspiration_mm,groundwater_depth_m,runoff_mm,river_flow_m3s,reservoir_storage_m3,irrigation_supply_available_m3,soil_water_deficit_index_mm,water_balance_percent,risk_level,risk_score,recommendation,factors,soil_moisture_pct,irrigation_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_ms_daily,solar_radiation_wm2,etc_mm,soil_water_mm,spi,crop_type,days_since_planting,created_at,updated_at
2020-05-05,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.8,18.4,W,2.8,-47.0,7.1,Low,24.2,70.0,17.13,40.22,24.6,35.18,436.0,2.06,12.14,31.28,12.28,0.912,6.8,Moderate,30.4,18.0,24.2,70.0,3.28,21.1,6.45,6.45,0.65,0.58,0.46,0.1,0.14,0.1,0.15,None,Flowering,0.82,5.29,0.729,Drip Irrigation,64.0,1.85,30.7,0.363,0.695,0.373,26.86,26.86,26.39,MODIS,66.82,6.45,2.8,6.5,5.05,0.0,22.46,0.0,578919.0,3.65,43.51,High,59.0,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 17.2, ""soil_moisture"": 16.3, ""temperature"": 30.4}",16.26,0.0,30.41,18.0,69.63,3.28,244.22,6.45,24.76,0.65,wheat,125,2020-05-05 01:00:00,2020-05-05 02:00:00
2020-05-06,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,12.7,26.4,SE,0.3,-88.0,7.0,Low,23.0,72.0,12.6,42.45,22.07,35.48,461.0,2.26,12.83,31.75,13.45,0.859,7.0,Moderate,29.5,16.5,23.0,72.0,3.52,22.69,6.8,6.8,-0.6,-0.59,-0.64,-1.57,-1.37,-1.29,-1.68,Abnormally Dry,Flowering,0.78,5.3,0.764,Drip Irrigation,68.0,1.85,30.7,0.369,0.701,0.226,26.87,26.87,25.99,MODIS,70.02,6.26,0.3,6.8,4.87,0.0,12.56,0.0,565855.0,6.47,4.78,High,63.7,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 19.7, ""soil_moisture"": 14.1, ""temperature"": 29.5}",14.14,0.0,29.49,16.48,71.66,3.52,262.63,6.8,20.0,-0.6,wheat,126,2020-05-06 01:00:00,2020-05-06 02:00:00
2020-05-07,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.9,27.7,S,0.9,163.0,7.2,Low,24.0,67.0,13.95,41.39,23.07,35.54,432.0,2.09,11.66,30.9,15.84,0.904,6.8,Moderate,31.0,17.1,24.0,67.0,3.32,19.98,6.12,6.12,-0.33,-0.34,-0.4,-1.12,-0.97,-0.93,-1.2,None,Flowering,0.79,4.83,0.79,Drip Irrigation,69.0,1.69,32.7,0.387,0.697,0.236,28.35,28.35,28.1,MODIS,67.79,5.71,0.9,6.1,5.73,0.0,15.73,0.0,606222.0,5.26,13.98,High,70.9,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 19.1, ""soil_moisture"": 12.6, ""temperature"": 31.0}",12.6,0.0,31.01,17.06,67.36,3.32,231.26,6.12,20.0,-0.33,wheat,127,2020-05-07 01:00:00,2020-05-07 02:00:00
2020-05-08,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,12.9,25.1,N,1.1,27.0,7.1,Low,22.4,69.0,12.31,39.9,24.42,35.68,435.0,2.33,11.89,31.66,15.25,0.923,6.9,Moderate,27.8,17.1,22.4,69.0,3.59,21.61,6.45,6.45,-0.22,-0.24,-0.3,-1.02,-0.88,-0.84,-1.09,None,Flowering,0.78,5.03,0.812,Drip Irrigation,71.0,1.76,29.5,0.395,0.695,0.25,27.5,27.5,23.53,MODIS,67.24,5.78,1.1,6.4,5.78,1.3,9.8,0.0,585432.0,5.37,16.8,High,65.6,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 18.9, ""soil_moisture"": 11.3, ""temperature"": 27.8}",11.28,0.0,27.8,17.1,69.06,3.59,250.16,6.45,20.0,-0.22,wheat,128,2020-05-08 01:00:00,2020-05-08 02:00:00
2020-05-09,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,8.6,24.5,SE,0.4,-64.0,7.0,Low,22.8,72.0,10.38,39.43,25.86,34.71,437.0,2.3,11.84,30.84,14.0,0.938,6.8,Moderate,28.8,16.8,22.8,72.0,2.39,22.57,6.71,6.71,-0.56,-0.56,-0.6,-1.51,-1.32,-1.23,-1.62,Abnormally Dry,Flowering,0.81,5.43,0.846,Drip Irrigation,64.0,1.9,30.4,0.37,0.69,0.173,27.98,27.98,28.42,MODIS,64.88,5.59,0.4,6.7,4.86,0.9,10.37,0.0,570467.0,6.31,5.87,High,70.7,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 19.6, ""soil_moisture"": 9.3, ""temperature"": 28.8}",9.27,0.0,28.79,16.84,72.27,2.39,261.26,6.71,20.0,-0.56,wheat,129,2020-05-09 01:00:00,2020-05-09 02:00:00
2020-05-10,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,9.9,24.1,SW,0.2,-49.0,6.9,Low,23.8,64.0,6.64,44.87,23.48,31.65,431.0,2.32,12.61,29.91,13.36,0.96,6.9,Moderate,28.8,18.8,23.8,64.0,2.74,22.66,6.89,6.89,-0.66,-0.64,-0.69,-1.66,-1.44,-1.36,-1.77,Abnormally Dry,Flowering,0.82,5.65,0.883,Drip Irrigation,69.0,1.98,30.4,0.384,0.663,0.174,26.96,26.96,31.09,MODIS,52.07,6.36,0.2,6.9,5.83,0.0,15.49,0.0,592691.0,6.69,2.92,Extreme,79.2,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 7.0, ""temperature"": 28.8}",7.04,0.0,28.83,18.82,63.99,2.74,262.28,6.89,20.0,-0.66,wheat,130,2020-05-10 01:00:00,2020-05-10 02:00:00
2020-05-11,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,9.7,23.4,E,0.2,6.0,7.1,Low,23.8,69.0,5.41,41.1,22.85,36.05,436.0,2.1,12.63,31.08,14.66,0.899,7.0,Moderate,30.3,17.4,23.8,69.0,2.69,22.54,6.83,6.83,-0.65,-0.62,-0.68,-1.64,-1.41,-1.34,-1.74,Abnormally Dry,Flowering,0.78,5.33,0.917,Drip Irrigation,75.0,1.87,31.6,0.385,0.669,0.209,26.35,26.35,24.59,MODIS,54.65,6.26,0.2,6.8,5.44,0.9,11.04,0.0,585572.0,6.62,3.13,Extreme,83.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 5.0, ""temperature"": 30.3}",5.0,0.0,30.29,17.36,68.53,2.69,260.92,6.83,20.0,-0.65,wheat,131,2020-05-11 01:00:00,2020-05-11 02:00:00
2020-05-12,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,9.8,20.6,N,0.0,-100.0,7.1,Low,22.8,73.0,5.18,43.42,23.06,33.52,443.0,2.28,11.49,30.15,14.19,0.864,6.8,Moderate,28.9,16.7,22.8,73.0,2.72,19.96,5.95,5.95,-0.76,-0.72,-0.77,-1.65,-1.43,-1.37,-1.76,Abnormally Dry,Flowering,0.84,5.0,0.917,Drip Irrigation,67.0,1.75,31.1,0.399,0.68,0.2,27.36,27.36,26.98,MODIS,59.97,5.31,0.0,6.0,5.81,0.1,12.28,0.0,605247.0,5.95,0.0,Extreme,79.0,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 28.9}",5.0,0.0,28.86,16.73,72.53,2.72,230.98,5.95,20.0,-0.76,wheat,132,2020-05-12 01:00:00,2020-05-12 02:00:00
2020-05-13,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,12.7,26.2,E,0.9,0.0,6.9,Low,24.6,67.0,5.0,40.85,26.78,32.37,443.0,2.28,11.84,32.11,12.38,0.938,6.9,Moderate,30.0,19.2,24.6,67.0,3.53,22.78,7.01,7.01,-0.29,-0.26,-0.35,-1.2,-0.99,-0.96,-1.22,None,Flowering,0.85,5.96,0.917,Drip Irrigation,69.0,2.09,30.8,0.392,0.659,0.271,26.93,26.93,32.14,MODIS,49.95,6.34,0.9,7.0,4.76,1.6,11.53,0.0,584099.0,6.08,13.32,Extreme,82.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.1, ""soil_moisture"": 5.0, ""temperature"": 30.0}",5.0,0.0,29.99,19.15,67.19,3.53,263.64,7.01,20.0,-0.29,wheat,133,2020-05-13 01:00:00,2020-05-13 02:00:00
2020-05-14,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.0,19.5,E,0.0,-100.0,7.1,Low,22.1,72.0,5.0,38.74,25.39,35.87,432.0,2.07,11.64,31.12,14.61,0.888,6.8,Moderate,27.4,16.9,22.1,72.0,3.07,20.93,6.19,6.19,-0.76,-0.71,-0.76,-1.69,-1.45,-1.38,-1.78,Abnormally Dry,Flowering,0.84,5.2,0.917,Drip Irrigation,69.0,1.82,28.9,0.339,0.686,0.212,27.7,27.7,30.07,MODIS,62.59,5.18,0.0,6.2,5.45,0.5,9.67,0.0,612766.0,6.19,0.0,Extreme,76.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 27.4}",5.0,0.0,27.37,16.9,71.58,3.07,242.2,6.19,20.0,-0.76,wheat,134,2020-05-14 01:00:00,2020-05-14 02:00:00
2020-05-15,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.9,26.4,S,0.0,0.0,7.1,Low,21.5,67.0,5.43,43.16,22.76,34.08,455.0,2.59,12.6,31.95,13.42,0.965,7.0,Moderate,26.8,16.3,21.5,67.0,3.3,23.21,6.81,6.81,-0.75,-0.7,-0.75,-1.77,-1.52,-1.43,-1.86,Abnormally Dry,Flowering,0.87,5.93,0.917,Drip Irrigation,64.0,2.08,28.7,0.335,0.687,0.211,26.82,26.82,29.15,MODIS,63.39,6.03,0.0,6.8,5.79,0.0,11.5,0.0,587192.0,6.8,0.19,Extreme,77.6,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 26.8}",5.0,0.0,26.77,16.28,66.88,3.3,268.65,6.81,20.0,-0.75,wheat,135,2020-05-15 01:00:00,2020-05-15 02:00:00
2020-05-16,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.0,21.7,S,3.7,28436.0,7.1,Low,23.4,71.0,7.08,44.54,24.64,30.82,453.0,2.3,10.29,32.28,14.23,0.994,6.9,Moderate,29.1,17.7,23.4,71.0,2.78,20.4,6.14,6.14,1.09,1.13,0.91,0.72,0.84,0.66,0.99,None,Flowering,0.81,4.98,0.901,Drip Irrigation,67.0,1.74,30.2,0.369,0.705,0.377,26.84,26.84,26.48,MODIS,71.69,5.56,3.7,6.1,5.68,1.3,14.34,0.0,580567.0,2.46,60.01,High,73.0,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 16.3, ""soil_moisture"": 6.0, ""temperature"": 29.1}",5.97,0.0,29.05,17.66,70.67,2.78,236.08,6.14,20.0,1.09,wheat,136,2020-05-16 01:00:00,2020-05-16 02:00:00
2020-05-17,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,9.0,26.6,E,0.1,-97.0,6.8,Low,24.1,67.0,5.0,44.59,22.98,32.43,437.0,2.16,13.33,31.58,13.99,0.97,6.9,Moderate,30.9,17.2,24.1,67.0,2.5,22.88,6.95,6.95,-0.7,-0.64,-0.71,-1.73,-1.46,-1.39,-1.79,Abnormally Dry,Flowering,0.83,5.77,0.917,Drip Irrigation,73.0,2.02,31.3,0.354,0.678,0.227,26.81,26.81,27.39,MODIS,58.98,6.23,0.1,7.0,5.17,0.0,13.0,0.0,621599.0,6.84,1.64,Extreme,85.7,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.9, ""soil_moisture"": 5.0, ""temperature"": 30.9}",5.0,0.0,30.91,17.22,66.98,2.5,264.79,6.95,20.0,-0.7,wheat,137,2020-05-17 01:00:00,2020-05-17 02:00:00
2020-05-18,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.4,15.5,N,0.0,-100.0,7.1,Low,22.9,67.0,5.0,39.58,23.12,37.3,447.0,2.15,11.54,29.39,15.51,0.936,7.0,Moderate,29.0,16.7,22.9,67.0,2.89,22.74,6.8,6.8,-0.76,-0.69,-0.76,-1.78,-1.51,-1.44,-1.85,Abnormally Dry,Flowering,0.89,6.05,0.917,Drip Irrigation,72.0,2.12,30.6,0.38,0.677,0.171,26.94,26.94,28.56,MODIS,58.48,5.12,0.0,6.8,5.39,0.1,12.79,0.0,602999.0,6.8,0.0,Extreme,81.8,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 29.0}",5.0,0.0,28.97,16.74,67.31,2.89,263.21,6.8,20.0,-0.76,wheat,138,2020-05-18 01:00:00,2020-05-18 02:00:00
2020-05-19,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.6,21.0,N,2.2,0.0,7.1,Low,23.8,70.0,5.0,41.74,21.59,36.67,435.0,2.04,12.38,31.44,14.19,0.929,6.9,Moderate,29.2,18.4,23.8,70.0,2.95,21.54,6.53,6.53,0.36,0.42,0.26,-0.28,-0.09,-0.17,-0.14,None,Flowering,0.81,5.29,0.917,Drip Irrigation,77.0,1.85,30.3,0.341,0.66,0.268,26.79,26.79,24.47,MODIS,50.68,5.94,2.2,6.5,6.21,0.4,17.36,0.0,626606.0,4.28,34.38,Extreme,77.3,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.8, ""soil_moisture"": 5.0, ""temperature"": 29.2}",5.0,0.0,29.19,18.4,70.4,2.95,249.26,6.53,20.0,0.36,wheat,139,2020-05-19 01:00:00,2020-05-19 02:00:00
2020-05-20,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.1,23.5,S,0.5,-76.0,7.0,Low,23.9,64.0,5.78,42.58,27.59,29.83,449.0,2.22,8.92,31.87,13.05,0.947,6.8,Moderate,30.9,17.0,23.9,64.0,2.82,21.54,6.57,6.57,-0.49,-0.42,-0.52,-1.4,-1.14,-1.12,-1.41,None,Flowering,0.84,5.52,0.917,Drip Irrigation,66.0,1.93,32.1,0.396,0.671,0.254,26.43,26.43,26.47,MODIS,55.84,6.13,0.5,6.6,5.64,0.0,12.5,0.0,575160.0,6.03,8.16,Extreme,86.2,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.5, ""soil_moisture"": 5.0, ""temperature"": 30.9}",5.0,0.0,30.86,16.99,64.37,2.82,249.3,6.57,20.0,-0.49,wheat,140,2020-05-20 01:00:00,2020-05-20 02:00:00
2020-05-21,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,9.0,19.4,SE,2.9,450.0,7.2,Low,22.9,67.0,5.0,43.42,22.71,33.87,449.0,2.46,11.13,29.16,13.83,0.95,6.9,Moderate,30.0,15.8,22.9,67.0,2.51,21.5,6.43,6.43,0.72,0.76,0.59,0.2,0.34,0.24,0.39,None,Flowering,0.82,5.28,0.913,Drip Irrigation,72.0,1.85,31.8,0.357,0.714,0.336,28.17,28.17,31.77,MODIS,75.92,5.84,2.9,6.4,5.99,0.0,21.99,0.0,549054.0,3.49,45.82,Extreme,79.1,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.1, ""soil_moisture"": 5.2, ""temperature"": 30.0}",5.22,0.0,30.0,15.81,67.1,2.51,248.86,6.43,20.0,0.72,wheat,141,2020-05-21 01:00:00,2020-05-21 02:00:00
2020-05-22,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,8.8,18.2,NE,2.4,-17.0,7.2,Low,22.9,61.0,6.92,40.43,23.64,35.93,448.0,2.47,12.31,30.96,14.83,0.912,6.9,Moderate,30.3,15.4,22.9,61.0,2.43,21.77,6.53,6.53,0.46,0.51,0.35,-0.15,0.02,-0.06,-0.0,None,Flowering,0.83,5.42,0.917,Drip Irrigation,69.0,1.9,31.5,0.356,0.701,0.324,28.01,28.01,29.68,MODIS,69.82,5.39,2.4,6.5,4.76,0.0,16.22,0.0,603125.0,4.09,37.38,Extreme,83.9,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.6, ""soil_moisture"": 5.0, ""temperature"": 30.3}",5.0,0.0,30.33,15.43,61.22,2.43,251.92,6.53,20.0,0.46,wheat,142,2020-05-22 01:00:00,2020-05-22 02:00:00
2020-05-23,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,12.7,30.2,SW,0.2,-94.0,7.3,Low,22.5,68.0,5.38,38.05,24.71,37.24,460.0,2.09,14.22,31.27,13.47,0.946,7.0,Moderate,29.2,15.9,22.5,68.0,3.53,21.56,6.45,6.45,-0.69,-0.62,-0.7,-1.63,-1.38,-1.33,-1.69,Abnormally Dry,Flowering,0.83,5.35,0.917,Drip Irrigation,73.0,1.87,30.1,0.386,0.665,0.189,27.31,27.31,27.94,MODIS,52.71,5.95,0.2,6.4,5.28,0.0,9.5,0.0,619484.0,6.3,2.33,Extreme,81.7,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.8, ""soil_moisture"": 5.0, ""temperature"": 29.2}",5.0,0.0,29.17,15.89,67.77,3.53,249.49,6.45,20.0,-0.69,wheat,143,2020-05-23 01:00:00,2020-05-23 02:00:00
2020-05-24,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.6,24.0,SE,0.7,340.0,7.1,Low,22.2,62.0,5.86,43.11,22.35,34.54,439.0,2.13,13.47,30.91,15.2,0.968,7.1,Moderate,27.6,16.8,22.2,62.0,3.22,21.8,6.5,6.5,-0.43,-0.37,-0.46,-1.31,-1.07,-1.04,-1.32,None,Flowering,0.84,5.46,0.917,Drip Irrigation,76.0,1.91,28.2,0.344,0.682,0.235,27.21,27.21,26.53,MODIS,61.05,6.18,0.7,6.5,5.76,1.1,11.34,0.0,614221.0,5.84,10.15,Extreme,80.6,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.3, ""soil_moisture"": 5.0, ""temperature"": 27.6}",5.0,0.0,27.56,16.81,62.02,3.22,252.36,6.5,20.0,-0.43,wheat,144,2020-05-24 01:00:00,2020-05-24 02:00:00
2020-05-25,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,13.8,22.3,S,1.2,88.0,7.0,Low,24.2,72.0,5.82,40.12,24.22,35.66,451.0,2.05,11.65,31.42,14.16,0.923,6.9,Moderate,31.5,16.9,24.2,72.0,3.83,21.93,6.7,6.7,-0.14,-0.08,-0.19,-0.96,-0.74,-0.74,-0.92,None,Flowering,0.83,5.56,0.917,Drip Irrigation,68.0,1.95,33.2,0.324,0.672,0.226,27.6,27.6,29.3,MODIS,56.16,5.4,1.2,6.7,5.51,0.0,15.51,0.0,609773.0,5.46,18.53,Extreme,82.6,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 18.8, ""soil_moisture"": 5.0, ""temperature"": 31.5}",5.0,0.0,31.49,16.93,72.11,3.83,253.81,6.7,20.0,-0.14,wheat,145,2020-05-25 01:00:00,2020-05-25 02:00:00
2020-05-26,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,13.4,30.5,SW,0.5,-61.0,7.3,Low,23.2,65.0,5.0,46.51,25.53,27.96,447.0,2.05,12.06,30.78,14.36,0.986,7.0,Moderate,30.1,16.3,23.2,65.0,3.73,21.02,6.38,6.38,-0.52,-0.45,-0.54,-1.4,-1.16,-1.13,-1.42,Abnormally Dry,Flowering,0.89,5.68,0.917,Drip Irrigation,71.0,1.99,31.5,0.365,0.678,0.258,27.56,27.56,24.78,MODIS,58.93,5.46,0.5,6.4,5.79,0.0,14.23,0.0,602618.0,5.9,7.53,Extreme,84.4,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.5, ""soil_moisture"": 5.0, ""temperature"": 30.1}",5.0,0.0,30.05,16.31,65.04,3.73,243.24,6.38,20.0,-0.52,wheat,146,2020-05-26 01:00:00,2020-05-26 02:00:00
2020-05-27,2,2020,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2020,2020-01-01,2020-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,13.7,22.6,N,2.8,478.0,7.1,Low,23.3,67.0,6.57,43.34,22.14,34.52,436.0,2.34,13.89,32.02,13.14,0.979,6.7,Moderate,30.5,16.1,23.3,67.0,3.81,21.67,6.57,6.57,0.63,0.67,0.52,0.06,0.22,0.14,0.24,None,Flowering,0.83,5.45,0.916,Drip Irrigation,63.0,1.91,32.1,0.387,0.679,0.332,26.53,26.53,24.85,MODIS,59.29,5.86,2.8,6.6,4.98,0.6,17.55,0.0,588530.0,3.79,42.28,Extreme,80.6,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.2, ""soil_moisture"": 5.0, ""temperature"": 30.5}",5.02,0.0,30.46,16.08,67.26,3.81,250.84,6.57,20.0,0.63,wheat,147,2020-05-27 01:00:00,2020-05-27 02:00:00
